9.455726326187159358e-01	1.026477580439723702e+01	5.750937822287165879e+00	3.115833589703535633e+00	1.959290276940388154e+00
1.251866431391545076e+00	9.480242537459304231e+00	4.732199185634462957e+00	2.375954357755004409e+00	1.795912209005310345e+00
1.171184860388046589e+00	9.488916715166283211e+00	4.307407270756452355e+00	2.903723036288667014e+00	1.527253171312881852e+00
1.125665249209868657e+00	9.426837765067901387e+00	3.918670773234710136e+00	2.236696197859442847e+00	1.765975182043368230e+00
1.323047714983015322e+00	8.792560622431153661e+00	4.070448658984900270e+00	2.339067815514721982e+00	1.500617144071106690e+00
1.331264883668763499e+00	9.147177017114675124e+00	3.849857983695290642e+00	2.388083574132036979e+00	1.640166966021065154e+00
1.295587024137359933e+00	9.272347282681513647e+00	3.424943576951634316e+00	2.254146849027249377e+00	1.579481854005350350e+00
1.035407927159325059e+00	1.014989692564666868e+01	5.107174721500993719e+00	2.831707216348471334e+00	1.675917156328577295e+00
1.227783832409096165e+00	9.353437623720974869e+00	4.493485366996088359e+00	2.218586397530442067e+00	1.715649648988549103e+00
1.084976828198815468e+00	9.530926335053065301e+00	4.386725968473276893e+00	2.010436566938657243e+00	1.280252045948512940e+00
1.018116555345834451e+00	1.011742979018703004e+01	5.588015564073504748e+00	3.136820873498973317e+00	1.947925365385159369e+00
1.163156278493441276e+00	9.688444044881071804e+00	4.036912128589624338e+00	2.674841629154100175e+00	1.721493599351209713e+00
9.729803824208496099e-01	9.967532780256973979e+00	5.826168464565403049e+00	2.709235608527263750e+00	1.773567216034471983e+00
1.017864675319343437e+00	9.997687859545809630e+00	4.903309894032356731e+00	2.900039776102238065e+00	1.563491795697089071e+00
9.698801988271508190e-01	1.008791506312697983e+01	4.395460224971444063e+00	2.056261925566104320e+00	1.523943361009102215e+00
1.108416672255515101e+00	9.563223768874372865e+00	3.874846911317594955e+00	1.977828812187964136e+00	1.050596944670566524e+00
1.012107919642517118e+00	9.962662154969329720e+00	5.781737111887228053e+00	2.841568890725639118e+00	1.790045145443249108e+00
1.181721705755384377e+00	9.382837763021907307e+00	4.450905501560804112e+00	2.366753647458056609e+00	1.500868139271525736e+00
