6.954045699773100386e-01	3.713643369611616674e+00	8.276029572264899770e+00	8.816386490743933990e+00	6.713058168778684554e+00	5.022305856670564950e+00	3.625489063364677911e+00	2.922420789265214314e+00	2.294945497278072288e+00	1.753363660825727477e+00
8.439016623638513348e-01	4.052494067014641210e+00	8.078663045281327726e+00	7.613168471076823707e+00	5.419228181484911033e+00	4.176580101726126593e+00	2.920496630596587817e+00	2.348488560578044115e+00	2.006167258838421841e+00	1.571133368763629967e+00
8.007574176115136444e-01	3.920384942458106092e+00	7.971447063640299646e+00	7.559587436520404324e+00	5.156888467481390848e+00	4.059840949084313699e+00	3.260007926630370978e+00	2.597851660767016568e+00	1.883133712681525740e+00	1.394402920568655446e+00
7.746870767041276196e-01	3.825138109941634390e+00	7.859575972975161307e+00	7.482082604415384530e+00	4.909255946675155968e+00	3.555597320651882942e+00	2.629568026154824434e+00	2.212974508383183991e+00	1.940483906055428198e+00	1.590123456437314120e+00
8.707179826164538339e-01	4.039805220829493670e+00	7.695085644358706567e+00	6.761381204148407598e+00	4.589006348587751027e+00	3.765819482982523336e+00	2.808848102040111705e+00	2.230412587840911787e+00	1.770917383071908269e+00	1.376809839099679911e+00
8.833571296998259381e-01	4.148933435026204819e+00	7.965513403746667720e+00	6.965710013499347042e+00	4.518134652729585810e+00	3.577600349672941160e+00	2.748904972587909779e+00	2.327015526191476447e+00	1.908956938507853751e+00	1.469077039064420775e+00
8.661993624195543084e-01	4.111107568019007452e+00	7.992832874314050429e+00	7.000007431885523879e+00	4.287374783314802151e+00	3.219612643072029545e+00	2.524720568102957863e+00	2.195021788366227966e+00	1.819302522249139020e+00	1.472705845475540842e+00
7.448337189258430469e-01	3.870982099135778842e+00	8.324883023932436288e+00	8.318378885590480110e+00	5.956022035607942300e+00	4.694089215085043953e+00	3.453130587771980231e+00	2.603901107405691917e+00	1.997411432717810964e+00	1.495658078949183123e+00
8.307843691384679818e-01	4.006598851429424180e+00	7.982920247613721543e+00	7.426630101935199235e+00	5.173631074277422748e+00	3.975416713850759010e+00	2.751834913863707932e+00	2.230294948349179851e+00	1.927662543464819134e+00	1.511125126287383047e+00
7.595664509216544236e-01	3.825332540207364573e+00	7.944849209197979434e+00	7.584753236399451204e+00	5.169136447419257152e+00	3.941691649572574896e+00	2.661252981014581298e+00	1.907339361296578994e+00	1.494692036628449072e+00	1.187751409092298482e+00
7.283459593271781607e-01	3.772476149735196405e+00	8.213860028595160401e+00	8.566939147675286748e+00	6.455005348757848260e+00	5.042488942767533011e+00	3.740512781757705962e+00	2.893615378768781721e+00	2.260940551906975848e+00	1.743568178264307766e+00
8.024031584036886988e-01	3.970798126974757647e+00	8.119279178008092401e+00	7.616365791069014790e+00	4.983396581553971139e+00	3.803462239572686698e+00	3.019196552462137362e+00	2.506231263205879856e+00	2.000142888325348256e+00	1.596158989566779818e+00
7.037032477463269764e-01	3.690575390723658700e+00	8.103752735667452356e+00	8.627945524000068644e+00	6.702143746331858054e+00	4.923349753837957365e+00	3.308471867156158375e+00	2.565340843764945422e+00	2.039572936603160525e+00	1.602269182421495852e+00
7.312108100462548776e-01	3.800188852568292308e+00	8.173839332073983499e+00	8.130944132154899862e+00	5.742190402851353070e+00	4.656206245572770186e+00	3.554124855158069529e+00	2.531571784523774404e+00	1.838473621349786535e+00	1.440178202703800592e+00
7.069756328416552105e-01	3.736401362281977168e+00	8.168703837750435071e+00	8.173665862999865084e+00	5.478458004142029658e+00	3.913956008024261468e+00	2.648229731740610493e+00	2.015212250493266133e+00	1.702649744548975441e+00	1.442279237829259708e+00
7.717605173352101167e-01	3.862885470977647451e+00	7.974086693165818751e+00	7.484600947209909982e+00	4.817263144781000150e+00	3.549733087283990507e+00	2.492344539267511205e+00	1.808117188423390198e+00	1.311669935570084489e+00	9.896932160102993592e-01
