3.798194141745160168e-04	2.450511212922439931e-03	1.134649321630529922e-02	3.680479880188299718e-02	1.059029851711713599e-01	2.747979539945759053e-01	6.430943848983717848e-01	1.357431266453704710e+00	2.584406223058953067e+00	4.437728006213147225e+00	6.872072846440634208e+00	9.596936241105723298e+00	1.208710057598603171e+01	1.373639627515924033e+01	1.410712247375541040e+01	1.314415977230076216e+01	1.121977771945177160e+01	8.975236763295745490e+00	7.051738102664348418e+00	5.859554572151720819e+00	5.484737212682917473e+00	5.737858046097582765e+00	6.282355016356033772e+00	6.772834275884886068e+00	6.958138015603886117e+00	6.732209452334565469e+00	6.133791165457658678e+00	5.304549533458179589e+00	4.429564362979937719e+00	3.672997587602517378e+00	3.142635626693148332e+00	2.875517936454599521e+00	2.846452776193240553e+00	2.985926948141564008e+00	3.198693375270401873e+00	3.382707753805626716e+00	3.452118618122650417e+00	3.361877353443943228e+00	3.121644716806843523e+00	2.790620601527339595e+00	2.450985963075434260e+00	2.174214151084121749e+00	1.997290473787777687e+00	1.917904194528800677e+00	1.905323457916724195e+00	1.917624610251629891e+00	1.916392416973943913e+00	1.875741424089952369e+00	1.785689782787348356e+00	1.651778772654147964e+00
1.164211712646458187e-03	5.903745150774315081e-03	2.133527666771443260e-02	6.495998951666584476e-02	1.770061485311010818e-01	4.341206973123674095e-01	9.587267385229787386e-01	1.907318640125980735e+00	3.419652796178122678e+00	5.527624106634725365e+00	8.058642472561301062e+00	1.060037506627202752e+01	1.258673772459777140e+01	1.349996787564811562e+01	1.309647737515080301e+01	1.152777853937366004e+01	9.280786373121316046e+00	6.974741241970547456e+00	5.133831535889682662e+00	4.045278996648883130e+00	3.738618947761306099e+00	4.047575181742976369e+00	4.696993647805906669e+00	5.382804355104725325e+00	5.840937332044892294e+00	5.906026741352166098e+00	5.548567124967824782e+00	4.867578406595315599e+00	4.040819844336669853e+00	3.251545040014013122e+00	2.631226308021705318e+00	2.237453000287758176e+00	2.066102101281721115e+00	2.075879769411781428e+00	2.206757773901747655e+00	2.387497399627429129e+00	2.543873067004687627e+00	2.614303632627597906e+00	2.570070265977141943e+00	2.426207706435086209e+00	2.231769758987967034e+00	2.045943331311717461e+00	1.911556405710088224e+00	1.840636105616078044e+00	1.815384976454777144e+00	1.800215393924631702e+00	1.758436610239144660e+00	1.667370159114675898e+00	1.527262793630610238e+00	1.360685910699754420e+00
9.025707241631345142e-04	5.094996396662178871e-03	1.873894751050201452e-02	5.774241625552499479e-02	1.589518421334034093e-01	3.938829188603278353e-01	8.789691242481121325e-01	1.767038162350131447e+00	3.201235298560229037e+00	5.228312095059257203e+00	7.700900164920255975e+00	1.023439988102748899e+01	1.227997281821465592e+01	1.331670514211751666e+01	1.307680501144271545e+01	1.167486362298144620e+01	9.560678905704603991e+00	7.323388241430468959e+00	5.464864624298601647e+00	4.258869850421573844e+00	3.736519089565948804e+00	3.759114834815333595e+00	4.111003599005905507e+00	4.567419700048806597e+00	4.933568379365734557e+00	5.071422566019229805e+00	4.924019837525685617e+00	4.526100638863963077e+00	3.988484281149358157e+00	3.455740884179591799e+00	3.052820493490658649e+00	2.844738826359142880e+00	2.824575806047073812e+00	2.928699021825315274e+00	3.066692209965601545e+00	3.152493688145075801e+00	3.127321481435075157e+00	2.971057960239710471e+00	2.701898837065117576e+00	2.367006226076428632e+00	2.026589738370753402e+00	1.736338042816561344e+00	1.533259396517287376e+00	1.427394884518034868e+00	1.402732030268526442e+00	1.425831791105344193e+00	1.458413790663236176e+00	1.468131508167633381e+00	1.435950817227078069e+00	1.357820458125983620e+00
8.742435547576444697e-04	4.814714952470983481e-03	1.783846852966481517e-02	5.510317222172721185e-02	1.517678244237268270e-01	3.763974256336788393e-01	8.409756003793658063e-01	1.693543674237100394e+00	3.075489272368910232e+00	5.038838770206754525e+00	7.451473495892127374e+00	9.951289729859791322e+00	1.200959044620272032e+01	1.311116674069496746e+01	1.297372176628473639e+01	1.168328333211127656e+01	9.659644272989467595e+00	7.471208917608390898e+00	5.610328357797771837e+00	4.349033851917842419e+00	3.723555018593916355e+00	3.610957496944355860e+00	3.822372618416477685e+00	4.163004933611025749e+00	4.457809365365588583e+00	4.568859702584603610e+00	4.422084217561948805e+00	4.028042296255360810e+00	3.479154086103419363e+00	2.910147692974720979e+00	2.444563033470183555e+00	2.152153375172414229e+00	2.037640642423979020e+00	2.057753653246978232e+00	2.149953643954277016e+00	2.255558747403817677e+00	2.332357487115909844e+00	2.357638082683612080e+00	2.327191580020245620e+00	2.252044325855429019e+00	2.152145901813898643e+00	2.047887370306454624e+00	1.951858180479693949e+00	1.866347970624507413e+00	1.787161610797810996e+00	1.710516061572543212e+00	1.636304868939890911e+00	1.566680639903399452e+00	1.501946694660813986e+00	1.438996569955246718e+00
1.445856335607223139e-03	6.997738929223903427e-03	2.449228630221196232e-02	7.346945827224506120e-02	1.977948372964900836e-01	4.789514832871937244e-01	1.043482693233182879e+00	2.046188242686235892e+00	3.612601034273048572e+00	5.744482514812898621e+00	8.229504146464483583e+00	1.062468282156239496e+01	1.236531189522580654e+01	1.297739136265491133e+01	1.228869819046415124e+01	1.051466808689414734e+01	8.165713460522816547e+00	5.837236792753285108e+00	4.005167723777763200e+00	2.919244105040057047e+00	2.604181653921323392e+00	2.918192414326972628e+00	3.618136726840147421e+00	4.416613716446271098e+00	5.041291823760793100e+00	5.299229130845107605e+00	5.128834362545022785e+00	4.604502270542720765e+00	3.892936687076149038e+00	3.179916593532019942e+00	2.607326175275256563e+00	2.243908259154271612e+00	2.091324530873725607e+00	2.106928118685055917e+00	2.225909600315795878e+00	2.376339743170519103e+00	2.491184337975066665e+00	2.521148740753448969e+00	2.446432405091210960e+00	2.280141832309550143e+00	2.059986168646023685e+00	1.831578189751177144e+00	1.631728259598892894e+00	1.480129316791195970e+00	1.380858008171224505e+00	1.328455745634856466e+00	1.312826169557974376e+00	1.319989486333021933e+00	1.331824862815162103e+00	1.328827015537261902e+00
1.106634644351433975e-03	6.412073671623792076e-03	2.280056302873858382e-02	6.950478613165270159e-02	1.899046926561231696e-01	4.662609933815019536e-01	1.028941209615987562e+00	2.041359694101241296e+00	3.641822112998542416e+00	5.843815861704543480e+00	8.436518735267956259e+00	1.096068297982836981e+01	1.281916988693003923e+01	1.350277353918703227e+01	1.281957625971883097e+01	1.099068700185886804e+01	8.552467708304460459e+00	6.129455078596712347e+00	4.213113722618016865e+00	3.049521691053647565e+00	2.648435602119074694e+00	2.857516729290288549e+00	3.440442577978130689e+00	4.134298059342790488e+00	4.695341055261646801e+00	4.944637494921143350e+00	4.809487211907802262e+00	4.335966481289719177e+00	3.663167979421335652e+00	2.968484278791938547e+00	2.406937865350997185e+00	2.070646897155621780e+00	1.977932683298680994e+00	2.084739584931673217e+00	2.306526578688410378e+00	2.543283293516922505e+00	2.705289613594674236e+00	2.736753681954729789e+00	2.629378241827356355e+00	2.419360452302192765e+00	2.166963553705860246e+00	1.930574307934920686e+00	1.747086359806158562e+00	1.626983267898690411e+00	1.560946894675996788e+00	1.530354621275395122e+00	1.514451116579335288e+00	1.493567918724572730e+00	1.451534223438449844e+00	1.379288662562389911e+00
1.074270221863881649e-03	6.094814617632284340e-03	2.192916615386582974e-02	6.685031546475395103e-02	1.828352400966374303e-01	4.497011142794027916e-01	9.946497435929488873e-01	1.979041509511671793e+00	3.543190215898547990e+00	5.709723626882087899e+00	8.284203451489316805e+00	1.082594266568336572e+01	1.274900023168842900e+01	1.353972391211722304e+01	1.298393490962452823e+01	1.126973794364029580e+01	8.901532245681169186e+00	6.482133866840287695e+00	4.495468482932763798e+00	3.194134203009211692e+00	2.607679467213135815e+00	2.615363184975088018e+00	3.018733000194109728e+00	3.587920322025156317e+00	4.094526021817308070e+00	4.351840220862169595e+00	4.263421013865791309e+00	3.851401866339957625e+00	3.242717041643432996e+00	2.614925998982501110e+00	2.126732225473853877e+00	1.867649608439690079e+00	1.844421345332133644e+00	1.998783295284948469e+00	2.238430828531041250e+00	2.467329147299071934e+00	2.608493768921938294e+00	2.618997998207214462e+00	2.496114539759425988e+00	2.274474016202808091e+00	2.011906219733084367e+00	1.770014121085680570e+00	1.594038098535775383e+00	1.500372118842330460e+00	1.476230926313748082e+00	1.490693454847347832e+00	1.510493800851889779e+00	1.512644916733452360e+00	1.488507345639690893e+00	1.439998780494216257e+00
5.794140652802186146e-04	3.253091751539900246e-03	1.377991569043744875e-02	4.373349460049730242e-02	1.236442536765696987e-01	3.154283177548986017e-01	7.261881652065702575e-01	1.508896238136217427e+00	2.829442952907835540e+00	4.787934669471776594e+00	7.310450979832364027e+00	1.007032119121313407e+01	1.251458933287232611e+01	1.403273450301296421e+01	1.420909831971669490e+01	1.302315258781795393e+01	1.087275426804703393e+01	8.403479555936019807e+00	6.247859919842116305e+00	4.816793469413753748e+00	4.224115029634452512e+00	4.332612993354509001e+00	4.859793255340182583e+00	5.487392620123935139e+00	5.949363769979162164e+00	6.088201231156819659e+00	5.874296369579526278e+00	5.384869827410352805e+00	4.754466379012056265e+00	4.116151680787660361e+00	3.565291564762665733e+00	3.147303560412284096e+00	2.868809205189084555e+00	2.715608182430703454e+00	2.663357870508774816e+00	2.678532689636100361e+00	2.717186946557279104e+00	2.730953652166185464e+00	2.680277505891522249e+00	2.549748156435163171e+00	2.353059096206670198e+00	2.125289230286564912e+00	1.906255535380011024e+00	1.724879412340275753e+00	1.591994107929563640e+00	1.503039825988724321e+00	1.445453229532031481e+00	1.405299620937711769e+00	1.370796753096995335e+00	1.333048988006571900e+00
1.039484005795040904e-03	5.582202732488199953e-03	2.038754295247776835e-02	6.228672940043528117e-02	1.705896691724284042e-01	4.203801761943999349e-01	9.326942206112128764e-01	1.863785161876310603e+00	3.355522573544143849e+00	5.444719316333874737e+00	7.964996790449497155e+00	1.050804870361552013e+01	1.250657688904285791e+01	1.343532442147735040e+01	1.303919394642106333e+01	1.145869795694259352e+01	9.174940451508806660e+00	6.809474361849695789e+00	4.897262642181487102e+00	3.742025666270182516e+00	3.389203830098470593e+00	3.681534358493645520e+00	4.343403510968091297e+00	5.063066628794964608e+00	5.567100997671895257e+00	5.682984458648260073e+00	5.375934701661155835e+00	4.738712331714769022e+00	3.939619412647366481e+00	3.152733990864330593e+00	2.506613404701977910e+00	2.066464426226909179e+00	1.845025920364835370e+00	1.820550678524510912e+00	1.946828326283517097e+00	2.156545817448892510e+00	2.369115096164193801e+00	2.509267929574622080e+00	2.531303381294113919e+00	2.433981324492192400e+00	2.255283901386530676e+00	2.052104041668102230e+00	1.874613006015103389e+00	1.749199223649118062e+00	1.675021597410638829e+00	1.631622355421961990e+00	1.591680600868911499e+00	1.533413146737928168e+00	1.448805989964013552e+00	1.344900604228168151e+00
5.713727347705048606e-04	3.991057631723934560e-03	1.541986668186326112e-02	4.867846372567662117e-02	1.366302732962172140e-01	3.451671701188914199e-01	7.850957940972611571e-01	1.608284101058014670e+00	2.968179374266747494e+00	4.936702641910989620e+00	7.401495269750656192e+00	1.000647932611294166e+01	1.220340112185598258e+01	1.343268373497897628e+01	1.335967310812737807e+01	1.203453621954614761e+01	9.876722672787762392e+00	7.493147333089696716e+00	5.441159181740431450e+00	4.062226340497407051e+00	3.442406747153991642e+00	3.470518452420201072e+00	3.926870800807932493e+00	4.555754886953745419e+00	5.114795006752639317e+00	5.413561560066295186e+00	5.348315043370297062e+00	4.921703994067763155e+00	4.233102859949733343e+00	3.439661740555761238e+00	2.703189213358986098e+00	2.143002669850302855e+00	1.812050219198714007e+00	1.698947823893919740e+00	1.746699287895605801e+00	1.876736560539449261e+00	2.010319546008655145e+00	2.085755439320971849e+00	2.069044552529224035e+00	1.958513097191269869e+00	1.779243715097926781e+00	1.571054106668774875e+00	1.374255192222624489e+00	1.219712176565852735e+00	1.124466232142001587e+00	1.090832966509219126e+00	1.106834621700152121e+00	1.148857740683475903e+00	1.187951972006209278e+00	1.199284570979090470e+00
