9.820011477092693841e-02	6.873283230682353251e-01	2.857311845500107861e+00	7.080730312279700733e+00	1.059347795294286065e+01	1.012052514651369073e+01	7.611864313472762156e+00	6.424890949315128275e+00	5.876215350836172746e+00	4.636601497023618457e+00	3.513312073577822048e+00	3.185182660617233541e+00	3.022624351771376450e+00	2.550130515837709666e+00	2.095652049709493703e+00	1.845739005003036226e+00	1.582635872025003110e+00
1.419494915919802258e-01	8.995869892365507825e-01	3.383413615468286118e+00	7.587067202225989959e+00	1.025457909159599801e+01	8.773372508627558020e+00	5.938101507392249623e+00	5.007475388229730484e+00	4.936575122158663120e+00	4.004477606450595140e+00	2.836517717780433934e+00	2.396513418021759545e+00	2.377672209001588932e+00	2.207408201453088914e+00	1.926094615710274516e+00	1.671244492883851462e+00	1.376957520736773466e+00
1.306729383202441530e-01	8.426640611324655028e-01	3.225410112174695421e+00	7.366075986270642417e+00	1.015850484708271395e+01	8.860344104479981553e+00	5.913719844346759125e+00	4.615373663889522859e+00	4.459324937041516890e+00	3.939526105494110642e+00	3.271704928847053662e+00	2.986072362505968414e+00	2.696624204528828894e+00	2.129574671651605744e+00	1.642641798357858507e+00	1.432481869489552695e+00	1.272433782301928051e+00
1.252523857731024093e-01	8.110618025308025114e-01	3.123671599426708578e+00	7.195171030777869348e+00	1.003370025799587140e+01	8.851683835801086531e+00	5.876006412420331948e+00	4.372653483282302744e+00	4.023659184981685399e+00	3.381164725781719671e+00	2.583087573537811377e+00	2.260141523852440493e+00	2.230275070606576815e+00	2.109938091707355579e+00	1.881607427921331510e+00	1.649629629686486965e+00	1.442968511238703622e+00
1.534816977097206714e-01	9.481156976389852886e-01	3.465472052359902300e+00	7.520719573250381096e+00	9.758660777359187577e+00	7.856892585233570259e+00	4.877380011062026455e+00	4.071629861108227999e+00	4.330749206512822802e+00	3.749668149592699340e+00	2.776673663277020587e+00	2.368476516899485684e+00	2.284905744508090031e+00	2.006354424306727946e+00	1.617060537666502817e+00	1.382709237849961470e+00	1.270296007226325630e+00
1.515708774211057819e-01	9.531213255800247142e-01	3.533782876254178529e+00	7.751416360646741666e+00	1.013292776472776247e+01	8.182134555313275825e+00	4.990925973030958751e+00	3.948133763891621406e+00	4.079024918831603230e+00	3.520096647031311754e+00	2.660188912872545330e+00	2.407913747418622297e+00	2.421884701762960113e+00	2.151181736724757876e+00	1.765654325931926394e+00	1.518357006874999637e+00	1.324302500413470751e+00
1.468598089546054308e-01	9.288104218730127704e-01	3.470805877470018785e+00	7.693992310918521760e+00	1.019872701405972748e+01	8.351291165497581659e+00	5.011613058158168599e+00	3.654988043927337227e+00	3.618634168383449534e+00	3.126944477621258045e+00	2.424394973305891821e+00	2.275901555295837042e+00	2.302871109130967486e+00	2.022046283142026279e+00	1.670651865367788647e+00	1.500325992703061440e+00	1.383518781994273583e+00
1.100139474638052034e-01	7.503656975603277823e-01	3.043910318809095905e+00	7.361818366569567118e+00	1.070332094853397287e+01	9.749547734765746654e+00	6.723048236237726627e+00	5.405498924875677069e+00	5.300195475417943669e+00	4.602687831709320498e+00	3.523896607248071078e+00	2.875195945368078654e+00	2.600926956874798357e+00	2.267728822628098495e+00	1.835086709755496814e+00	1.513871890795457364e+00	1.327069461910502124e+00
1.382615071199799761e-01	8.822478032518500379e-01	3.337596746096856304e+00	7.515322841299962420e+00	1.016353156436546890e+01	8.620078120893147400e+00	5.684359801147748747e+00	4.719111820359248810e+00	4.710463487253643500e+00	3.839691515956270784e+00	2.661512755667239549e+00	2.213991488967973709e+00	2.264031406827260451e+00	2.152182333141270831e+00	1.846733039314059077e+00	1.576779744446246578e+00	1.340363350429601308e+00
1.176364066042106943e-01	7.824526355213665685e-01	3.084875106768729225e+00	7.238295756725283248e+00	1.019744588075990599e+01	8.957660356895861042e+00	5.879381555500968304e+00	4.592771486348695475e+00	4.582164405820589259e+00	3.893957320416113532e+00	2.686674078302125235e+00	2.034635353986899986e+00	1.899489352331451553e+00	1.688883056777888969e+00	1.362875625926219803e+00	1.182114041574417351e+00	1.119559826408292658e+00
1.099397443752506420e-01	7.382962646636432869e-01	2.963883643101389076e+00	7.144989388359010540e+00	1.048147667161491015e+01	9.874366923946835684e+00	7.282024197094116857e+00	6.048109322090476248e+00	5.724045047910654382e+00	4.834173036571459470e+00	3.768625857617273311e+00	3.220326933460839758e+00	2.908839212646801009e+00	2.495220033810293891e+00	2.097221973290961383e+00	1.814757959365014273e+00	1.565854972659697086e+00
1.281397868446439992e-01	8.373486784150747653e-01	3.243712866545966911e+00	7.484114690033461414e+00	1.039124499039546556e+01	9.035056672177478987e+00	5.856188948472611067e+00	4.375089003227046192e+00	4.189672536440343542e+00	3.686134484735387851e+00	2.998633600071613614e+00	2.729004009430263888e+00	2.578025634476751371e+00	2.213231178674143873e+00	1.834117124137914390e+00	1.624533928831962015e+00	1.493820310521867922e+00
1.025601701087685419e-01	7.052745857612041647e-01	2.879930559944170909e+00	7.013474296760764837e+00	1.032920350403182042e+01	9.788849568815038538e+00	7.493762550099544839e+00	6.531593919091636558e+00	5.936005730283371307e+00	4.484223364825311364e+00	3.179838063708032792e+00	2.772650546001153238e+00	2.634829505385519965e+00	2.240065920310883474e+00	1.871176326306093207e+00	1.693639505615635032e+00	1.473465028604977523e+00
1.077184468101309855e-01	7.367845443949766482e-01	2.989275092764811070e+00	7.224270007099907076e+00	1.051020294563447521e+01	9.592762608730852847e+00	6.539684791086375348e+00	5.102164987237843619e+00	5.087452915543595466e+00	4.668010489697194565e+00	3.739873289111752985e+00	3.002917832516783569e+00	2.486292759897350990e+00	2.005199827740368423e+00	1.656532637843874056e+00	1.484950353482370033e+00	1.332827665218684343e+00
1.013210256165452128e-01	7.037287267846029648e-01	2.899837157890577721e+00	7.121438419541041398e+00	1.053180896244122522e+01	9.750781038510028864e+00	6.615865692561068379e+00	4.872973888085070371e+00	4.504848290142430045e+00	3.772345580957166877e+00	2.647161709966118437e+00	2.061596849724088187e+00	2.006926312180015159e+00	1.887220327639965722e+00	1.595828059926127418e+00	1.424365050954329748e+00	1.399720277846733918e+00
1.209103803517536241e-01	7.987985243359964072e-01	3.128686180169822251e+00	7.298748396805848415e+00	1.023841465596584044e+01	8.945332687425203488e+00	5.717642394124352379e+00	4.182243677090006884e+00	4.036617080178059425e+00	3.478765421940821057e+00	2.523764732208259254e+00	2.003224913448299560e+00	1.837979475616449365e+00	1.531266510342394582e+00	1.131057655096276093e+00	9.571068678737469915e-01	9.496411126132072722e-01
1.072412485738244992e-01	7.326215692595140494e-01	2.969279626045015608e+00	7.168085299856813641e+00	1.043099390427646433e+01	9.657440174693032731e+00	7.076822448647137165e+00	6.119274362680287460e+00	5.968731183344318403e+00	4.892298832242413020e+00	3.508766466410960128e+00	2.887148543575238868e+00	2.724171321745807450e+00	2.376888276033224390e+00	1.928108528049265358e+00	1.648033113284094853e+00	1.458499390668719142e+00
1.311724320177224679e-01	8.496807253491215350e-01	3.259593860736737181e+00	7.431540696434458582e+00	1.015818019726761001e+01	8.695970892324822898e+00	5.764552938957942629e+00	4.732021130351114380e+00	4.651361497272304746e+00	3.799269369713958344e+00	2.736865783564601085e+00	2.379859922546948781e+00	2.371125953744781967e+00	2.082041166803168863e+00	1.621498351575336949e+00	1.363691261353674467e+00	1.259259790874297069e+00
1.184226396290838090e-01	7.817585637970317913e-01	3.070146861277412320e+00	7.202998474247195304e+00	1.020826864039517190e+01	9.184704697597537049e+00	6.472514199901846510e+00	5.385576549536805757e+00	5.166383352104531035e+00	4.325946263310943785e+00	3.418766503331370110e+00	3.077639258806795119e+00	2.821214591039497233e+00	2.243802382137128237e+00	1.720168016963970592e+00	1.551917204954316176e+00	1.469000351701609031e+00
1.303564697589801313e-01	8.464299926970521026e-01	3.261295469142420522e+00	7.504173611048436499e+00	1.045304803183367959e+01	9.222981055649025706e+00	6.079873709639955770e+00	4.346262385822084795e+00	3.837492824724663354e+00	3.251996995858966066e+00	2.643146045549459977e+00	2.407726589962155384e+00	2.326808141426552456e+00	2.299338123723479566e+00	2.462593938784745529e+00	2.663060390112121922e+00	2.655466327093527923e+00
1.202945711539914891e-01	7.904552166179464878e-01	3.081940239917748681e+00	7.156526432580186281e+00	9.987563977271749494e+00	8.724742741329603035e+00	5.759008159637514446e+00	4.512966028408844643e+00	4.407508950381132884e+00	3.679717795040692518e+00	2.574584534888944010e+00	2.065093435947248590e+00	2.009765275081472957e+00	1.804803306855361500e+00	1.472420988413480902e+00	1.305921826413540598e+00	1.226497735247174425e+00
1.177800224339504293e-01	7.810365873650958468e-01	3.078685840272326946e+00	7.240946037435783467e+00	1.026799391563748642e+01	9.211387647153546965e+00	6.451656947677277820e+00	5.408521361410230988e+00	5.281945523890694716e+00	4.360928871560348696e+00	3.159604616732013760e+00	2.598847907942180235e+00	2.475141705183634855e+00	2.241043721430013846e+00	1.864017616883731021e+00	1.571637586992587154e+00	1.372091518662066134e+00
1.140742684330153661e-01	7.672982773073310225e-01	3.069144347530996519e+00	7.329612285353819701e+00	1.056542316402117443e+01	9.604862514224599579e+00	6.561745016224029392e+00	4.982260811925256050e+00	4.589851161424931547e+00	3.895241438183348670e+00	3.147609422501164378e+00	2.929909529572500393e+00	2.788127461416076258e+00	2.277741145121544797e+00	1.697137791025273179e+00	1.414884273510564894e+00	1.329570318999078404e+00
1.238602261538482574e-01	8.086237987449537146e-01	3.145633940826255248e+00	7.314198159323001214e+00	1.026136810854318604e+01	9.140566091851166419e+00	6.543636702250378967e+00	5.842635060043432915e+00	5.851294509167400903e+00	4.726112222413494379e+00	3.321417888940221275e+00	2.779314980350156450e+00	2.696270175780794087e+00	2.372016937274543213e+00	1.919841958439827856e+00	1.633071654007549833e+00	1.406352405631855707e+00
1.239286832181477060e-01	8.085539241975389091e-01	3.131131968833443580e+00	7.222770772632922665e+00	1.002380842761369450e+01	8.801551178486411331e+00	6.154655784507109928e+00	5.309461022703733768e+00	5.148097454612112323e+00	4.054475847451210591e+00	2.886844973176564189e+00	2.548978298746645610e+00	2.496886701793191055e+00	2.148509172780900478e+00	1.730842262750089011e+00	1.518035857310807035e+00	1.372824352563043027e+00
1.558409465053662568e-01	9.702506945283575490e-01	3.568131660413259798e+00	7.777490655681965848e+00	1.011279093445469712e+01	8.098376173099300246e+00	4.832563231829527517e+00	3.712600945091942606e+00	3.774686902834835323e+00	3.192293934361705166e+00	2.368322609859712102e+00	2.137063669379092534e+00	2.109254251915361866e+00	1.717374639839518435e+00	1.223166530071308600e+00	1.051701277672020263e+00	1.051167265245172677e+00
1.422508043780235654e-01	8.998429222432628993e-01	3.374412789323296913e+00	7.537010100522949507e+00	1.012850019176739025e+01	8.540295427024210184e+00	5.503380578671192680e+00	4.316032291967780488e+00	4.176202735077455763e+00	3.470477025853961450e+00	2.639602574709313476e+00	2.358763863292208551e+00	2.212827168408433298e+00	1.838328737607317187e+00	1.513016176270119084e+00	1.412539444299578006e+00	1.321050632765891297e+00
1.124235081204251474e-01	7.576747229413846041e-01	3.037399768251370702e+00	7.266715548217510090e+00	1.048131369880097985e+01	9.582525741125133223e+00	6.922186165076734454e+00	6.052620689776693652e+00	6.032720280202188867e+00	4.954676939361450927e+00	3.498694438117557315e+00	2.815627224795048900e+00	2.640519808982875194e+00	2.330114797239624558e+00	1.939999598882568899e+00	1.699700732014873816e+00	1.488287037692731518e+00
1.081725129719946082e-01	7.326311875656125183e-01	2.953967158894534428e+00	7.118955292611485852e+00	1.037625794337776597e+01	9.638375272578379338e+00	7.022401314552386253e+00	5.862496344278453009e+00	5.422892300568514123e+00	4.250890341419044205e+00	3.122878559695646317e+00	2.848587896234937133e+00	2.800938881409047010e+00	2.337817792037349740e+00	1.780471778034892205e+00	1.524413395628534396e+00	1.404588252517794178e+00
1.402542731289977695e-01	8.985454899979334886e-01	3.403773445350116944e+00	7.646581276415202133e+00	1.024979166256458463e+01	8.459947350507611930e+00	5.164601020865587699e+00	3.974791269848456210e+00	4.127256150086245690e+00	3.670704368095984993e+00	2.802653612575142450e+00	2.435571123516778513e+00	2.396377145237320594e+00	2.170461539709973575e+00	1.827096605624590087e+00	1.587489545315616146e+00	1.392300396008600227e+00
1.095292057814064579e-01	7.474420372835527404e-01	3.034249224036645654e+00	7.345191255756253312e+00	1.069027209851943283e+01	9.746446325326132865e+00	6.720610090654365543e+00	5.399439245442937185e+00	5.300569633162505845e+00	4.612939019758109715e+00	3.531123571830794283e+00	2.870949908069120315e+00	2.593204400533213771e+00	2.264422901529960619e+00	1.834891633748964246e+00	1.514197069410583074e+00	1.327868715590301063e+00
1.149883175025713522e-01	7.718000481897379084e-01	3.063089191935933542e+00	7.221692068487449490e+00	1.023953373955033364e+01	9.229075186825483001e+00	6.659276640442633344e+00	5.803326993694446934e+00	5.726989904532421960e+00	5.010301038432925402e+00	4.286635572834140540e+00	3.974135137166395104e+00	3.523719469838480833e+00	2.805677892094277315e+00	2.214486738369115582e+00	1.870989048611915839e+00	1.608561882486866823e+00
9.987857052947886338e-02	6.926829644013445808e-01	2.855119265797636974e+00	7.022274771636755730e+00	1.043558734193594972e+01	9.854718088281311239e+00	7.136415521415885088e+00	5.704552189722441824e+00	5.242753238522496417e+00	4.389747370736814425e+00	3.484926601313087069e+00	3.066520325433832905e+00	2.796629518639251799e+00	2.330908169235225813e+00	1.840877825153687697e+00	1.523880200958230624e+00	1.327762052708586271e+00
1.129127094837347745e-01	7.584661519008796260e-01	3.033322406938178784e+00	7.246752992889889278e+00	1.045378240906979528e+01	9.590335199936832922e+00	6.998144985900908388e+00	6.225705764432412082e+00	6.333248137309968051e+00	5.250224932627554963e+00	3.575105477829809697e+00	2.689100618144502075e+00	2.499537344168986763e+00	2.290715167578888600e+00	1.968897393074997781e+00	1.744458178166186091e+00	1.566076429111036061e+00
1.207421500676924969e-01	7.972018843402441934e-01	3.123922578600544231e+00	7.299726819444851245e+00	1.029212178428228341e+01	9.211254653061994091e+00	6.475754429064208395e+00	5.435147754874805059e+00	5.268105923024173798e+00	4.304154892626422146e+00	3.123650818561723774e+00	2.660783335201120980e+00	2.590374888266142595e+00	2.343145621143811752e+00	1.955192955371594321e+00	1.634400490897937486e+00	1.380767335767123294e+00
1.002235494959250600e-01	6.980045514063163425e-01	2.885857941359948331e+00	7.112478467103160007e+00	1.056963347435846678e+01	9.921580430032198805e+00	7.074720492744178024e+00	5.670896015102884213e+00	5.445066754652659213e+00	4.759270921463270021e+00	3.703669522761404931e+00	2.929866905323911030e+00	2.451415415905420669e+00	2.089732789640435406e+00	1.835556474815862149e+00	1.630445548008856882e+00	1.367005614047651862e+00
1.219022081232955246e-01	8.066661874802460996e-01	3.174141315296288735e+00	7.457996839216167295e+00	1.057055872687114828e+01	9.434214728722301047e+00	6.400793059523931738e+00	5.081779955682974581e+00	4.972715131798833177e+00	4.354954319454751754e+00	3.452080363448533973e+00	3.013079423690543823e+00	2.844196344287916567e+00	2.483547045749199711e+00	1.991021084990824974e+00	1.641494209261230797e+00	1.419763654078158188e+00
1.126030757904627755e-01	7.577557473209635130e-01	3.030807779672270552e+00	7.237112646310700725e+00	1.044396319986976529e+01	9.615758531935199471e+00	7.025753743286576203e+00	6.029579319197061693e+00	5.764760800401402818e+00	4.659012604357655185e+00	3.436821303211274881e+00	2.955538889909963718e+00	2.774273031318679195e+00	2.366380323164954724e+00	1.923306351140982695e+00	1.668898603310086548e+00	1.454513760804894584e+00
1.249290126256927119e-01	8.158601776798428684e-01	3.170799283112894162e+00	7.359528335632747442e+00	1.030560922790525602e+01	9.172983866330561398e+00	6.562765395433833859e+00	5.823493503668262683e+00	5.806834883018192173e+00	4.713384861687257121e+00	3.349170453677681625e+00	2.800267991321207184e+00	2.691638779307680363e+00	2.370330249293929548e+00	1.927164418601023277e+00	1.628614088011347549e+00	1.391893661745031041e+00
1.092773119570306650e-01	7.401544188248300182e-01	2.979977223362325400e+00	7.168709843775061152e+00	1.042470021299885552e+01	9.565649649656007725e+00	6.598318343477347803e+00	5.166910321918924964e+00	5.054270094301269722e+00	4.487076775164169362e+00	3.470592396664435864e+00	2.783019761972348682e+00	2.425505359233942837e+00	2.082047835116266565e+00	1.750910601001001821e+00	1.538891389161195500e+00	1.372094490286454249e+00
1.297941462257650169e-01	8.469388187150287406e-01	3.272256659082765751e+00	7.522037696597723588e+00	1.039891977560648506e+01	9.035549453357694105e+00	5.998210549066251396e+00	4.724507141811472799e+00	4.530116411342282490e+00	3.822962245369907919e+00	3.039327280126022934e+00	2.844275260021569274e+00	2.774053747188768515e+00	2.381459586253378724e+00	1.894884222272241958e+00	1.550834878447991727e+00	1.271648208850020945e+00
1.123363868145992456e-01	7.571124072936741278e-01	3.032265042457638948e+00	7.244436391902935313e+00	1.043090996631934964e+01	9.477072916590781659e+00	6.632199476712692388e+00	5.426438802343568568e+00	5.185050806404961854e+00	4.229719192718422782e+00	3.087715702049235844e+00	2.641427407867807720e+00	2.543385131639018581e+00	2.219935425743412072e+00	1.785317146213738937e+00	1.512240534452721663e+00	1.352124974240884292e+00
