9.820011477092693841e-02	6.873283230682353251e-01	2.857311845500107861e+00	7.080730312279700733e+00	1.059347795294286065e+01	1.012052514651369073e+01	7.611864313472762156e+00	6.424890949315128275e+00	5.876215350836172746e+00	4.636601497023618457e+00	3.513312073577822048e+00	3.185182660617233541e+00	3.022624351771376450e+00	2.550130515837709666e+00	2.095652049709493703e+00	1.845739055028467357e+00	1.582639739232471365e+00	1.245726393504134943e+00	9.730605746803266953e-01	8.025328164786987850e-01	6.672454545579097340e-01	5.203569475002627343e-01	3.773821968749239697e-01	2.835719406477500426e-01
1.419494915919802258e-01	8.995869892365507825e-01	3.383413615468286118e+00	7.587067202225989959e+00	1.025457909159599801e+01	8.773372508627558020e+00	5.938101507392249623e+00	5.007475388229730484e+00	4.936575122158663120e+00	4.004477606450595140e+00	2.836517717780433934e+00	2.396513418021759545e+00	2.377672209001588932e+00	2.207408201453088914e+00	1.926094615710274516e+00	1.671245160162727839e+00	1.376986342356742554e+00	1.114533352583045422e+00	9.799983086545023259e-01	9.136904885704330015e-01	8.579249119339152907e-01	7.789410001928414040e-01	6.470907586596288397e-01	4.996460518777949833e-01
1.306729383202441530e-01	8.426640611324655028e-01	3.225410112174695421e+00	7.366075986270642417e+00	1.015850484708271395e+01	8.860344104479981553e+00	5.913719844346759125e+00	4.615373663889522859e+00	4.459324937041516890e+00	3.939526105494110642e+00	3.271704928847053662e+00	2.986072362505968414e+00	2.696624204528828894e+00	2.129574671651605744e+00	1.642641798357858507e+00	1.432481928945587235e+00	1.272437844362364512e+00	1.044994132326726666e+00	8.801346463323576064e-01	8.096495876074238929e-01	7.068778413996437138e-01	5.436934342680845855e-01	4.255558048051847897e-01	3.939329673688842792e-01
1.252523857731024093e-01	8.110618025308025114e-01	3.123671599426708578e+00	7.195171030777869348e+00	1.003370025799587140e+01	8.851683835801086531e+00	5.876006412420331948e+00	4.372653483282302744e+00	4.023659184981685399e+00	3.381164725781719671e+00	2.583087573537811377e+00	2.260141523852440493e+00	2.230275070606576815e+00	2.109938091707355579e+00	1.881607427921331510e+00	1.649629863970025534e+00	1.442982350579038453e+00	1.257747689847707795e+00	1.088996951619622955e+00	9.203921122324584259e-01	7.629881285695720994e-01	6.474231724814937250e-01	5.651805388396931029e-01	5.070034174157190821e-01
1.534816977097206714e-01	9.481156976389852886e-01	3.465472052359902300e+00	7.520719573250381096e+00	9.758660777359187577e+00	7.856892585233570259e+00	4.877380011062026455e+00	4.071629861108227999e+00	4.330749206512822802e+00	3.749668149592699340e+00	2.776673663277020587e+00	2.368476516899485684e+00	2.284905744508090031e+00	2.006354424306727946e+00	1.617060537666502817e+00	1.382709384723439960e+00	1.270305468669594484e+00	1.127088457441400626e+00	9.575599587139429492e-01	8.296433758499774935e-01	7.291539275685050558e-01	6.284808221791419180e-01	5.394923522644954339e-01	4.713123650112109875e-01
1.515708774211057819e-01	9.531213255800247142e-01	3.533782876254178529e+00	7.751416360646741666e+00	1.013292776472776247e+01	8.182134555313275825e+00	4.990925973030958751e+00	3.948133763891621406e+00	4.079024918831603230e+00	3.520096647031311754e+00	2.660188912872545330e+00	2.407913747418622297e+00	2.421884701762960113e+00	2.151181736724757876e+00	1.765654325931926394e+00	1.518357288658340742e+00	1.324319851616456489e+00	1.102488751959813662e+00	9.254616769147728794e-01	8.176024677827689047e-01	7.336278592316086700e-01	6.661819173505763025e-01	6.189927835868355155e-01	5.662516556191384831e-01
1.468598089546054308e-01	9.288104218730127704e-01	3.470805877470018785e+00	7.693992310918521760e+00	1.019872701405972748e+01	8.351291165497581659e+00	5.011613058158168599e+00	3.654988043927337227e+00	3.618634168383449534e+00	3.126944477621258045e+00	2.424394973305891821e+00	2.275901555295837042e+00	2.302871109130967486e+00	2.022046283142026279e+00	1.670651865367788647e+00	1.500326426086352249e+00	1.383537695845536764e+00	1.204771768500791929e+00	1.020414000419545442e+00	8.867716779171271879e-01	7.728126597777591478e-01	6.556798843551336908e-01	5.661266466247554252e-01	5.244252047550086449e-01
1.100139474638052034e-01	7.503656975603277823e-01	3.043910318809095905e+00	7.361818366569567118e+00	1.070332094853397287e+01	9.749547734765746654e+00	6.723048236237726627e+00	5.405498924875677069e+00	5.300195475417943669e+00	4.602687831709320498e+00	3.523896607248071078e+00	2.875195945368078654e+00	2.600926956874798357e+00	2.267728822628098495e+00	1.835086709755496814e+00	1.513872238392121261e+00	1.327083265428269598e+00	1.179771488616078834e+00	1.041971958294433787e+00	9.097936602797747074e-01	7.670921174644594887e-01	6.149896118340710816e-01	4.697026066364050068e-01	3.519111279175003437e-01
1.382615071199799761e-01	8.822478032518500379e-01	3.337596746096856304e+00	7.515322841299962420e+00	1.016353156436546890e+01	8.620078120893147400e+00	5.684359801147748747e+00	4.719111820359248810e+00	4.710463487253643500e+00	3.839691515956270784e+00	2.661512755667239549e+00	2.213991488967973709e+00	2.264031406827260451e+00	2.152182333141270831e+00	1.846733039314059077e+00	1.576780206452184974e+00	1.340385557451850174e+00	1.122046165400270468e+00	9.643488384609234521e-01	8.607414025354234166e-01	7.914554710165235818e-01	7.273916730589257140e-01	6.295768052794546987e-01	5.016833764126901185e-01
1.176364066042106943e-01	7.824526355213665685e-01	3.084875106768729225e+00	7.238295756725283248e+00	1.019744588075990599e+01	8.957660356895861042e+00	5.879381555500968304e+00	4.592771486348695475e+00	4.582164405820589259e+00	3.893957320416113532e+00	2.686674078302125235e+00	2.034635353986899986e+00	1.899489352331451553e+00	1.688883056777888969e+00	1.362875625926219803e+00	1.182114306088522859e+00	1.119570943355929993e+00	1.004122900738941393e+00	8.386575181565988357e-01	6.846005866398805484e-01	5.463482887730193305e-01	4.483538692754545085e-01	4.192931076730834761e-01	4.247563462684189606e-01
1.099397443752506420e-01	7.382962646636432869e-01	2.963883643101389076e+00	7.144989388359010540e+00	1.048147667161491015e+01	9.874366923946835684e+00	7.282024197094116857e+00	6.048109322090476248e+00	5.724045047910654382e+00	4.834173036571459470e+00	3.768625857617273311e+00	3.220326933460839758e+00	2.908839212646801009e+00	2.495220033810293891e+00	2.097221973290961383e+00	1.814758161873894604e+00	1.565864172363826246e+00	1.306316680409761233e+00	1.055699001062900821e+00	8.467940244606225741e-01	7.025040657394550081e-01	5.848515858225388220e-01	4.460563836778230207e-01	2.996645188648389690e-01
1.281397868446439992e-01	8.373486784150747653e-01	3.243712866545966911e+00	7.484114690033461414e+00	1.039124499039546556e+01	9.035056672177478987e+00	5.856188948472611067e+00	4.375089003227046192e+00	4.189672536440343542e+00	3.686134484735387851e+00	2.998633600071613614e+00	2.729004009430263888e+00	2.578025634476751371e+00	2.213231178674143873e+00	1.834117124137914390e+00	1.624534106394015742e+00	1.493828336017505309e+00	1.293937464398446924e+00	1.027370095997697241e+00	8.221993825957734092e-01	7.172943270130398563e-01	6.220786244880842641e-01	4.935002412510500758e-01	3.943127670262300821e-01
1.025601701087685419e-01	7.052745857612041647e-01	2.879930559944170909e+00	7.013474296760764837e+00	1.032920350403182042e+01	9.788849568815038538e+00	7.493762550099544839e+00	6.531593919091636558e+00	5.936005730283371307e+00	4.484223364825311364e+00	3.179838063708032792e+00	2.772650546001153238e+00	2.634829505385519965e+00	2.240065920310883474e+00	1.871176326306093207e+00	1.693639774683714627e+00	1.473479990864340561e+00	1.142999637451767247e+00	8.764714913733940849e-01	7.436305548253937525e-01	6.542260849143709533e-01	5.546844513866633353e-01	4.531401006541457832e-01	3.524724310115212589e-01
