3.166439644757189364e-02	1.859480846316555747e+00	1.127971740609939033e+01	9.249834298430871016e+00	6.247055849914008085e+00	5.254819846598488553e+00	3.009805031089586524e+00	3.221862113342287337e+00	2.089134486111109634e+00	1.829446054619436657e+00
5.429526721828733388e-02	2.449437582834210314e+00	1.156820847645881756e+01	7.392276689966166714e+00	4.741284278779430039e+00	4.723114133204729725e+00	2.243456968165427501e+00	2.508451708781819445e+00	1.969044487864853199e+00	1.622779920495133199e+00
4.851845344716892994e-02	2.293851256237720460e+00	1.132150822392293499e+01	7.656325294480433641e+00	4.221452038684690322e+00	4.393362541223098106e+00	2.943459455177012352e+00	2.863986583004741071e+00	1.625254887998206277e+00	1.429251446033974471e+00
4.631288444960789813e-02	2.205017603464006992e+00	1.109919885310322130e+01	7.754476770213432957e+00	3.955454477107248845e+00	3.881887101169232857e+00	2.168402065469662077e+00	2.304990286480411932e+00	1.961071418553418377e+00	1.570878943188644739e+00
6.102889527818430165e-02	2.585066527327066765e+00	1.129688785286757380e+01	6.288233476496589702e+00	3.719610799173760807e+00	4.421286554354334264e+00	2.255029357790892863e+00	2.423106237602740354e+00	1.676848091716597988e+00	1.324386186214625560e+00
5.815921667995749972e-02	2.604370544190909076e+00	1.170749167128909107e+01	6.586862450757590359e+00	3.555146299286084943e+00	4.144569701093967495e+00	2.169315867198604586e+00	2.606851243542905650e+00	1.806499251731535693e+00	1.473834674129772759e+00
5.597861710074591990e-02	2.535195426111966022e+00	1.167629688316923264e+01	6.868397773295187747e+00	3.184793257516747023e+00	3.665093924315713458e+00	2.015180893593254030e+00	2.493112763935919407e+00	1.670495304764515687e+00	1.488468399627697725e+00
3.727729434233630068e-02	2.033538545077623549e+00	1.162720684872606469e+01	8.672587097846481186e+00	4.970539969839850691e+00	5.243809518297237737e+00	2.992015675715114398e+00	2.671398719620683426e+00	1.940303291736366509e+00	1.411531006633078400e+00
5.220348240233576437e-02	2.403364171854629916e+00	1.149059194909558812e+01	7.216283389414606120e+00	4.408760423249489691e+00	4.578210349074455898e+00	2.037064370114722855e+00	2.400108385767920627e+00	1.921231613606009470e+00	1.510067674360503043e+00
4.131478293970533566e-02	2.128638861897240275e+00	1.128051397042213111e+01	7.781338793443410395e+00	4.101976684749323532e+00	4.671475292634875487e+00	2.020743804640594998e+00	2.000129285524148592e+00	1.413760143634630984e+00	1.146743935920694124e+00
3.857927959625275655e-02	1.997653810562442178e+00	1.123703604957687041e+01	8.997823625173950290e+00	5.727179433151340149e+00	5.448851743559752769e+00	3.275886219325141901e+00	2.997755491921660465e+00	2.152702767033832565e+00	1.743147952767770681e+00
