2.204526474753867760e+00	8.546163994955900733e+00	5.867650961044939883e+00	3.273970750048593725e+00	2.024158918769150439e+00
2.448197370319828536e+00	7.845874183042240269e+00	4.797878715986950482e+00	2.634512153554508185e+00	1.788653939486150923e+00
2.360569530969531371e+00	7.765477148773858751e+00	4.608340366900296026e+00	2.928946276205088850e+00	1.638770452114036935e+00
2.299909396994840094e+00	7.670788629828357408e+00	4.232405241533937712e+00	2.421290995635610344e+00	1.765304520371476338e+00
2.455260528430991851e+00	7.228195493468086319e+00	4.177391103186018917e+00	2.519648603860344949e+00	1.573865535379521452e+00
2.516142242018060138e+00	7.465572966332493898e+00	4.047846561949219435e+00	2.537979606751943784e+00	1.689017481817646438e+00
2.488648623094072310e+00	7.496380845688944028e+00	3.753475182470853433e+00	2.359891363540882914e+00	1.646004626705932061e+00
2.307910759952895852e+00	8.321586530780894719e+00	5.325026859552071556e+00	3.028534046928265777e+00	1.746537828224431266e+00
2.418690969859128792e+00	7.704733979337522243e+00	4.574499801778107333e+00	2.491084763043431405e+00	1.719397073650493324e+00
2.292448896898664490e+00	7.764759064461570937e+00	4.555389213580975039e+00	2.284316675036861533e+00	1.341224637700106914e+00
2.250412963163670454e+00	8.390356633962527511e+00	5.748716446762717425e+00	3.317079238330053137e+00	2.002258385236491467e+00
2.386598208675381194e+00	7.867781652861401298e+00	4.393407265054154465e+00	2.762732251570876763e+00	1.798151033800073684e+00
2.197140713421717351e+00	8.365805092429832612e+00	5.812715909641185341e+00	2.936923177425929232e+00	1.820927494681879866e+00
2.265702051584066457e+00	8.152348274904239744e+00	5.199170362204994511e+00	3.042865314731345805e+00	1.639328470771066470e+00
2.221686944361798144e+00	8.171140927286154820e+00	4.696181880236493633e+00	2.331742903780944509e+00	1.572466077222413050e+00
2.317320621139793424e+00	7.729301256337616444e+00	4.183475170138917676e+00	2.150251569879910729e+00	1.150685514114391683e+00
2.250044743407426218e+00	8.295374007723232523e+00	5.781636312697926883e+00	3.114908959994853621e+00	1.856068493737924152e+00
2.378676285692260972e+00	7.718144376884283453e+00	4.575664975579718963e+00	2.556124069864319726e+00	1.581776561600276132e+00
