      Step     Time          Energy         fmax
BFGS:    0 10:40:00    -1007.734072       39.7037
BFGS:    1 10:40:00    -1019.931065       29.4232
BFGS:    2 10:40:01    -1027.576678       25.7493
BFGS:    3 10:40:01    -1033.259288       22.5347
BFGS:    4 10:40:01    -1038.393350       21.0554
BFGS:    5 10:40:01    -1042.509345       18.6455
BFGS:    6 10:40:01    -1045.892653       20.7544
BFGS:    7 10:40:01    -1049.215178       18.4721
BFGS:    8 10:40:01    -1052.821885       17.5132
BFGS:    9 10:40:01    -1056.239395       15.8999
BFGS:   10 10:40:01    -1058.935876       14.8546
BFGS:   11 10:40:01    -1061.291724       13.9481
BFGS:   12 10:40:01    -1063.389304       13.2253
BFGS:   13 10:40:02    -1065.292748       12.5171
BFGS:   14 10:40:02    -1067.069283       12.1204
BFGS:   15 10:40:02    -1068.710361       12.3334
BFGS:   16 10:40:02    -1070.278666       12.2021
BFGS:   17 10:40:02    -1071.782431       11.7947
BFGS:   18 10:40:02    -1073.259902       11.1596
BFGS:   19 10:40:02    -1074.695834       10.4134
BFGS:   20 10:40:02    -1076.102983        9.8873
BFGS:   21 10:40:02    -1077.467978        9.4987
BFGS:   22 10:40:02    -1078.790286        9.1513
BFGS:   23 10:40:02    -1080.080716        8.8739
BFGS:   24 10:40:02    -1081.297826        8.7836
BFGS:   25 10:40:02    -1082.388927        8.6712
BFGS:   26 10:40:02    -1083.405035        8.6507
BFGS:   27 10:40:03    -1084.354555        8.4223
BFGS:   28 10:40:03    -1085.265517        8.1161
BFGS:   29 10:40:03    -1086.138817        7.5598
BFGS:   30 10:40:03    -1086.982382        6.9950
BFGS:   31 10:40:03    -1087.788166        6.2560
BFGS:   32 10:40:03    -1088.554522        5.6573
BFGS:   33 10:40:03    -1089.256232        4.9128
BFGS:   34 10:40:03    -1089.881587        4.4246
BFGS:   35 10:40:03    -1090.434468        3.7901
BFGS:   36 10:40:03    -1090.928846        3.4568
BFGS:   37 10:40:03    -1091.370065        3.0697
BFGS:   38 10:40:03    -1091.756071        2.7052
BFGS:   39 10:40:04    -1092.093881        2.3129
BFGS:   40 10:40:04    -1092.373394        1.8879
BFGS:   41 10:40:04    -1092.600322        1.4883
BFGS:   42 10:40:04    -1092.765299        1.2815
BFGS:   43 10:40:04    -1092.868132        1.3461
BFGS:   44 10:40:04    -1092.915945        1.4896
BFGS:   45 10:40:04    -1092.934601        1.3670
BFGS:   46 10:40:04    -1092.967120        1.2033
BFGS:   47 10:40:04    -1092.997993        1.1506
BFGS:   48 10:40:04    -1093.021613        0.9802
BFGS:   49 10:40:05    -1093.045993        1.0529
BFGS:   50 10:40:05    -1093.074010        0.9503
BFGS:   51 10:40:05    -1093.100848        1.1264
BFGS:   52 10:40:05    -1093.131238        1.3085
BFGS:   53 10:40:05    -1093.175898        1.5873
BFGS:   54 10:40:05    -1093.223496        1.6490
BFGS:   55 10:40:05    -1093.281454        1.5509
BFGS:   56 10:40:05    -1093.362822        1.3737
BFGS:   57 10:40:05    -1093.451824        1.1553
BFGS:   58 10:40:05    -1093.495084        1.1474
BFGS:   59 10:40:05    -1093.528207        1.0361
BFGS:   60 10:40:06    -1093.546293        0.8778
BFGS:   61 10:40:06    -1093.559883        0.8553
BFGS:   62 10:40:06    -1093.570062        0.8447
BFGS:   63 10:40:06    -1093.581572        0.7854
BFGS:   64 10:40:06    -1093.594530        0.8905
BFGS:   65 10:40:06    -1093.610493        0.8720
BFGS:   66 10:40:06    -1093.628780        0.6549
BFGS:   67 10:40:06    -1093.645017        0.5569
BFGS:   68 10:40:06    -1093.655903        0.4924
BFGS:   69 10:40:06    -1093.664409        0.4846
BFGS:   70 10:40:06    -1093.673204        0.4528
BFGS:   71 10:40:06    -1093.682466        0.4268
BFGS:   72 10:40:06    -1093.691370        0.3916
BFGS:   73 10:40:06    -1093.697932        0.3041
BFGS:   74 10:40:07    -1093.701842        0.2585
BFGS:   75 10:40:07    -1093.704824        0.2248
BFGS:   76 10:40:07    -1093.707100        0.2185
BFGS:   77 10:40:07    -1093.708727        0.1891
BFGS:   78 10:40:07    -1093.710554        0.1453
BFGS:   79 10:40:07    -1093.712768        0.1578
BFGS:   80 10:40:07    -1093.714850        0.1271
BFGS:   81 10:40:07    -1093.716134        0.0958
