      Step     Time          Energy         fmax
BFGS:    0 11:09:04    -1053.609864       14.8867
BFGS:    1 11:09:04    -1056.180984        8.6335
BFGS:    2 11:09:04    -1058.246046        7.4222
BFGS:    3 11:09:04    -1059.703306        6.8545
BFGS:    4 11:09:04    -1060.953950        6.6193
BFGS:    5 11:09:04    -1062.145868        5.6289
BFGS:    6 11:09:04    -1063.363603        5.0805
BFGS:    7 11:09:04    -1064.363633        4.6491
BFGS:    8 11:09:04    -1065.269805        4.1990
BFGS:    9 11:09:04    -1066.117874        3.5988
BFGS:   10 11:09:04    -1066.951131        2.7967
BFGS:   11 11:09:04    -1067.791055        2.6942
BFGS:   12 11:09:04    -1068.616458        2.9411
BFGS:   13 11:09:04    -1069.409266        3.0872
BFGS:   14 11:09:05    -1070.130160        3.5797
BFGS:   15 11:09:05    -1070.777983        3.8746
BFGS:   16 11:09:05    -1071.396196        3.2617
BFGS:   17 11:09:05    -1071.956268        3.3624
BFGS:   18 11:09:05    -1072.411048        3.8162
BFGS:   19 11:09:05    -1072.822310        4.3063
BFGS:   20 11:09:05    -1073.217764        4.8547
BFGS:   21 11:09:05    -1073.627419        5.4369
BFGS:   22 11:09:05    -1074.061999        6.0501
BFGS:   23 11:09:05    -1074.487227        6.4970
BFGS:   24 11:09:05    -1074.899670        6.5574
BFGS:   25 11:09:05    -1075.292579        6.0764
BFGS:   26 11:09:05    -1075.673861        5.1595
BFGS:   27 11:09:05    -1076.072124        4.1672
BFGS:   28 11:09:05    -1076.495099        3.3383
BFGS:   29 11:09:05    -1076.838575        2.9858
BFGS:   30 11:09:05    -1077.120381        2.7253
BFGS:   31 11:09:05    -1077.339018        2.3370
BFGS:   32 11:09:05    -1077.544125        2.0011
BFGS:   33 11:09:05    -1077.707010        1.7700
BFGS:   34 11:09:05    -1077.857870        1.7052
BFGS:   35 11:09:05    -1078.008119        1.6188
BFGS:   36 11:09:05    -1078.157846        1.5103
BFGS:   37 11:09:05    -1078.308733        1.6383
BFGS:   38 11:09:05    -1078.454895        1.7943
BFGS:   39 11:09:05    -1078.595731        1.8993
BFGS:   40 11:09:05    -1078.729851        1.9428
BFGS:   41 11:09:05    -1078.857567        1.9193
BFGS:   42 11:09:05    -1078.976550        1.8012
BFGS:   43 11:09:05    -1079.094261        1.5149
BFGS:   44 11:09:05    -1079.209721        1.1636
BFGS:   45 11:09:05    -1079.313160        0.9344
BFGS:   46 11:09:06    -1079.387682        0.7566
BFGS:   47 11:09:06    -1079.455908        0.5698
BFGS:   48 11:09:06    -1079.510771        0.6454
BFGS:   49 11:09:06    -1079.580823        0.8116
BFGS:   50 11:09:06    -1079.639574        1.1352
BFGS:   51 11:09:06    -1079.697719        1.2690
BFGS:   52 11:09:06    -1079.774266        1.2209
BFGS:   53 11:09:06    -1079.829087        0.9699
BFGS:   54 11:09:06    -1079.862661        0.5829
BFGS:   55 11:09:06    -1079.884800        0.4061
BFGS:   56 11:09:06    -1079.898093        0.2814
BFGS:   57 11:09:06    -1079.907977        0.2650
BFGS:   58 11:09:06    -1079.915839        0.2288
BFGS:   59 11:09:06    -1079.922432        0.1871
BFGS:   60 11:09:06    -1079.926824        0.1847
BFGS:   61 11:09:06    -1079.931931        0.1953
BFGS:   62 11:09:06    -1079.940467        0.2575
BFGS:   63 11:09:06    -1079.952351        0.3861
BFGS:   64 11:09:06    -1079.964146        0.5036
BFGS:   65 11:09:06    -1079.975320        0.6084
BFGS:   66 11:09:06    -1079.986338        0.7274
BFGS:   67 11:09:06    -1079.999512        0.8452
BFGS:   68 11:09:06    -1080.014093        1.0024
BFGS:   69 11:09:06    -1080.031142        1.0911
BFGS:   70 11:09:06    -1080.049006        1.1567
BFGS:   71 11:09:06    -1080.065592        1.2234
BFGS:   72 11:09:06    -1080.087551        1.1987
BFGS:   73 11:09:06    -1080.109118        1.1289
BFGS:   74 11:09:06    -1080.144188        0.9795
BFGS:   75 11:09:06    -1080.187499        1.0454
BFGS:   76 11:09:06    -1080.234183        1.0955
BFGS:   77 11:09:06    -1080.277612        1.1425
BFGS:   78 11:09:06    -1080.321401        1.1793
BFGS:   79 11:09:06    -1080.362371        1.2014
BFGS:   80 11:09:07    -1080.406678        1.0934
BFGS:   81 11:09:07    -1080.446760        1.0055
BFGS:   82 11:09:07    -1080.493336        1.3809
BFGS:   83 11:09:07    -1080.530868        0.9608
BFGS:   84 11:09:07    -1080.587028        0.5909
BFGS:   85 11:09:07    -1080.639540        0.6098
BFGS:   86 11:09:07    -1080.681411        0.7049
BFGS:   87 11:09:07    -1080.713413        0.6570
BFGS:   88 11:09:07    -1080.752201        0.7762
BFGS:   89 11:09:07    -1080.788477        0.9234
BFGS:   90 11:09:07    -1080.830648        0.9461
BFGS:   91 11:09:07    -1080.866468        0.9303
BFGS:   92 11:09:07    -1080.904044        0.8431
BFGS:   93 11:09:07    -1080.939401        0.7292
BFGS:   94 11:09:07    -1080.977493        0.6872
BFGS:   95 11:09:07    -1081.013579        0.6099
BFGS:   96 11:09:07    -1081.050263        0.6491
BFGS:   97 11:09:07    -1081.079592        0.5744
BFGS:   98 11:09:07    -1081.099201        0.4396
BFGS:   99 11:09:07    -1081.116856        0.3287
BFGS:  100 11:09:07    -1081.127907        0.2190
BFGS:  101 11:09:07    -1081.134108        0.1720
BFGS:  102 11:09:07    -1081.137059        0.1231
BFGS:  103 11:09:07    -1081.138476        0.0943
