9.400000000000000000e+01	2.920000000000000000e+02	-1.134148165665254453e+02	-1.134148165665254453e+02	1.533379964542388916e+04	1.251691566514968872e+04	2.810852828979492188e+03	0.000000000000000000e+00
1.830000000000000000e+02	3.720000000000000000e+02	-1.134454064877867125e+02	-1.134454064877867125e+02	1.464578910708427429e+04	1.194173176193237305e+04	2.698422159433364868e+03	0.000000000000000000e+00
nan	nan	nan	-1.107769279112652185e+02	1.459763084435462952e+04	1.173435729598999023e+04	2.856925314664840698e+03	0.000000000000000000e+00
4.700000000000000000e+01	2.650000000000000000e+02	-1.134459949875734139e+02	-1.134459949875734139e+02	1.487721671056747437e+04	1.203000706458091736e+04	2.839552666425704956e+03	0.000000000000000000e+00
1.800000000000000000e+01	2.200000000000000000e+02	-1.134130165922311306e+02	-1.134130165922311306e+02	1.455632294964790344e+04	1.182744540476799011e+04	2.723074397087097168e+03	0.000000000000000000e+00
nan	nan	nan	-1.107766050870970815e+02	1.450806256604194641e+04	1.158867865872383118e+04	2.912461302995681763e+03	0.000000000000000000e+00
2.950000000000000000e+02	5.580000000000000000e+02	-1.134294008519681825e+02	-1.134294008519681825e+02	1.506535335636138916e+04	1.225818998694419861e+04	2.800653290987014771e+03	0.000000000000000000e+00
3.420000000000000000e+02	6.030000000000000000e+02	-1.134378868065091552e+02	-1.134378868065091552e+02	1.466725955629348755e+04	1.170779548478126526e+04	2.952804694890975952e+03	0.000000000000000000e+00
2.850000000000000000e+02	5.090000000000000000e+02	-1.134471401593483506e+02	-1.134471401593483506e+02	1.456622123360633850e+04	1.176218937397003174e+04	2.797921626091003418e+03	0.000000000000000000e+00
4.700000000000000000e+01	3.130000000000000000e+02	-1.134335925867002288e+02	-1.134335925867002288e+02	1.486493276810646057e+04	1.196767537760734558e+04	2.890603450298309326e+03	0.000000000000000000e+00
1.000000000000000000e+01	2.320000000000000000e+02	-1.134252240011323494e+02	-1.134252240011323494e+02	1.440382526135444641e+04	1.156792213225364685e+04	2.829786441564559937e+03	0.000000000000000000e+00
nan	nan	nan	-1.107773819079415745e+02	1.495427953982353210e+04	1.213894001793861389e+04	2.809242980718612671e+03	0.000000000000000000e+00
