nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
3.600000000000000000e+01	4.276000000000000000e+03	-1.134472655679094402e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.020000000000000000e+02	1.167100000000000000e+04	-1.134472655679089996e+02
nan	nan	nan
6.000000000000000000e+01	7.346000000000000000e+03	-1.134472655679097812e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.840000000000000000e+02	2.121200000000000000e+04	-1.134472655679084312e+02
3.700000000000000000e+01	4.213000000000000000e+03	-1.134472655679094686e+02
nan	nan	nan
1.490000000000000000e+02	1.755700000000000000e+04	-1.134472655679096107e+02
nan	nan	nan
1.620000000000000000e+02	1.884600000000000000e+04	-1.134472655679091133e+02
8.500000000000000000e+01	9.748000000000000000e+03	-1.134472655679093691e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
2.200000000000000000e+01	2.597000000000000000e+03	-1.134472655679089428e+02
nan	nan	nan
nan	nan	nan
3.000000000000000000e+01	3.535000000000000000e+03	-1.134472655679096391e+02
nan	nan	nan
1.570000000000000000e+02	1.790700000000000000e+04	-1.134472655679091275e+02
1.240000000000000000e+02	1.366700000000000000e+04	-1.134472655679095112e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.550000000000000000e+02	1.783500000000000000e+04	-1.134472655679090565e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
8.900000000000000000e+01	1.054000000000000000e+04	-1.134472655679096817e+02
nan	nan	nan
5.200000000000000000e+01	6.105000000000000000e+03	-1.134472655679095254e+02
nan	nan	nan
1.140000000000000000e+02	1.317400000000000000e+04	-1.134472655679081470e+02
nan	nan	nan
nan	nan	nan
2.100000000000000000e+01	2.461000000000000000e+03	-1.134472655679092554e+02
1.280000000000000000e+02	1.481100000000000000e+04	-1.134472655679094260e+02
7.400000000000000000e+01	8.483000000000000000e+03	-1.134472655679092128e+02
nan	nan	nan
6.600000000000000000e+01	7.669000000000000000e+03	-1.134472655679095396e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.660000000000000000e+02	1.962600000000000000e+04	-1.134472655679089002e+02
1.420000000000000000e+02	1.667800000000000000e+04	-1.134472655679096675e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.420000000000000000e+02	1.687900000000000000e+04	-1.134472655679084596e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
4.800000000000000000e+01	5.841000000000000000e+03	-1.134472655679088149e+02
nan	nan	nan
6.400000000000000000e+01	7.371000000000000000e+03	-1.134472655679089712e+02
nan	nan	nan
1.280000000000000000e+02	1.481500000000000000e+04	-1.134472655679084738e+02
2.600000000000000000e+01	3.137000000000000000e+03	-1.134472655679093123e+02
nan	nan	nan
nan	nan	nan
1.910000000000000000e+02	2.230600000000000000e+04	-1.134472655679096533e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
3.900000000000000000e+01	4.425000000000000000e+03	-1.134472655679095823e+02
nan	nan	nan
1.410000000000000000e+02	1.637500000000000000e+04	-1.134472655679095112e+02
nan	nan	nan
6.700000000000000000e+01	8.207000000000000000e+03	-1.134472655679093975e+02
4.700000000000000000e+01	5.784000000000000000e+03	-1.134472655679082891e+02
1.320000000000000000e+02	1.537600000000000000e+04	-1.134472655679084596e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.070000000000000000e+02	1.202700000000000000e+04	-1.134472655679095681e+02
nan	nan	nan
1.440000000000000000e+02	1.640600000000000000e+04	-1.134472655679092696e+02
nan	nan	nan
5.700000000000000000e+01	6.550000000000000000e+03	-1.134472655679091417e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
3.100000000000000000e+01	3.629000000000000000e+03	-1.134472655679097528e+02
1.280000000000000000e+02	1.528000000000000000e+04	-1.134472655679090565e+02
4.000000000000000000e+00	6.020000000000000000e+02	-1.134472655679095965e+02
4.800000000000000000e+01	5.570000000000000000e+03	-1.134472655679091844e+02
nan	nan	nan
4.100000000000000000e+01	4.888000000000000000e+03	-1.134472655679078770e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.350000000000000000e+02	1.570500000000000000e+04	-1.134472655679096817e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
5.600000000000000000e+01	6.543000000000000000e+03	-1.134472655679098096e+02
nan	nan	nan
1.850000000000000000e+02	2.173100000000000000e+04	-1.134472655679093265e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.970000000000000000e+02	2.311800000000000000e+04	-1.134472655679086444e+02
nan	nan	nan
3.400000000000000000e+01	3.953000000000000000e+03	-1.134472655679095823e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.540000000000000000e+02	1.804100000000000000e+04	-1.134472655679094260e+02
nan	nan	nan
nan	nan	nan
6.500000000000000000e+01	7.525000000000000000e+03	-1.134472655679089286e+02
nan	nan	nan
nan	nan	nan
nan	nan	nan
1.080000000000000000e+02	1.303500000000000000e+04	-1.134472655679097102e+02
nan	nan	nan
1.480000000000000000e+02	1.734300000000000000e+04	-1.134472655679088433e+02
