nan	nan	nan	2.164948759698867798e+04	9.188418049097061157e+03	1.245155665183067322e+04
nan	nan	nan	2.294709131503105164e+04	1.066731743121147156e+04	1.227119030642509460e+04
nan	nan	nan	2.948602200913429260e+04	1.730434092450141907e+04	1.217277650904655457e+04
5.900000000000000000e+01	2.530000000000000000e+02	-1.134426322709843902e+02	2.587929574036598206e+04	1.339922572660446167e+04	1.247007416081428528e+04
6.800000000000000000e+01	1.610000000000000000e+02	-1.134465444004843846e+02	2.202609150028228760e+04	9.893868625640869141e+03	1.212360848236083984e+04
3.400000000000000000e+01	1.330000000000000000e+02	-1.134356292789529732e+02	2.504215679359436035e+04	1.316959275674819946e+04	1.186465105843544006e+04
nan	nan	nan	2.379730740618705750e+04	1.109887807083129883e+04	1.268759859871864319e+04
nan	nan	nan	2.148898325777053833e+04	9.542238227367401123e+03	1.193794659852981567e+04
nan	nan	nan	2.446991529226303101e+04	1.222726644515991211e+04	1.223330800223350525e+04
nan	nan	nan	2.146611828899383545e+04	8.889843299388885498e+03	1.256594256043434143e+04
nan	nan	nan	3.107630662727355957e+04	1.870228533363342285e+04	1.236473297476768494e+04
nan	nan	nan	2.106986414813995361e+04	8.572408249378204346e+03	1.248744746732711792e+04
nan	nan	nan	2.081542528867721558e+04	8.353602892160415649e+03	1.245256229972839355e+04
nan	nan	nan	2.842581751155853271e+04	1.606942347145080566e+04	1.234695947527885437e+04
nan	nan	nan	2.167326773405075073e+04	9.390333968162536621e+03	1.227366333079338074e+04
nan	nan	nan	2.719695558881759644e+04	1.475849352741241455e+04	1.242811470770835876e+04
nan	nan	nan	2.502886868429183960e+04	1.278758935618400574e+04	1.223203186893463135e+04
nan	nan	nan	2.729592836380004883e+04	1.477200721883773804e+04	1.251416744232177734e+04
nan	nan	nan	3.006935314202308655e+04	1.761667958974838257e+04	1.244273763561248779e+04
nan	nan	nan	2.026272708344459534e+04	7.943396932601928711e+03	1.231027934765815735e+04
nan	nan	nan	2.232980447340011597e+04	9.745363854408264160e+03	1.257431014418601990e+04
nan	nan	nan	2.653092057585716248e+04	1.389789940357208252e+04	1.262258856511116028e+04
nan	nan	nan	2.606235192871093750e+04	1.354571432232856750e+04	1.250733210968971252e+04
nan	nan	nan	2.671354951882362366e+04	1.421354487395286560e+04	1.248929682064056396e+04
nan	nan	nan	2.383570437383651733e+04	1.193886382746696472e+04	1.188821656131744385e+04
nan	nan	nan	2.316829967141151428e+04	1.046093746662139893e+04	1.269756931781768799e+04
nan	nan	nan	2.370064158773422241e+04	1.155612613987922668e+04	1.213585925388336182e+04
nan	nan	nan	2.844120551967620850e+04	1.600427304172515869e+04	1.242706680393218994e+04
nan	nan	nan	2.228347851490974426e+04	1.010496310830116272e+04	1.216991903281211853e+04
nan	nan	nan	2.025528898501396179e+04	7.693787765264511108e+03	1.255166953587532043e+04
nan	nan	nan	2.855559600567817688e+04	1.574121707963943481e+04	1.280425780773162842e+04
nan	nan	nan	2.290484305500984192e+04	1.070567584133148193e+04	1.218969270610809326e+04
nan	nan	nan	2.269371251416206360e+04	1.001965868878364563e+04	1.266249404692649841e+04
1.090000000000000000e+02	1.930000000000000000e+02	-1.134460470869817073e+02	2.566475951218605042e+04	1.348822131633758545e+04	1.216759836006164551e+04
nan	nan	nan	2.332969636321067810e+04	1.067080473542213440e+04	1.264798704910278320e+04
nan	nan	nan	2.553030847215652466e+04	1.281733374619483948e+04	1.270372527241706848e+04
nan	nan	nan	2.488400368928909302e+04	1.236222758841514587e+04	1.251170179772377014e+04
nan	nan	nan	2.273445693516731262e+04	1.058677055907249451e+04	1.213927915692329407e+04
nan	nan	nan	2.143189029812812805e+04	8.875671854257583618e+03	1.254638445663452148e+04
3.700000000000000000e+01	2.120000000000000000e+02	-1.134366567670145116e+02	2.413828139019012451e+04	1.168522546029090881e+04	1.244351235485076904e+04
nan	nan	nan	2.274957776713371277e+04	1.045632779216766357e+04	1.228420249509811401e+04
nan	nan	nan	2.374755954265594482e+04	1.190704002666473389e+04	1.183257193160057068e+04
nan	nan	nan	2.091311709666252136e+04	8.541557782888412476e+03	1.236191362690925598e+04
5.800000000000000000e+01	2.280000000000000000e+02	-1.134419046987857769e+02	2.535276997494697571e+04	1.289210232281684875e+04	1.245096851086616516e+04
nan	nan	nan	2.909358272671699524e+04	1.663606164145469666e+04	1.244782329440116882e+04
nan	nan	nan	2.318359360098838806e+04	1.145085902237892151e+04	1.172434156608581543e+04
nan	nan	nan	2.154501679015159607e+04	8.833181637287139893e+03	1.270160748934745789e+04
nan	nan	nan	2.199089796137809753e+04	9.617713567256927490e+03	1.236401049232482910e+04
nan	nan	nan	2.841601809954643250e+04	1.602584295701980591e+04	1.238087120938301086e+04
nan	nan	nan	2.514371989393234253e+04	1.344437586545944214e+04	1.169059180116653442e+04
nan	nan	nan	2.146716957068443298e+04	9.618489693880081177e+03	1.184089592361450195e+04
nan	nan	nan	2.059698740005493164e+04	8.889517124176025391e+03	1.169964367842674255e+04
1.000000000000000000e+00	2.920000000000000000e+02	-1.134472655679084738e+02	2.684174135565757751e+04	1.435239377832412720e+04	1.247878844261169434e+04
nan	nan	nan	2.280308090639114380e+04	1.009651478648185730e+04	1.269652284717559814e+04
nan	nan	nan	2.163896376419067383e+04	8.981122795581817627e+03	1.264748779273033142e+04
nan	nan	nan	2.106942987322807312e+04	8.621436887502670288e+03	1.243797844600677490e+04
nan	nan	nan	2.224936795020103455e+04	9.924771767854690552e+03	1.231546837902069092e+04
nan	nan	nan	2.455360361266136169e+04	1.211087226414680481e+04	1.243343053889274597e+04
nan	nan	nan	2.506806200432777405e+04	1.265487418389320374e+04	1.240384394693374634e+04
3.100000000000000000e+01	1.340000000000000000e+02	-1.134274280298172357e+02	2.164550666832923889e+04	9.849313672542572021e+03	1.178836943817138672e+04
nan	nan	nan	2.332600640106201172e+04	1.091647276163101196e+04	1.240035803604125977e+04
nan	nan	nan	2.311690052008628845e+04	1.072023373579978943e+04	1.238731603240966797e+04
nan	nan	nan	2.515340756130218506e+04	1.241485984706878662e+04	1.272851508283615112e+04
1.400000000000000000e+02	2.030000000000000000e+02	-1.134463660029869772e+02	2.763913626241683960e+04	1.510345939135551453e+04	1.252662807750701904e+04
nan	nan	nan	2.108504236221313477e+04	8.051162014722824097e+03	1.302343132686614990e+04
nan	nan	nan	2.651459362220764160e+04	1.421673331594467163e+04	1.228770817947387695e+04
nan	nan	nan	2.358374441480636597e+04	1.170323098421096802e+04	1.187248084449768066e+04
nan	nan	nan	2.843859148168563843e+04	1.631108981752395630e+04	1.211964033675193787e+04
nan	nan	nan	3.095934997773170471e+04	1.845031070303916931e+04	1.249952836990356445e+04
nan	nan	nan	2.103765844845771790e+04	8.776485976696014404e+03	1.225171121001243591e+04
nan	nan	nan	2.624787374973297119e+04	1.339725969552993774e+04	1.284012930846214294e+04
nan	nan	nan	2.649105490326881409e+04	1.479566260528564453e+04	1.168769321632385254e+04
nan	nan	nan	2.686829934716224670e+04	1.415895243096351624e+04	1.269915070748329163e+04
1.500000000000000000e+01	2.270000000000000000e+02	-1.134471216831509679e+02	2.552877142643928528e+04	1.294511810326576233e+04	1.257373225641250610e+04
nan	nan	nan	2.137911166143417358e+04	9.217156140089035034e+03	1.215265588879585266e+04
nan	nan	nan	2.757766197872161865e+04	1.517498355913162231e+04	1.239279119467735291e+04
nan	nan	nan	2.176983668494224548e+04	9.047810165882110596e+03	1.271173038744926453e+04
2.800000000000000000e+01	2.410000000000000000e+02	-1.134360547016581933e+02	2.341298364543914795e+04	1.085450344038009644e+04	1.254834626746177673e+04
nan	nan	nan	2.843747550845146179e+04	1.639529675054550171e+04	1.203398133850097656e+04
nan	nan	nan	2.967845100259780884e+04	1.710863658046722412e+04	1.255998214244842529e+04
