      Step     Time          Energy         fmax
BFGS:    0 17:37:44     -564.287552       22.1112
BFGS:    1 17:37:44     -566.230101       12.9069
BFGS:    2 17:37:44     -567.743169       10.9470
BFGS:    3 17:37:45     -569.034423        8.9463
BFGS:    4 17:37:45     -570.173023        7.5664
BFGS:    5 17:37:45     -571.070504        6.0542
BFGS:    6 17:37:45     -571.787835        5.3625
BFGS:    7 17:37:45     -572.405493        4.5099
BFGS:    8 17:37:45     -572.981787        3.4693
BFGS:    9 17:37:46     -573.520628        2.4734
BFGS:   10 17:37:46     -574.014041        2.5586
BFGS:   11 17:37:46     -574.475378        2.7136
BFGS:   12 17:37:46     -574.944487        3.1952
BFGS:   13 17:37:46     -575.388582        4.6139
BFGS:   14 17:37:46     -575.740502        5.8145
BFGS:   15 17:37:46     -576.052500        6.6408
BFGS:   16 17:37:47     -576.360655        7.2599
BFGS:   17 17:37:47     -576.669565        7.9051
BFGS:   18 17:37:47     -577.048458        7.8800
BFGS:   19 17:37:47     -577.468279        7.5021
BFGS:   20 17:37:47     -577.904319        7.3979
BFGS:   21 17:37:47     -578.345828        7.1758
BFGS:   22 17:37:48     -578.777508        6.2940
BFGS:   23 17:37:48     -579.241086        6.3521
BFGS:   24 17:37:48     -579.685803        6.3923
BFGS:   25 17:37:48     -580.112196        6.4025
BFGS:   26 17:37:48     -580.514021        6.4861
BFGS:   27 17:37:48     -580.890971        6.5968
BFGS:   28 17:37:49     -581.247175        6.7288
BFGS:   29 17:37:49     -581.587610        6.7994
BFGS:   30 17:37:49     -581.916454        6.8309
BFGS:   31 17:37:49     -582.236964        6.8042
BFGS:   32 17:37:49     -582.551253        6.7527
BFGS:   33 17:37:49     -582.860827        6.6644
BFGS:   34 17:37:50     -583.166658        6.5600
BFGS:   35 17:37:50     -583.469487        6.4269
BFGS:   36 17:37:50     -583.769630        6.2755
BFGS:   37 17:37:50     -584.067298        6.0971
BFGS:   38 17:37:50     -584.362386        5.9479
BFGS:   39 17:37:50     -584.654951        5.8841
BFGS:   40 17:37:51     -584.945004        5.7174
BFGS:   41 17:37:51     -585.565300        9.8195
BFGS:   42 17:37:51     -586.153423        9.6164
BFGS:   43 17:37:51     -586.765652        9.1867
BFGS:   44 17:37:51     -587.320753        8.3224
BFGS:   45 17:37:51     -587.829989        6.9353
BFGS:   46 17:37:52     -588.180728        5.7653
BFGS:   47 17:37:52     -588.508683        4.4922
BFGS:   48 17:37:52     -588.801432        3.5228
BFGS:   49 17:37:52     -589.075052        2.9014
BFGS:   50 17:37:52     -589.319671        2.8221
BFGS:   51 17:37:52     -589.486257        2.8946
BFGS:   52 17:37:53     -589.614524        2.5366
BFGS:   53 17:37:53     -589.722102        1.6607
BFGS:   54 17:37:53     -589.792151        1.0293
BFGS:   55 17:37:53     -589.815789        0.5769
BFGS:   56 17:37:53     -589.832662        0.6037
BFGS:   57 17:37:53     -589.843852        0.5805
BFGS:   58 17:37:54     -589.858314        0.6109
BFGS:   59 17:37:54     -589.867554        0.3991
BFGS:   60 17:37:54     -589.872100        0.4072
BFGS:   61 17:37:54     -589.875382        0.4200
BFGS:   62 17:37:54     -589.877844        0.4080
BFGS:   63 17:37:54     -589.879401        0.3444
BFGS:   64 17:37:55     -589.880380        0.3170
BFGS:   65 17:37:55     -589.881071        0.3199
BFGS:   66 17:37:55     -589.881783        0.3001
BFGS:   67 17:37:55     -589.882719        0.3215
BFGS:   68 17:37:55     -589.884242        0.3509
BFGS:   69 17:37:55     -589.886425        0.3681
BFGS:   70 17:37:56     -589.888945        0.3513
BFGS:   71 17:37:56     -589.891111        0.2911
BFGS:   72 17:37:56     -589.892727        0.2314
BFGS:   73 17:37:56     -589.894086        0.1798
BFGS:   74 17:37:56     -589.895325        0.1513
BFGS:   75 17:37:56     -589.896350        0.1501
BFGS:   76 17:37:57     -589.897247        0.1927
BFGS:   77 17:37:57     -589.898232        0.2004
BFGS:   78 17:37:57     -589.899269        0.1566
BFGS:   79 17:37:57     -589.899980        0.1039
BFGS:   80 17:37:57     -589.900263        0.0962
