      Step     Time          Energy         fmax
BFGS:    0 17:37:58     -557.184770       39.8876
BFGS:    1 17:37:58     -561.923670       26.7750
BFGS:    2 17:37:58     -564.749107       22.4672
BFGS:    3 17:37:58     -566.956049       17.3747
BFGS:    4 17:37:58     -568.737036       15.6609
BFGS:    5 17:37:59     -570.370879       14.2276
BFGS:    6 17:37:59     -571.930146       13.0213
BFGS:    7 17:37:59     -573.416274       12.0167
BFGS:    8 17:37:59     -574.824379       10.9788
BFGS:    9 17:37:59     -576.159162       10.0253
BFGS:   10 17:37:59     -577.423922        9.0678
BFGS:   11 17:38:00     -578.620677        8.1692
BFGS:   12 17:38:00     -579.753538        7.2701
BFGS:   13 17:38:00     -580.861742        6.3646
BFGS:   14 17:38:00     -581.782323        5.5355
BFGS:   15 17:38:00     -582.520048        5.2456
BFGS:   16 17:38:00     -583.129379        5.3329
BFGS:   17 17:38:01     -583.638763        5.2347
BFGS:   18 17:38:01     -584.063978        4.7463
BFGS:   19 17:38:01     -584.422363        3.8674
BFGS:   20 17:38:01     -584.736819        2.9197
BFGS:   21 17:38:01     -585.019791        2.1658
BFGS:   22 17:38:01     -585.268084        2.1178
BFGS:   23 17:38:02     -585.470296        6.4566
BFGS:   24 17:38:02     -585.666131        6.3969
BFGS:   25 17:38:02     -585.809090        6.3207
BFGS:   26 17:38:02     -585.901716        6.1846
BFGS:   27 17:38:02     -585.993749        5.6907
BFGS:   28 17:38:02     -586.133525        3.4738
BFGS:   29 17:38:03     -586.264276        2.6106
BFGS:   30 17:38:03     -586.383578        2.8343
BFGS:   31 17:38:03     -586.522577        2.5894
BFGS:   32 17:38:03     -586.667144        2.5346
BFGS:   33 17:38:03     -586.789629        2.5104
BFGS:   34 17:38:03     -586.879246        2.5865
BFGS:   35 17:38:04     -586.965085        2.4487
BFGS:   36 17:38:04     -587.055669        2.4224
BFGS:   37 17:38:04     -587.151345        2.2775
BFGS:   38 17:38:04     -587.242778        2.1593
BFGS:   39 17:38:04     -587.320402        2.0127
BFGS:   40 17:38:04     -587.383442        1.8700
BFGS:   41 17:38:05     -587.433005        1.7236
BFGS:   42 17:38:05     -587.471691        1.5794
BFGS:   43 17:38:05     -587.504783        1.7621
BFGS:   44 17:38:05     -587.535865        1.8186
BFGS:   45 17:38:05     -587.566945        1.7637
BFGS:   46 17:38:05     -587.597943        1.6585
BFGS:   47 17:38:06     -587.628556        1.4876
BFGS:   48 17:38:06     -587.657425        1.2508
BFGS:   49 17:38:06     -587.683628        0.9676
BFGS:   50 17:38:06     -587.705183        0.9671
BFGS:   51 17:38:06     -587.721439        0.9599
BFGS:   52 17:38:06     -587.729525        0.9746
BFGS:   53 17:38:07     -587.734649        0.9219
BFGS:   54 17:38:07     -587.739823        0.9110
BFGS:   55 17:38:07     -587.743921        0.8123
BFGS:   56 17:38:07     -587.746908        0.7093
BFGS:   57 17:38:07     -587.749139        0.6186
BFGS:   58 17:38:07     -587.752040        0.4927
BFGS:   59 17:38:08     -587.755517        0.4388
BFGS:   60 17:38:08     -587.759588        0.3822
BFGS:   61 17:38:08     -587.763673        0.3393
BFGS:   62 17:38:08     -587.766861        0.2979
BFGS:   63 17:38:08     -587.769195        0.2741
BFGS:   64 17:38:08     -587.771306        0.2512
BFGS:   65 17:38:09     -587.773860        0.2238
BFGS:   66 17:38:09     -587.777045        0.2825
BFGS:   67 17:38:09     -587.780986        0.3274
BFGS:   68 17:38:09     -587.786747        0.3891
BFGS:   69 17:38:09     -587.793301        0.5804
BFGS:   70 17:38:09     -587.800511        1.8036
BFGS:   71 17:38:10     -587.841888        2.0595
BFGS:   72 17:38:10     -587.918803        1.4725
BFGS:   73 17:38:10     -587.973705        1.6062
BFGS:   74 17:38:10     -588.084982        1.9818
BFGS:   75 17:38:10     -588.192375        2.5992
BFGS:   76 17:38:10     -588.293604        2.7334
BFGS:   77 17:38:11     -588.376679        2.3945
BFGS:   78 17:38:11     -588.432808        1.7079
BFGS:   79 17:38:11     -588.467690        1.1823
BFGS:   80 17:38:11     -588.509455        0.5841
BFGS:   81 17:38:11     -588.526309        0.7667
BFGS:   82 17:38:11     -588.530557        0.5845
BFGS:   83 17:38:12     -588.538366        0.3954
BFGS:   84 17:38:12     -588.540496        0.3720
BFGS:   85 17:38:12     -588.543723        0.4334
BFGS:   86 17:38:12     -588.545715        0.4406
BFGS:   87 17:38:12     -588.547669        0.3268
BFGS:   88 17:38:12     -588.549785        0.3211
BFGS:   89 17:38:13     -588.552727        0.2718
BFGS:   90 17:38:13     -588.556682        0.2757
BFGS:   91 17:38:13     -588.560173        0.2392
BFGS:   92 17:38:13     -588.562290        0.1701
BFGS:   93 17:38:13     -588.563771        0.1365
BFGS:   94 17:38:13     -588.564696        0.1167
BFGS:   95 17:38:14     -588.565203        0.0673
