      Step     Time          Energy         fmax
BFGS:    0 23:17:30     -487.061850       59.1448
BFGS:    1 23:17:35     -496.327809       60.9192
BFGS:    2 23:17:39     -503.749796       56.0337
BFGS:    3 23:17:44     -510.606010       52.5955
BFGS:    4 23:17:49     -516.834035       46.6053
BFGS:    5 23:17:54     -522.168856       46.1259
BFGS:    6 23:17:59     -527.350885       44.3163
BFGS:    7 23:18:04     -530.849281       43.0244
BFGS:    8 23:18:09     -533.911426       44.4254
BFGS:    9 23:18:14     -537.087870       45.1026
BFGS:   10 23:18:19     -539.745800       45.2555
BFGS:   11 23:18:24     -542.367660       44.7069
BFGS:   12 23:18:30     -544.846208       44.1732
BFGS:   13 23:18:35     -547.339990       42.8315
BFGS:   14 23:18:40     -549.693405       41.5652
BFGS:   15 23:18:45     -551.867020       39.4800
BFGS:   16 23:18:51     -553.851684       37.1364
BFGS:   17 23:18:56     -555.601670       34.9323
BFGS:   18 23:19:01     -557.260774       30.5236
BFGS:   19 23:19:07     -558.867034       27.6281
BFGS:   20 23:19:12     -559.884036       21.3010
BFGS:   21 23:19:17     -560.707748       21.1355
BFGS:   22 23:19:23     -561.434036       21.2464
BFGS:   23 23:19:28     -562.171108       21.1500
BFGS:   24 23:19:33     -563.129550       19.7573
BFGS:   25 23:19:39     -564.214306       18.4295
BFGS:   26 23:19:44     -565.629257       12.5164
BFGS:   27 23:19:49     -566.340621       11.3094
BFGS:   28 23:19:55     -567.390521       10.2604
BFGS:   29 23:20:00     -567.808396        9.9142
BFGS:   30 23:20:05     -568.288060        8.8611
BFGS:   31 23:20:11     -568.863582        7.7825
BFGS:   32 23:20:16     -569.428009        7.3865
BFGS:   33 23:20:22     -570.055148        7.3829
BFGS:   34 23:20:27     -570.412527        7.8443
BFGS:   35 23:20:32     -570.896704        7.6639
BFGS:   36 23:20:37     -571.177241        7.5924
BFGS:   37 23:20:42     -571.500782        7.4690
BFGS:   38 23:20:48     -571.737551        6.6325
BFGS:   39 23:20:53     -571.737070        4.4924
BFGS:   40 23:20:58     -571.604447        2.6427
BFGS:   41 23:21:03     -571.743023        2.9361
BFGS:   42 23:21:08     -571.856814        2.2437
BFGS:   43 23:21:14     -571.996241        2.1920
BFGS:   44 23:21:19     -572.045194        2.0968
BFGS:   45 23:21:24     -572.247361        1.4400
BFGS:   46 23:21:29     -572.315456        1.0654
BFGS:   47 23:21:34     -572.432142        1.4018
BFGS:   48 23:21:39     -572.400394        1.1844
BFGS:   49 23:21:45     -572.363041        1.0367
BFGS:   50 23:21:50     -572.348243        0.9125
BFGS:   51 23:21:55     -572.345350        0.7275
BFGS:   52 23:22:00     -572.368479        0.6261
BFGS:   53 23:22:05     -572.393210        0.5127
BFGS:   54 23:22:11     -572.406617        0.4479
BFGS:   55 23:22:16     -572.405507        0.3739
BFGS:   56 23:22:21     -572.394150        0.3305
BFGS:   57 23:22:26     -572.375688        0.3250
BFGS:   58 23:22:31     -572.367818        0.3311
BFGS:   59 23:22:36     -572.366542        0.3135
BFGS:   60 23:22:42     -572.375731        0.2492
BFGS:   61 23:22:47     -572.394133        0.1288
BFGS:   62 23:22:52     -572.409260        0.0441
