      Step     Time          Energy         fmax
BFGS:    0 10:43:16     -157.581018       16.6533
BFGS:    1 10:43:25     -160.320999       10.4569
BFGS:    2 10:43:33     -162.302799        9.9429
BFGS:    3 10:43:42     -163.900323        9.8008
BFGS:    4 10:43:51     -165.267686        9.6050
BFGS:    5 10:43:59     -166.500108        9.2593
BFGS:    6 10:44:07     -167.648955        8.7740
BFGS:    7 10:44:15     -168.743940        8.1257
BFGS:    8 10:44:23     -169.812444        7.2352
BFGS:    9 10:44:32     -170.877446        6.1957
BFGS:   10 10:44:40     -171.857921        5.1828
BFGS:   11 10:44:48     -172.664321        5.3694
BFGS:   12 10:44:56     -173.368810        5.4644
BFGS:   13 10:45:04     -174.015109        5.4870
BFGS:   14 10:45:12     -174.623683        5.3690
BFGS:   15 10:45:20     -175.210755        5.1606
BFGS:   16 10:45:27     -175.796081        4.8907
BFGS:   17 10:45:35     -176.405433        4.5553
BFGS:   18 10:45:43     -176.997068        4.7282
BFGS:   19 10:45:52     -177.560650        5.3959
BFGS:   20 10:46:00     -178.103423        5.7556
BFGS:   21 10:46:09     -178.608568        5.6013
BFGS:   22 10:46:18     -179.046466        4.7808
BFGS:   23 10:46:26     -179.401932        4.4280
BFGS:   24 10:46:34     -179.720407        4.5878
BFGS:   25 10:46:41     -180.052867        4.7207
BFGS:   26 10:46:49     -180.383145        4.7125
BFGS:   27 10:46:57     -180.689855        4.6149
BFGS:   28 10:47:05     -180.961840        4.3862
BFGS:   29 10:47:12     -181.209251        3.9030
BFGS:   30 10:47:20     -181.408361        3.1157
BFGS:   31 10:47:27     -181.593010        1.9717
BFGS:   32 10:47:35     -181.779858        1.7650
BFGS:   33 10:47:43     -181.941472        1.4514
BFGS:   34 10:47:50     -182.083979        1.2913
BFGS:   35 10:47:57     -182.160228        0.7570
BFGS:   36 10:48:05     -182.208374        0.7226
BFGS:   37 10:48:11     -182.234905        0.7551
BFGS:   38 10:48:19     -182.253261        0.7613
BFGS:   39 10:48:25     -182.268669        0.4988
BFGS:   40 10:48:33     -182.293539        0.4086
BFGS:   41 10:48:38     -182.304942        0.3937
BFGS:   42 10:48:45     -182.314045        0.2752
BFGS:   43 10:48:50     -182.319784        0.2551
BFGS:   44 10:48:56     -182.323430        0.2119
BFGS:   45 10:49:02     -182.326091        0.1641
BFGS:   46 10:49:08     -182.328772        0.1654
BFGS:   47 10:49:13     -182.330689        0.1225
BFGS:   48 10:49:18     -182.331909        0.1722
BFGS:   49 10:49:24     -182.331921        0.1870
BFGS:   50 10:49:28     -182.332220        0.1441
BFGS:   51 10:49:34     -182.334746        0.1208
BFGS:   52 10:49:39     -182.337696        0.1629
BFGS:   53 10:49:45     -182.342578        0.2041
BFGS:   54 10:49:49     -182.344385        0.1377
BFGS:   55 10:49:54     -182.346543        0.0986
