1.300000000000000000e+01	2.466253914703044003e+00
1.700000000000000000e+01	4.041407541885838839e+00
2.000000000000000000e+01	1.066367182252791324e+01
2.300000000000000000e+01	9.988395642056051571e+00
2.600000000000000000e+01	1.176645246032143888e+01
2.800000000000000000e+01	9.139184038106783703e+00
3.100000000000000000e+01	9.092742911440414133e+00
3.500000000000000000e+01	5.598414194841552671e+00
3.700000000000000000e+01	3.418032929198986380e+00
4.100000000000000000e+01	8.741165797591531117e+00
4.300000000000000000e+01	8.304527294831880013e+00
4.600000000000000000e+01	1.518916140611767318e+01
5.000000000000000000e+01	4.900235184576615666e-01
5.200000000000000000e+01	9.376991030153938311e+00
5.400000000000000000e+01	9.123785337737382761e+00
5.800000000000000000e+01	1.839709165084372700e+01
6.200000000000000000e+01	1.013498972930612751e+01
6.800000000000000000e+01	7.291887130907136694e+00
7.500000000000000000e+01	4.229223286879565080e+01
8.000000000000000000e+01	9.665664607159237676e+02
8.400000000000000000e+01	1.446660030519018392e+01
9.000000000000000000e+01	9.639673761229057618e+02
9.300000000000000000e+01	1.108613606265716811e+01
9.900000000000000000e+01	1.015504830461193251e+03
1.020000000000000000e+02	2.616645798637416078e+02
1.070000000000000000e+02	2.916064515529578216e+02
1.120000000000000000e+02	9.751791829166427306e+01
1.180000000000000000e+02	9.984486298167471432e+02
1.210000000000000000e+02	1.012067943513013006e+03
1.240000000000000000e+02	9.330176879508826460e+02
1.260000000000000000e+02	9.247276921866734938e+02
1.320000000000000000e+02	4.353349329828073166e+01
1.340000000000000000e+02	5.871772221146508741e+01
1.360000000000000000e+02	3.931955635066478294e+01
1.400000000000000000e+02	2.345570142481260518e+03
1.430000000000000000e+02	6.364017359928412532e+01
1.470000000000000000e+02	6.050182412152847178e+01
1.500000000000000000e+02	8.618338288136403662e+02
1.520000000000000000e+02	5.644749779740973281e+02
1.550000000000000000e+02	5.822655251779050900e+01
1.570000000000000000e+02	7.451020388815453543e+02
1.600000000000000000e+02	5.937358616962200131e+01
1.640000000000000000e+02	4.219007272024414590e+01
1.710000000000000000e+02	6.730783477160946404e+01
1.780000000000000000e+02	6.016072543202488987e+01
1.800000000000000000e+02	1.557553469664881618e+00
1.850000000000000000e+02	8.388650374779544450e+00
1.890000000000000000e+02	1.592115971854135914e+01
1.930000000000000000e+02	1.756392428428156549e+01
1.950000000000000000e+02	1.536981697939806679e+01
2.010000000000000000e+02	8.983112581252921558e+00
2.050000000000000000e+02	2.025203639102955322e+03
2.090000000000000000e+02	1.001847020032974100e+01
2.140000000000000000e+02	1.949542681790433107e+00
2.190000000000000000e+02	4.053677444848104017e+01
2.230000000000000000e+02	1.044538095362354468e+01
2.250000000000000000e+02	1.790916006766079960e+01
2.280000000000000000e+02	1.363930141552250674e+01
2.300000000000000000e+02	1.286509511196770461e+01
2.360000000000000000e+02	8.615941863557502245e+00
2.410000000000000000e+02	9.737745961153745355e+00
2.430000000000000000e+02	5.199508357167172079e+00
2.480000000000000000e+02	1.081386065188285244e+02
2.510000000000000000e+02	1.052780990968362715e+02
2.530000000000000000e+02	1.122966769919964776e+02
2.590000000000000000e+02	9.023261703873778572e+01
2.630000000000000000e+02	8.942867946753180775e+01
2.690000000000000000e+02	8.508698879577215735e+01
2.720000000000000000e+02	1.654434601913719050e+01
2.750000000000000000e+02	2.260016690039117648e+01
2.790000000000000000e+02	2.019287520391939239e+01
2.840000000000000000e+02	1.665385146296039665e+01
2.900000000000000000e+02	1.546124131081460007e+01
2.940000000000000000e+02	5.400496685352095483e+00
2.960000000000000000e+02	7.790802523676451585e+01
3.010000000000000000e+02	6.143321658139853980e+01
3.070000000000000000e+02	3.787100715608661261e+01
3.100000000000000000e+02	6.782864603766059020e+01
3.160000000000000000e+02	3.533298662200115814e+02
3.180000000000000000e+02	2.165682668802384967e+02
3.230000000000000000e+02	4.431290141807223222e+02
3.270000000000000000e+02	1.889639146879456462e+02
3.300000000000000000e+02	1.840317509509105491e+02
3.350000000000000000e+02	3.548633851356253643e+01
3.380000000000000000e+02	3.669215149097320250e+01
3.420000000000000000e+02	1.574909863243878050e+01
3.470000000000000000e+02	1.623320701636112773e+01
3.500000000000000000e+02	4.966552805515983948e+01
3.550000000000000000e+02	3.938515573377480905e+01
3.600000000000000000e+02	4.195301678977385745e+04
3.660000000000000000e+02	3.903719527535291854e+04
3.710000000000000000e+02	3.758770837180632952e+04
3.730000000000000000e+02	1.365147541628409235e+05
3.760000000000000000e+02	1.149255651995579537e+05
3.790000000000000000e+02	8.138715942021460796e+04
3.840000000000000000e+02	1.069244729669528751e+05
3.860000000000000000e+02	1.045511394141166529e+05
3.890000000000000000e+02	1.011918619756978296e+05
3.920000000000000000e+02	1.041556769695860712e+05
3.980000000000000000e+02	8.482666366165163345e+04
4.020000000000000000e+02	3.369799821665814961e+05
4.040000000000000000e+02	3.399775311229934450e+05
4.080000000000000000e+02	4.436041473299546851e+03
4.140000000000000000e+02	2.203023563304277559e+04
4.190000000000000000e+02	2.479300786065742614e+03
4.220000000000000000e+02	2.326384877562220936e+03
4.250000000000000000e+02	2.022828913617738863e+03
4.310000000000000000e+02	1.216273613770163138e+04
4.330000000000000000e+02	1.376323342423493159e+04
4.360000000000000000e+02	2.162278428482505115e+04
4.390000000000000000e+02	6.871414824469590030e+02
4.440000000000000000e+02	2.149057114389413618e+04
4.490000000000000000e+02	2.157721447179091047e+04
4.540000000000000000e+02	1.922124672263944740e+04
4.590000000000000000e+02	1.293777017462119693e+04
4.650000000000000000e+02	3.414036291657936818e+04
4.690000000000000000e+02	2.526686770208326925e+04
4.720000000000000000e+02	2.512984914013376329e+04
