nan	nan	nan	-1.107749826744265249e+02	8.981998177289962769e+03	6.052020596027374268e+03	2.922740604162216187e+03	0.000000000000000000e+00
nan	nan	nan	-1.025721863436052956e+02	7.759597695589065552e+03	5.031341609477996826e+03	2.722856294155120850e+03	0.000000000000000000e+00
nan	nan	nan	-1.107726104469105479e+02	1.334978035092353821e+04	1.068999333453178406e+04	2.654160855770111084e+03	0.000000000000000000e+00
nan	nan	nan	-1.107458261523674423e+02	1.046751141953468323e+04	7.821594546079635620e+03	2.640872370719909668e+03	0.000000000000000000e+00
1.800000000000000000e+01	1.850000000000000000e+02	-1.134469212711126147e+02	-1.134469212711126147e+02	7.530562829732894897e+03	5.006263664722442627e+03	2.519028370380401611e+03	0.000000000000000000e+00
nan	nan	nan	-1.107696804590176924e+02	1.084147279906272888e+04	8.464139201402664185e+03	2.370550998687744141e+03	0.000000000000000000e+00
nan	nan	nan	-1.080629211021487066e+02	7.761806644916534424e+03	4.870883044481277466e+03	2.884131991863250732e+03	0.000000000000000000e+00
nan	nan	nan	-1.107603880158434748e+02	1.223534490847587585e+04	9.434556206226348877e+03	2.794483378648757935e+03	0.000000000000000000e+00
nan	nan	nan	-1.107737819231465721e+02	1.057105229663848877e+04	7.760794571638107300e+03	2.803613759279251099e+03	0.000000000000000000e+00
nan	nan	nan	-1.107765927969518174e+02	1.080382502222061157e+04	8.077276082992553711e+03	2.720404734849929810e+03	0.000000000000000000e+00
nan	nan	nan	-1.107358321214578325e+02	1.178068978071212769e+04	9.023629319190979004e+03	2.749944898605346680e+03	0.000000000000000000e+00
nan	nan	nan	-1.080705029617176365e+02	1.194669073486328125e+04	9.064504818677902222e+03	2.875635147333145142e+03	0.000000000000000000e+00
nan	nan	nan	-1.107227111768332861e+02	9.036731606483459473e+03	6.093036299228668213e+03	2.937187428712844849e+03	0.000000000000000000e+00
nan	nan	nan	-1.107209638240317844e+02	1.325907466101646423e+04	1.056488291621208191e+04	2.688505777597427368e+03	0.000000000000000000e+00
nan	nan	nan	-1.107309160844319962e+02	1.102461865925788879e+04	8.226217839956283569e+03	2.792236393690109253e+03	0.000000000000000000e+00
nan	nan	nan	-1.107627537758628193e+02	9.288828804969787598e+03	7.337069646835327148e+03	1.946678338050842285e+03	0.000000000000000000e+00
nan	nan	nan	-1.107700058631725852e+02	9.972024630784988403e+03	7.637531955480575562e+03	2.328504149198532104e+03	0.000000000000000000e+00
nan	nan	nan	-1.107482844670945923e+02	1.154686751270294189e+04	9.004919422388076782e+03	2.535888759613037109e+03	0.000000000000000000e+00
nan	nan	nan	-1.080907449850492412e+02	8.030346924543380737e+03	5.203895359992980957e+03	2.820197195291519165e+03	0.000000000000000000e+00
7.700000000000000000e+01	2.710000000000000000e+02	-1.134431797552917232e+02	-1.134446381197863616e+02	1.020397522759437561e+04	7.425545770883560181e+03	2.772736634016036987e+03	0.000000000000000000e+00
nan	nan	nan	-1.107574598014423231e+02	1.014956670808792114e+04	7.220004420757293701e+03	2.922364315271377563e+03	0.000000000000000000e+00
nan	nan	nan	-1.107502301910908358e+02	1.028456994295120239e+04	7.870240722179412842e+03	2.408243697404861450e+03	0.000000000000000000e+00
nan	nan	nan	-1.080429378799060061e+02	8.722370150566101074e+03	5.945567093372344971e+03	2.770701812982559204e+03	0.000000000000000000e+00
nan	nan	nan	-1.107753742505081078e+02	1.445601582026481628e+04	1.163056730079650879e+04	2.819346007108688354e+03	0.000000000000000000e+00
nan	nan	nan	-1.080810462610714069e+02	1.079873054146766663e+04	8.445676612138748169e+03	2.347050697565078735e+03	0.000000000000000000e+00
nan	nan	nan	-1.080328361260482239e+02	1.007181680274009705e+04	7.212775827407836914e+03	2.852580671072006226e+03	0.000000000000000000e+00
nan	nan	nan	-1.107487331337041923e+02	1.134175520229339600e+04	9.107921673774719238e+03	2.226803830146789551e+03	0.000000000000000000e+00
nan	nan	nan	-1.079785318098744114e+02	9.424738911151885986e+03	7.434680466890335083e+03	1.984483057498931885e+03	0.000000000000000000e+00
nan	nan	nan	-1.107739634212655346e+02	1.468481625080108643e+04	1.191172637510299683e+04	2.766985473394393921e+03	0.000000000000000000e+00
1.400000000000000000e+01	3.270000000000000000e+02	-1.134468221757334732e+02	-1.134468221757334732e+02	1.265943708252906799e+04	9.893311891555786133e+03	2.759126918792724609e+03	0.000000000000000000e+00
nan	nan	nan	-1.107730847457968224e+02	1.173006611299514771e+04	9.078645657777786255e+03	2.645680111169815063e+03	0.000000000000000000e+00
nan	nan	nan	-1.107769746337346817e+02	1.008790245461463928e+04	7.264502311229705811e+03	2.817085785150527954e+03	0.000000000000000000e+00
