      Step     Time          Energy         fmax
BFGS:    0 13:55:21     -658.965108      218.2484
BFGS:    1 13:55:21     -692.456728      137.3952
BFGS:    2 13:55:21     -700.757063      145.6765
BFGS:    3 13:55:21     -708.287747      126.1722
BFGS:    4 13:55:21     -717.202657      109.4459
BFGS:    5 13:55:21     -724.927467       94.5579
BFGS:    6 13:55:21     -733.808392       73.6730
BFGS:    7 13:55:21     -742.096617       56.5422
BFGS:    8 13:55:21     -750.122235       49.7263
BFGS:    9 13:55:21     -756.811253       41.4938
BFGS:   10 13:55:21     -762.298205       37.2914
BFGS:   11 13:55:21     -766.830099       32.8671
BFGS:   12 13:55:21     -770.257726       26.1235
BFGS:   13 13:55:21     -772.323500       23.6693
BFGS:   14 13:55:21     -773.846744       20.9243
BFGS:   15 13:55:21     -775.130351       18.7771
BFGS:   16 13:55:21     -776.340630       17.0959
BFGS:   17 13:55:21     -777.508944       15.4800
BFGS:   18 13:55:21     -778.701887       14.9568
BFGS:   19 13:55:21     -779.832674       15.4219
BFGS:   20 13:55:21     -781.029338       15.6669
BFGS:   21 13:55:21     -782.108594       15.3524
BFGS:   22 13:55:21     -783.066233       15.0423
BFGS:   23 13:55:22     -784.016660       14.6746
BFGS:   24 13:55:22     -784.979423       14.3198
BFGS:   25 13:55:22     -785.906959       13.9107
BFGS:   26 13:55:22     -786.777555       13.5375
BFGS:   27 13:55:22     -787.603227       13.0797
BFGS:   28 13:55:22     -788.390327       12.5291
BFGS:   29 13:55:22     -789.160718       11.8058
BFGS:   30 13:55:22     -789.923456       10.9012
BFGS:   31 13:55:22     -790.587971        9.8623
BFGS:   32 13:55:22     -791.199010        8.8033
BFGS:   33 13:55:22     -791.676788        7.9831
BFGS:   34 13:55:22     -792.099660        7.2962
BFGS:   35 13:55:22     -792.499117        6.6680
BFGS:   36 13:55:22     -792.882402        6.4209
BFGS:   37 13:55:22     -793.252688        6.2620
BFGS:   38 13:55:22     -793.608491        6.1092
BFGS:   39 13:55:22     -793.948218        5.9132
BFGS:   40 13:55:22     -794.269995        5.6327
BFGS:   41 13:55:22     -794.574157        5.3357
BFGS:   42 13:55:22     -794.861574        4.9645
BFGS:   43 13:55:22     -795.131614        4.5696
BFGS:   44 13:55:22     -795.387688        4.3061
BFGS:   45 13:55:22     -795.631312        4.1277
BFGS:   46 13:55:22     -795.866638        4.2897
BFGS:   47 13:55:23     -796.094564        4.3917
BFGS:   48 13:55:23     -796.316066        4.3485
BFGS:   49 13:55:23     -796.531765        4.3372
BFGS:   50 13:55:23     -796.741564        4.3935
BFGS:   51 13:55:23     -796.944207        4.3171
BFGS:   52 13:55:23     -797.142097        4.0594
BFGS:   53 13:55:23     -797.340568        3.6207
BFGS:   54 13:55:23     -797.530439        3.0147
BFGS:   55 13:55:23     -797.686822        2.5672
BFGS:   56 13:55:23     -797.808681        2.3131
BFGS:   57 13:55:23     -797.885770        2.2350
BFGS:   58 13:55:23     -797.940546        2.1950
BFGS:   59 13:55:23     -798.023327        2.0200
BFGS:   60 13:55:23     -798.095524        1.9305
BFGS:   61 13:55:23     -798.197641        2.3178
BFGS:   62 13:55:23     -798.306376        2.7208
BFGS:   63 13:55:23     -798.453150        3.1772
BFGS:   64 13:55:23     -798.657194        3.6705
BFGS:   65 13:55:23     -798.916102        4.0938
BFGS:   66 13:55:23     -799.218389        4.3636
BFGS:   67 13:55:23     -799.543869        4.4164
BFGS:   68 13:55:23     -799.862009        4.2767
BFGS:   69 13:55:23     -800.146490        3.9301
BFGS:   70 13:55:23     -800.379389        3.3957
BFGS:   71 13:55:24     -800.551348        2.6736
BFGS:   72 13:55:24     -800.666475        2.0522
BFGS:   73 13:55:24     -800.729796        1.8142
BFGS:   74 13:55:24     -800.835497        1.7675
BFGS:   75 13:55:24     -800.906757        1.7795
BFGS:   76 13:55:24     -800.963703        1.6475
BFGS:   77 13:55:24     -800.994991        1.3678
BFGS:   78 13:55:24     -801.016887        0.9635
BFGS:   79 13:55:24     -801.031392        0.6280
BFGS:   80 13:55:24     -801.044847        0.5149
BFGS:   81 13:55:24     -801.054271        0.4249
BFGS:   82 13:55:24     -801.059280        0.3511
BFGS:   83 13:55:24     -801.061276        0.3107
BFGS:   84 13:55:24     -801.062178        0.2831
BFGS:   85 13:55:24     -801.062844        0.2577
BFGS:   86 13:55:24     -801.063175        0.2406
BFGS:   87 13:55:24     -801.063409        0.2307
BFGS:   88 13:55:24     -801.063595        0.2480
BFGS:   89 13:55:24     -801.063837        0.2621
BFGS:   90 13:55:24     -801.064087        0.2895
BFGS:   91 13:55:24     -801.064374        0.2792
BFGS:   92 13:55:24     -801.064698        0.2724
BFGS:   93 13:55:24     -801.065057        0.2832
BFGS:   94 13:55:24     -801.065415        0.2940
BFGS:   95 13:55:24     -801.065792        0.3019
BFGS:   96 13:55:25     -801.066278        0.2915
BFGS:   97 13:55:25     -801.066647        0.2557
BFGS:   98 13:55:25     -801.067048        0.1715
BFGS:   99 13:55:25     -801.067301        0.1258
BFGS:  100 13:55:25     -801.067506        0.1113
BFGS:  101 13:55:25     -801.067617        0.1077
BFGS:  102 13:55:25     -801.067749        0.1100
BFGS:  103 13:55:25     -801.067870        0.1007
BFGS:  104 13:55:25     -801.067989        0.0848
