      Step     Time          Energy         fmax
BFGS:    0 13:13:49     -666.712081      124.1869
BFGS:    1 13:13:49     -691.816432      102.7859
BFGS:    2 13:13:50     -711.029353       96.6899
BFGS:    3 13:13:50     -730.024485       88.5444
BFGS:    4 13:13:51     -748.965145       77.0825
BFGS:    5 13:13:52     -758.038905       72.7973
BFGS:    6 13:13:52     -766.752372       66.4854
BFGS:    7 13:13:53     -772.836895       62.1494
BFGS:    8 13:13:53     -777.820309       59.3262
BFGS:    9 13:13:54     -782.310138       54.9869
BFGS:   10 13:13:54     -786.322207       52.7130
BFGS:   11 13:13:55     -789.871425       49.3714
BFGS:   12 13:13:56     -793.423558       46.2232
BFGS:   13 13:13:56     -797.443439       42.9641
BFGS:   14 13:13:57     -800.770111       40.1659
BFGS:   15 13:13:57     -803.575304       37.9960
BFGS:   16 13:13:58     -806.055345       35.5982
BFGS:   17 13:13:59     -808.484695       33.5131
BFGS:   18 13:13:59     -810.624224       31.4712
BFGS:   19 13:14:00     -812.455975       29.9080
BFGS:   20 13:14:00     -814.122620       28.2675
BFGS:   21 13:14:01     -815.682411       26.8361
BFGS:   22 13:14:01     -817.116009       25.4456
BFGS:   23 13:14:02     -818.504809       24.0021
BFGS:   24 13:14:02     -819.894193       22.4768
BFGS:   25 13:14:03     -821.322182       20.8740
BFGS:   26 13:14:04     -822.832300       19.1775
BFGS:   27 13:14:04     -824.485113       17.4346
BFGS:   28 13:14:05     -826.104312       15.9256
BFGS:   29 13:14:05     -827.646407       17.0788
BFGS:   30 13:14:06     -829.097105       17.8657
BFGS:   31 13:14:06     -830.460161       16.8471
BFGS:   32 13:14:07     -831.739153       15.2724
BFGS:   33 13:14:07     -833.120427       13.1036
BFGS:   34 13:14:08     -834.437785       11.6545
BFGS:   35 13:14:09     -835.544938       10.9717
BFGS:   36 13:14:09     -836.687351       10.4315
BFGS:   37 13:14:10     -837.741512       10.0421
BFGS:   38 13:14:10     -838.752922        9.2350
BFGS:   39 13:14:11     -839.734411        8.5199
BFGS:   40 13:14:11     -840.570176        8.1778
BFGS:   41 13:14:12     -841.290004        7.8776
BFGS:   42 13:14:12     -841.942529        7.5052
BFGS:   43 13:14:13     -842.550152        7.1018
BFGS:   44 13:14:13     -843.104175        6.7228
BFGS:   45 13:14:14     -843.643214        6.9026
BFGS:   46 13:14:14     -844.141866        6.7029
BFGS:   47 13:14:15     -844.572078        6.3299
BFGS:   48 13:14:16     -844.973857        5.6484
BFGS:   49 13:14:16     -845.376030        5.3288
BFGS:   50 13:14:17     -845.790321        5.2226
BFGS:   51 13:14:17     -846.195605        6.8505
BFGS:   52 13:14:18     -846.619387        7.9235
BFGS:   53 13:14:18     -847.022638        8.1849
BFGS:   54 13:14:19     -847.389070        7.5023
BFGS:   55 13:14:19     -847.721398        6.2182
BFGS:   56 13:14:20     -848.001740        4.5310
BFGS:   57 13:14:20     -848.277704        2.8508
BFGS:   58 13:14:21     -848.539724        2.1036
BFGS:   59 13:14:21     -848.690363        1.3658
BFGS:   60 13:14:22     -848.760667        1.1630
BFGS:   61 13:14:23     -848.804329        0.9016
BFGS:   62 13:14:23     -848.826928        0.7900
BFGS:   63 13:14:24     -848.837386        1.0438
BFGS:   64 13:14:24     -848.844002        0.7311
BFGS:   65 13:14:25     -848.850003        0.7378
BFGS:   66 13:14:25     -848.853515        0.5931
BFGS:   67 13:14:26     -848.856229        0.5799
BFGS:   68 13:14:26     -848.859399        0.5071
BFGS:   69 13:14:27     -848.863165        0.4388
BFGS:   70 13:14:27     -848.867311        0.4724
BFGS:   71 13:14:28     -848.871469        0.3704
BFGS:   72 13:14:28     -848.873057        0.3445
BFGS:   73 13:14:29     -848.874395        0.3399
BFGS:   74 13:14:29     -848.875537        0.3432
BFGS:   75 13:14:30     -848.876437        0.3471
BFGS:   76 13:14:30     -848.877088        0.3310
BFGS:   77 13:14:31     -848.877843        0.2867
BFGS:   78 13:14:32     -848.878482        0.2433
BFGS:   79 13:14:32     -848.878969        0.2453
BFGS:   80 13:14:33     -848.879311        0.2156
BFGS:   81 13:14:33     -848.879573        0.1551
BFGS:   82 13:14:34     -848.879812        0.1186
BFGS:   83 13:14:34     -848.879937        0.2342
BFGS:   84 13:14:35     -848.880314        0.0908
