      Step     Time          Energy         fmax
BFGS:    0 11:59:32     -817.963463       30.5925
BFGS:    1 11:59:32     -826.465070       22.7230
BFGS:    2 11:59:33     -831.651627       23.8139
BFGS:    3 11:59:33     -835.540431       20.0141
BFGS:    4 11:59:33     -839.239497       16.6390
BFGS:    5 11:59:33     -842.283863       13.3146
BFGS:    6 11:59:33     -844.986554       11.7761
BFGS:    7 11:59:33     -847.352259        9.9207
BFGS:    8 11:59:34     -849.338492        8.9420
BFGS:    9 11:59:34     -850.935947        7.9867
BFGS:   10 11:59:34     -852.300734        7.4380
BFGS:   11 11:59:34     -853.516860        6.7663
BFGS:   12 11:59:34     -854.599932        6.0717
BFGS:   13 11:59:35     -855.568543        5.2226
BFGS:   14 11:59:35     -856.463177        4.3079
BFGS:   15 11:59:35     -857.285040        3.3941
BFGS:   16 11:59:35     -858.021900        2.6352
BFGS:   17 11:59:35     -858.665027        1.9876
BFGS:   18 11:59:36     -859.172422        1.6634
BFGS:   19 11:59:36     -859.576269        1.6363
BFGS:   20 11:59:36     -859.915068        1.5509
BFGS:   21 11:59:36     -860.203653        1.4308
BFGS:   22 11:59:36     -860.459208        1.4181
BFGS:   23 11:59:37     -860.683413        1.4401
BFGS:   24 11:59:37     -860.886192        1.5195
BFGS:   25 11:59:37     -861.057912        1.5124
BFGS:   26 11:59:37     -861.206477        1.5011
BFGS:   27 11:59:37     -861.337095        1.3979
BFGS:   28 11:59:38     -861.453353        1.1959
BFGS:   29 11:59:38     -861.557748        0.9371
BFGS:   30 11:59:38     -861.654585        0.8555
BFGS:   31 11:59:38     -861.748310        0.9886
BFGS:   32 11:59:38     -861.844306        1.0726
BFGS:   33 11:59:39     -861.931663        1.0940
BFGS:   34 11:59:39     -862.018068        0.9813
BFGS:   35 11:59:39     -862.085622        0.9184
BFGS:   36 11:59:39     -862.140790        0.8349
BFGS:   37 11:59:39     -862.184188        0.6966
BFGS:   38 11:59:40     -862.216906        0.4292
BFGS:   39 11:59:40     -862.243473        0.5331
BFGS:   40 11:59:40     -862.280420        0.6070
BFGS:   41 11:59:40     -862.316876        0.7417
BFGS:   42 11:59:40     -862.350092        0.6894
BFGS:   43 11:59:41     -862.378432        0.5028
BFGS:   44 11:59:41     -862.402324        0.5320
BFGS:   45 11:59:41     -862.418880        0.4974
BFGS:   46 11:59:41     -862.432868        0.5540
BFGS:   47 11:59:41     -862.446595        0.4615
BFGS:   48 11:59:42     -862.460011        0.4823
BFGS:   49 11:59:42     -862.470973        0.3404
BFGS:   50 11:59:42     -862.476968        0.3185
BFGS:   51 11:59:42     -862.480450        0.2261
BFGS:   52 11:59:42     -862.482429        0.1989
BFGS:   53 11:59:43     -862.483990        0.2163
BFGS:   54 11:59:43     -862.485519        0.2224
BFGS:   55 11:59:43     -862.486742        0.1767
BFGS:   56 11:59:43     -862.487586        0.1051
BFGS:   57 11:59:43     -862.488052        0.0887
