      Step     Time          Energy         fmax
BFGS:    0 12:23:57     -163.828426        7.0277
BFGS:    1 12:24:10     -165.437238        5.5055
BFGS:    2 12:24:22     -166.872199        5.8247
BFGS:    3 12:24:34     -168.080661        6.1910
BFGS:    4 12:24:45     -169.179752        6.3108
BFGS:    5 12:24:57     -170.231082        5.9353
BFGS:    6 12:25:09     -171.313342        5.4109
BFGS:    7 12:25:20     -172.294738        5.6108
BFGS:    8 12:25:31     -173.183054        5.4403
BFGS:    9 12:25:42     -174.031158        4.8607
BFGS:   10 12:25:53     -174.876771        4.3383
BFGS:   11 12:26:04     -175.608822        4.4113
BFGS:   12 12:26:15     -176.239594        4.0230
BFGS:   13 12:26:27     -176.814247        4.2644
BFGS:   14 12:26:38     -177.361652        4.3348
BFGS:   15 12:26:49     -177.899582        3.8423
BFGS:   16 12:27:00     -178.386407        3.0754
BFGS:   17 12:27:11     -178.786082        2.9904
BFGS:   18 12:27:22     -179.111380        2.8882
BFGS:   19 12:27:34     -179.400521        2.7378
BFGS:   20 12:27:45     -179.662415        2.5201
BFGS:   21 12:27:56     -179.907890        2.3798
BFGS:   22 12:28:07     -180.132885        2.2977
BFGS:   23 12:28:18     -180.343264        2.1675
BFGS:   24 12:28:29     -180.537904        1.9933
BFGS:   25 12:28:39     -180.718162        1.8102
BFGS:   26 12:28:50     -180.886908        1.5421
BFGS:   27 12:29:00     -181.043549        1.3219
BFGS:   28 12:29:09     -181.189662        1.2419
BFGS:   29 12:29:20     -181.326956        1.2163
BFGS:   30 12:29:31     -181.456899        1.1557
BFGS:   31 12:29:40     -181.583289        1.1004
BFGS:   32 12:29:51     -181.702338        1.1030
BFGS:   33 12:30:01     -181.818033        1.0422
BFGS:   34 12:30:11     -181.926619        0.9506
BFGS:   35 12:30:20     -182.030790        1.0488
BFGS:   36 12:30:30     -182.120183        1.1370
BFGS:   37 12:30:39     -182.199341        1.2044
BFGS:   38 12:30:48     -182.272278        1.1533
BFGS:   39 12:30:57     -182.339488        1.0558
BFGS:   40 12:31:07     -182.400932        0.8269
BFGS:   41 12:31:17     -182.457184        0.4894
BFGS:   42 12:31:26     -182.488171        0.4642
BFGS:   43 12:31:35     -182.505198        0.4458
BFGS:   44 12:31:43     -182.518865        0.4096
BFGS:   45 12:31:51     -182.530900        0.4199
BFGS:   46 12:32:00     -182.542110        0.4249
BFGS:   47 12:32:08     -182.552379        0.3655
BFGS:   48 12:32:17     -182.561113        0.2902
BFGS:   49 12:32:26     -182.570650        0.2582
BFGS:   50 12:32:36     -182.579126        0.2554
BFGS:   51 12:32:45     -182.586424        0.2604
BFGS:   52 12:32:53     -182.589832        0.3694
BFGS:   53 12:33:01     -182.593412        0.2499
BFGS:   54 12:33:10     -182.596057        0.1925
BFGS:   55 12:33:19     -182.598015        0.1762
BFGS:   56 12:33:28     -182.602408        0.2317
BFGS:   57 12:33:35     -182.603731        0.2299
BFGS:   58 12:33:43     -182.610906        0.2632
BFGS:   59 12:33:53     -182.620012        0.5264
BFGS:   60 12:34:04     -182.628052        0.7681
BFGS:   61 12:34:13     -182.643698        0.5475
BFGS:   62 12:34:23     -182.664489        0.5234
BFGS:   63 12:34:32     -182.687947        0.3464
BFGS:   64 12:34:41     -182.706870        0.3073
BFGS:   65 12:34:51     -182.730350        0.3897
BFGS:   66 12:35:00     -182.751476        0.2527
BFGS:   67 12:35:09     -182.773640        0.2977
BFGS:   68 12:35:18     -182.793125        0.3180
BFGS:   69 12:35:28     -182.818558        0.4443
BFGS:   70 12:35:38     -182.844592        0.4889
BFGS:   71 12:35:48     -182.869701        0.5975
BFGS:   72 12:35:57     -182.895608        0.7335
BFGS:   73 12:36:08     -182.920083        0.8741
BFGS:   74 12:36:18     -182.946159        1.0763
BFGS:   75 12:36:28     -182.973687        1.1707
BFGS:   76 12:36:37     -183.013860        1.6094
BFGS:   77 12:36:47     -183.046754        1.6096
BFGS:   78 12:36:57     -183.098015        1.7077
BFGS:   79 12:37:08     -183.161034        1.6704
BFGS:   80 12:37:18     -183.232445        1.6761
BFGS:   81 12:37:28     -183.317709        1.6052
BFGS:   82 12:37:39     -183.416530        1.3898
BFGS:   83 12:37:50     -183.513354        1.2343
BFGS:   84 12:38:01     -183.595958        0.9118
BFGS:   85 12:38:12     -183.659801        0.9132
BFGS:   86 12:38:22     -183.724293        0.8680
BFGS:   87 12:38:32     -183.777028        0.7725
BFGS:   88 12:38:43     -183.821323        0.5748
BFGS:   89 12:38:53     -183.866844        0.5855
BFGS:   90 12:39:04     -183.898098        0.5132
BFGS:   91 12:39:14     -183.929787        0.3578
BFGS:   92 12:39:25     -183.948489        0.3028
BFGS:   93 12:39:34     -183.958046        0.3398
BFGS:   94 12:39:41     -183.966026        0.2510
BFGS:   95 12:39:53     -183.974206        0.1824
BFGS:   96 12:40:01     -183.980035        0.1594
BFGS:   97 12:40:09     -183.984572        0.2014
BFGS:   98 12:40:16     -183.988204        0.1470
BFGS:   99 12:40:24     -183.991553        0.1722
BFGS:  100 12:40:33     -183.992830        0.1948
BFGS:  101 12:40:39     -183.994813        0.1434
BFGS:  102 12:40:46     -183.997430        0.1076
BFGS:  103 12:40:52     -183.998561        0.1520
BFGS:  104 12:41:00     -183.999631        0.0728
