0.000000000000000000e+00	4.903058159781786910e-05	9.928343717208556497e-04	9.204839402619827485e-03	5.962037090577428783e-02	2.794623081329616343e-01	9.545038822498457254e-01	2.388786743674180535e+00	4.408644660738324283e+00	6.049547393658095906e+00	6.255230585437281832e+00	5.028406291685391771e+00	3.428374034543754334e+00	2.419301886659582124e+00	2.185934806350539716e+00	2.466271946649479130e+00	2.967172375303828602e+00	7.774873156641072362e-03	6.470301225368671472e-02	3.798521821621694827e-01	1.574094465071266713e+00	4.607017193508221808e+00	9.528995012355466088e+00	1.394423828145685285e+01	1.449816738797008497e+01	1.094591856705758026e+01	6.701179406133676686e+00	4.789578308632157722e+00	5.244577693278025698e+00	6.353664482220077403e+00	6.898843200601234571e+00	6.937207563483102746e+00	6.930650014299411410e+00	6.809154322773538048e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.157397837951251279e-04	1.515706577642197007e-03	1.242820951905422057e-02	7.170746304011059447e-02	2.991826226535873046e-01	9.194020149121777674e-01	2.124517060531147195e+00	3.772643169924795536e+00	5.236513871634557837e+00	5.747360602953863307e+00	5.086392756007321658e+00	3.840331871540892728e+00	2.772126455502857301e+00	2.177972486910183747e+00
0.000000000000000000e+00	4.205065802444278117e-05	9.103060786680719973e-04	8.583563272086557061e-03	5.629567094308918912e-02	2.674805799090242409e-01	9.264459578161678976e-01	2.350433404892707134e+00	4.392558692834057865e+00	6.092112364205291009e+00	6.350003489259111511e+00	5.125825514524806614e+00	3.487937863678796990e+00	2.441565635117588506e+00	2.196050215523769555e+00	2.485974751354549372e+00	3.002057346525639492e+00	8.040769210003411924e-03	6.636391365583421686e-02	3.865584196534510020e-01	1.590172624904173437e+00	4.622640571414780908e+00	9.503747886599517969e+00	1.384055602116788286e+01	1.435588817864477917e+01	1.086440421131636569e+01	6.704434165126731848e+00	4.784245798984328779e+00	5.164585696307304019e+00	6.273271799780530067e+00	6.941284577328033834e+00	7.122864306645357857e+00	7.156229147329291607e+00	6.948813346758000442e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.194525196360832615e-04	1.574481908840329788e-03	1.279966768611873890e-02	7.350505753207832449e-02	3.050410879233636519e-01	9.322514846471053884e-01	2.145478088148769391e+00	3.808183565996460906e+00	5.306309990549219258e+00	5.840474691168458854e+00	5.094819000406004328e+00	3.638284267484072299e+00	2.415525351888047734e+00	1.909682680482102768e+00
0.000000000000000000e+00	4.290942920383209434e-05	9.141935499593759930e-04	8.605083629920380964e-03	5.635771966480090239e-02	2.675129039138104403e-01	9.261694690984222378e-01	2.350077803579745161e+00	4.394239959321501132e+00	6.097661033100743921e+00	6.355613297573097675e+00	5.124803727106017170e+00	3.480079156361450821e+00	2.432723277678689566e+00	2.190503631521829586e+00	2.484275808741058356e+00	3.003345300836152365e+00	8.121189651113688152e-03	6.697532610308351564e-02	3.898114250120240376e-01	1.602025528792273779e+00	4.651331605248878454e+00	9.545831909587702668e+00	1.386271625556821085e+01	1.430725883287875710e+01	1.072984649755370334e+01	6.543315231361417794e+00	4.692425704691863153e+00	5.185132389486962978e+00	6.360883570298058842e+00	7.017752838519561998e+00	7.140353551334156279e+00	7.113557541004958296e+00	6.879914598377069090e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.207430368570745679e-04	1.549158804278096511e-03	1.255771408743012671e-02	7.183299830018911869e-02	2.973501919867094778e-01	9.082984259055221221e-01	2.093876645870970332e+00	3.728106615769737342e+00	5.211479417963278848e+00	5.757395675072228158e+00	5.065853023612800321e+00	3.692006403730963005e+00	2.515029084397927939e+00	1.980196812171916232e+00
0.000000000000000000e+00	3.437158457120354345e-05	7.535769793003832409e-04	7.228566184319623437e-03	4.801234874181211504e-02	2.319014321917423349e-01	8.199581813551540810e-01	2.131014144622627615e+00	4.089648150877994048e+00	5.831154347150055983e+00	6.245171374226077710e+00	5.164334684163328859e+00	3.568357774470787280e+00	2.481254238893459974e+00	2.166685361087475226e+00	2.400824351851862382e+00	2.898894495833731710e+00	8.078883323505781436e-03	6.603517573703984733e-02	3.817426062542494392e-01	1.563498920930828096e+00	4.542651083911612986e+00	9.379591940366385217e+00	1.380879022139420442e+01	1.461121946749217315e+01	1.139973763870495205e+01	7.227727762274411383e+00	4.993473316304577025e+00	5.012090466622406204e+00	5.927710286601386436e+00	6.602284302369362479e+00	6.926869235946470305e+00	7.179996357044681865e+00	7.186890268903846746e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.316107689052864417e-04	1.762619730283948322e-03	1.446618370586325031e-02	8.375229694755681464e-02	3.512278846571799118e-01	1.082731561633489825e+00	2.492242812225272885e+00	4.350554943999284774e+00	5.829294489131155110e+00	6.047158537826448743e+00	4.933766427473745608e+00	3.341340644443205665e+00	2.183335489935553486e+00	1.757873898875368823e+00
0.000000000000000000e+00	4.587046795352671044e-05	9.013404553404306572e-04	8.378979756309353627e-03	5.424237958273100263e-02	2.546868918952590599e-01	8.736834752587879782e-01	2.202412287053563844e+00	4.105751251654201184e+00	5.705365070323917820e+00	5.988183482800360835e+00	4.896157536935096921e+00	3.389706874081073185e+00	2.391705095456230890e+00	2.122094867869479540e+00	2.382451542810406941e+00	2.906373976536248183e+00	7.903769151588200051e-03	6.543973326965102366e-02	3.823304476794766593e-01	1.577172031027228138e+00	4.596315930510987968e+00	9.469795842392921159e+00	1.381254235638051320e+01	1.433183938322631690e+01	1.081447830277354427e+01	6.594450162345841804e+00	4.605500544773328819e+00	4.938162321330216820e+00	6.033788268356151896e+00	6.719918381251864581e+00	6.945913121536029244e+00	7.057444828313314211e+00	6.953160798248950947e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.576146278488561560e-05	2.976772238773436820e-04	2.883461760576089879e-03	1.960478673910013778e-02	9.807809043452647701e-02	3.669782314677314528e-01	1.041265754825252632e+00	2.276691273668726812e+00	3.898424836147742933e+00	5.282888295775777010e+00	5.687767135154346398e+00	4.914117074044741962e+00	3.574651463042423760e+00	2.492347569016521547e+00	2.008518396231705694e+00
0.000000000000000000e+00	3.665787307444786665e-05	7.555796300130957670e-04	7.199293947845851992e-03	4.748038556149668937e-02	2.278243259910154583e-01	8.009461046663308714e-01	2.072423616210387287e+00	3.965526180900558639e+00	5.645391537332191234e+00	6.043188731911285139e+00	4.996703028287519111e+00	3.447009274773022547e+00	2.380533964484973009e+00	2.059966586998941640e+00	2.289691047265181467e+00	2.810718471756561421e+00	8.530906397467660773e-03	6.951588265749850115e-02	4.003733864658718389e-01	1.630781107214121395e+00	4.699955781941605792e+00	9.589429547782694740e+00	1.386494850497141584e+01	1.425864420802224686e+01	1.063175037382300481e+01	6.354961514576426218e+00	4.348907435301713420e+00	4.681690072058856344e+00	5.798098476592297601e+00	6.560531248268262061e+00	6.926772655184716854e+00	7.163928244245973076e+00	7.067177631722151077e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.424700944764443642e-04	1.776917507773705931e-03	1.424943488173489523e-02	8.054204825695276959e-02	3.293425443683499765e-01	9.921361118119250699e-01	2.249086395300574637e+00	3.920371632413532037e+00	5.331907308425645198e+00	5.681942733961177439e+00	4.765362934420373620e+00	3.273930781548355373e+00	2.140094049120945030e+00	1.753920313007154785e+00
0.000000000000000000e+00	3.356242183308792519e-05	7.371330386557546546e-04	7.106490354821685083e-03	4.732123990320467877e-02	2.292845884277858737e-01	8.134389128906288624e-01	2.121076059478578468e+00	4.082376835670472381e+00	5.833175679248647327e+00	6.253732571802086859e+00	5.168853398690762546e+00	3.562829385805093896e+00	2.469923738455971574e+00	2.156351568988626344e+00	2.392276217912217451e+00	2.890452772500093026e+00	8.494562758223429128e-03	6.913923228446902658e-02	3.977464136049971843e-01	1.619084441208890279e+00	4.667695233093783536e+00	9.542341075712649001e+00	1.386785867471864897e+01	1.442817170574171648e+01	1.103248192779353865e+01	6.919877128702924374e+00	4.952034967024043333e+00	5.238996656042868239e+00	6.235248140847448717e+00	6.775227668425690908e+00	6.900711552358463230e+00	7.048919786480048799e+00	7.047360002472532692e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.152171065130670548e-05	2.949774240990187934e-04	3.067282327855233581e-03	2.175985027584947940e-02	1.120581304341839168e-01	4.268558673303061712e-01	1.219777900522564185e+00	2.655115534044041770e+00	4.465143789776765182e+00	5.851544307789612986e+00	5.993481439497548635e+00	4.844380937940116816e+00	3.250867367628380133e+00	2.104333380941104004e+00	1.662557238434890117e+00
0.000000000000000000e+00	4.252760362426882926e-05	9.059498464112236303e-04	8.534064570003673661e-03	5.588173997522269398e-02	2.651398924358819853e-01	9.175978173611453181e-01	2.328027438709366237e+00	4.354399443846181939e+00	6.047850133747082246e+00	6.315090040369137903e+00	5.111219554335346693e+00	3.495300800503704508e+00	2.454776357880182669e+00	2.186016127376737117e+00	2.444004651074309198e+00	2.954207825654924680e+00	8.357914809799913899e-03	6.869684966864152142e-02	3.983970848448920576e-01	1.631093437582427974e+00	4.716866514123504217e+00	9.639985711452920825e+00	1.393677208671233103e+01	1.430748388380011882e+01	1.064923170906891592e+01	6.428540184185074224e+00	4.623462192853982522e+00	5.223647554092876177e+00	6.471531342693468858e+00	7.094673191323662031e+00	7.146115964645995966e+00	7.105118142031026984e+00	6.888914529735786552e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.150240671477693820e-05	3.213712120096082030e-04	3.224103175316976946e-03	2.255459355461088278e-02	1.136182934955537044e-01	4.205960388035406283e-01	1.165708969448352228e+00	2.476094965236410594e+00	4.125696123400935278e+00	5.463770949177268577e+00	5.745288879193246601e+00	4.790976878744899636e+00	3.290256460668035565e+00	2.156326015747052960e+00	1.744265122546196922e+00
0.000000000000000000e+00	4.905916520842925206e-05	9.741812228637803436e-04	9.019765297196931028e-03	5.824385497792061717e-02	2.728450210638180828e-01	9.332646310521647282e-01	2.342922381148470290e+00	4.341595086161063044e+00	5.982776537108764892e+00	6.212261500712199513e+00	5.022447609941747437e+00	3.458985026899703552e+00	2.463008819340132494e+00	2.206039746662700196e+00	2.449650667210361732e+00	2.932880447467878238e+00	8.162866364828189752e-03	6.724610737442610064e-02	3.909271030024675242e-01	1.604796283760642206e+00	4.654864369265381718e+00	9.547614301455862318e+00	1.386869258533593197e+01	1.434081390143947843e+01	1.080752573680004325e+01	6.632358157154216727e+00	4.723875709729571604e+00	5.126545311771581126e+00	6.248673561135461796e+00	6.915520795280952981e+00	7.094151402399823780e+00	7.126530806664201911e+00	6.897532252085713189e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.033747244471021480e-06	1.978444845051286968e-04	2.303830510744651200e-03	1.767528388647101462e-02	9.638137722132462948e-02	3.809459732554357214e-01	1.109452976898671395e+00	2.430305194385726342e+00	4.096830538679846256e+00	5.413052853693158362e+00	5.654923574069734116e+00	4.704755919769499251e+00	3.249583137731438143e+00	2.167075978785943491e+00	1.802894129071420437e+00
0.000000000000000000e+00	4.016640535891484540e-05	8.667668349539277631e-04	8.171336860303508517e-03	5.360845065848123675e-02	2.548650151233505246e-01	8.830842797874347561e-01	2.239903356902982701e+00	4.182548951407135895e+00	5.798820598853240860e+00	6.065328728659607371e+00	4.965651296664757908e+00	3.482886954529975210e+00	2.502843908404943196e+00	2.214786284421409679e+00	2.431590651133917813e+00	2.902561208938314596e+00	8.019224419789621611e-03	6.570469712786485006e-02	3.805308041145422093e-01	1.561227557134016397e+00	4.542981530775057841e+00	9.393009656578163558e+00	1.384555361246324345e+01	1.466844098732965485e+01	1.146351396072988216e+01	7.283124820933656096e+00	5.017248814825194358e+00	4.982195884371408034e+00	5.871604596866468739e+00	6.588116345338033142e+00	6.958903285846514741e+00	7.161403720176037879e+00	7.045707275953513538e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.600213727800871722e-04	2.076538030597768845e-03	1.666951551029227305e-02	9.457542971826968237e-02	3.865579841684508855e-01	1.154543687868835100e+00	2.564860410728245999e+00	4.328923142729609097e+00	5.666999857527746265e+00	5.854860056611268959e+00	4.880057641640092925e+00	3.473328297009432575e+00	2.416051807704723053e+00	1.965442426695762856e+00
