1.922073086183172334e-05	1.004018273880584872e-01	4.114214145991015315e+00	4.803057169427623840e+00	2.244660109297384576e+00	4.757218602916080119e-02	7.038510603537924126e+00	1.184056049029377178e+01	5.342576792091515259e+00	6.981132857981671158e+00	1.749375474696126740e-08	1.883877321441379971e-03	7.431156549924959887e-01	5.453930083339410650e+00	3.254943409298092671e+00
1.734304194524815420e-05	9.440014375070759911e-02	4.092144776544599516e+00	4.898005292103330355e+00	2.256612155288740595e+00	4.920962426953297275e-02	7.040564535142046054e+00	1.174751097362844732e+01	5.257072758295939785e+00	7.208632578177791572e+00	1.855253846305390273e-08	1.957468832933630457e-03	7.549505989113243221e-01	5.540819737164840220e+00	2.951503178715916498e+00
1.750575774125110893e-05	9.451476553080301324e-02	4.093629344069064757e+00	4.896034865934878688e+00	2.252983120982765097e+00	4.969936196022135128e-02	7.080751467821954748e+00	1.162204026684079672e+01	5.292781651940265952e+00	7.191936559564219955e+00	1.881938779375038826e-08	1.938391744211751498e-03	7.347706998118446187e-01	5.441265321620490703e+00	3.035426117493273068e+00
1.451647445985590778e-05	7.997464059260939173e-02	3.792105522013752061e+00	4.952839413889454256e+00	2.194268902446489644e+00	4.942529583608819971e-02	6.916667335217081991e+00	1.225189729212565304e+01	5.053788698455195849e+00	7.117455779269494798e+00	2.087062875251572626e-08	2.185990094228550812e-03	8.764357388575646501e-01	6.022340705082727119e+00	2.655587121429971997e+00
1.774013499190780181e-05	9.122622241618565109e-02	3.823441279481357036e+00	4.691216198745801869e+00	2.166534774247561579e+00	4.836498257602245970e-02	7.008448041622461488e+00	1.170543343118964152e+01	5.023899762998769170e+00	7.065410626566430707e+00	1.687323678544160963e-07	4.121342874387260574e-03	8.585725615850676729e-01	5.487116976183609829e+00	2.962903043715841012e+00
1.477970900866802671e-05	7.923859548451539503e-02	3.678044025981372034e+00	4.791971607989126802e+00	2.082423917079259112e+00	5.218190151333269855e-02	7.131798490181544992e+00	1.153630993406290983e+01	4.763875810645891384e+00	7.122201580426015255e+00	2.317591577079175444e-08	2.245652030851741192e-03	8.081495902757845906e-01	5.538585404190224715e+00	2.613052113385441189e+00
1.419413493684919189e-05	7.873397085410828444e-02	3.784165532003622712e+00	4.956034721483704608e+00	2.184051778953891354e+00	5.197806275713774682e-02	7.082494734183333307e+00	1.189943018174301237e+01	5.319060428375835592e+00	7.025988299119371838e+00	1.172245793813445699e-07	4.257762506473067483e-03	1.007933522377031377e+00	6.032488836671448418e+00	2.575636106740720077e+00
1.730380203707869181e-05	9.373820539138509600e-02	4.055868254967347042e+00	4.888498879372687789e+00	2.229385999627764292e+00	5.116496093428362507e-02	7.167397763695842805e+00	1.155139925813678481e+01	5.351666777582285484e+00	7.186646829363578348e+00	1.189994760460177766e-07	4.520219951294139615e-03	9.718997327123155561e-01	5.660545757325911254e+00	2.631999627111741624e+00
1.937377363395276667e-05	9.800880780786892787e-02	4.049367619414537600e+00	4.805798654207727338e+00	2.247172093405481963e+00	4.996360125945262937e-02	7.082560080274303616e+00	1.169621673721273503e+01	5.222423651481280515e+00	7.182556142864557458e+00	4.135424747525424222e-08	2.999237148186295783e-03	9.162084754277988186e-01	5.600234725170945893e+00	2.616344433152744120e+00
1.659115115913747094e-05	8.986581304545591953e-02	3.896318481379929644e+00	4.766157298471160431e+00	2.243237378249198777e+00	4.907410633171146314e-02	6.921742163733187070e+00	1.231733116466081590e+01	5.012175385936217253e+00	7.135839287995747071e+00	2.623473012199347980e-08	2.593920202225823753e-03	9.492329688069379712e-01	5.844165458002669844e+00	2.860638020390030789e+00
