1.000000000000000000e+01	9.119441513787018188e-04	1.030217654543127831e-01	3.900234042030971349e+00	1.165425369311239717e-01	3.831407583916212611e-01	1.949894951998617787e-01	1.651756750553846909e-01	4.081152738099511623e-01	1.499269592186218414e-01	7.936279586128943686e-01	1.057949503014442572e+00	7.766666350814496189e-01	3.812122649267987023e-02	7.057156431867710189e-02	2.206468713457723663e+00
1.100000000000000000e+01	1.489665655794624377e-03	3.355414568091328875e-01	2.111750607859655959e-01	4.931666478755925564e-01	1.003404187598003983e+00	9.976103451490236917e-02	2.366248084449834865e-01	3.073752217944892284e-01	6.481071551324963931e-01	1.474894932404229309e-01	5.556094640735701473e-01	1.294216769730158534e+00	7.825823523201412557e-02	4.019730918307109352e-02	1.245374919367300270e-01
1.300000000000000000e+01	1.316386810085224931e-03	4.236777577281256590e+00	8.872050929294492683e-01	1.258122196333435472e-01	5.450889096100760556e-01	4.250479055056626682e-02	3.778834083566196683e-02	1.802037182220256106e+00	4.413849764420600397e-01	3.551680646363028604e+00	1.964967132495316449e+01	3.040766019886210203e-01	1.419910046336371745e-01	1.317444202799719633e-01	2.566872464881925220e-01
1.600000000000000000e+01	3.639351976811798744e-04	3.453792649780190044e-02	3.856106843676140178e-02	1.774803180856449336e-01	6.442702181612132428e-02	2.616619332189068503e-02	3.196306681676149702e-02	2.551617047640754310e-02	3.523727579196807985e-02	4.554931593175743504e-02	1.853437453900719928e-02	5.825683854010371004e-02	3.042735256351385489e-02	9.927976624189720559e-03	2.104119925224804191e-02
1.800000000000000000e+01	2.338296479458130386e-04	6.255704419847381292e-02	3.699261053618334988e-02	1.163149890023157801e-01	1.714937097320744230e-01	3.164084041664245311e-02	2.514248334113357297e-02	4.868101252381787369e-02	2.900057268980120451e-02	3.306104159889577260e-02	3.934421239210875165e-01	1.765546362511336842e-01	2.924309697031989355e-02	8.592066158453034314e-03	4.681711136711617233e-02
2.200000000000000000e+01	1.936070101356270024e-04	3.444498597814338314e-02	4.071490104033753665e-02	1.273802806606592897e-01	2.893513287670855250e-01	2.445932440347464709e-02	1.616067675106723153e-02	3.659530785851491941e-02	6.043455938160238045e-02	3.046613508104535281e-02	3.750738539478440381e-01	4.109318571972016276e-02	4.011948171130217539e-02	1.424148720082684012e-02	2.597188436973129136e-02
2.500000000000000000e+01	1.356798013231551422e-04	5.369649304957888752e-02	3.361455465233700174e-02	8.217821234131038322e-02	1.375031788953469114e-01	2.279872804631040417e-02	1.314612891522238224e-02	3.511272268395038143e-02	2.079978375501221818e-02	4.801277229372184069e-02	5.953177333461579651e-02	1.024376175833416891e-01	1.886158379425526346e-02	1.125100101435584816e-02	1.831295255996968907e-02
3.000000000000000000e+01	8.611967965980327081e-05	4.432501681871973270e-02	1.731787481022330558e-02	4.259025558338259271e-02	9.130690142248777674e-02	3.320624610124681131e-02	1.213552817724507932e-02	1.799639320522112423e-02	7.732541945558252250e-02	2.779155311261367542e-02	1.638244811965369752e-02	4.035004156473902953e-02	2.155259786611947101e-02	7.801866323133468950e-03	1.287765639107817106e-02
3.500000000000000000e+01	9.283486149401162530e-05	3.728359197216454118e-02	3.919546589903923073e-02	1.006175761612265740e-01	1.029331696161901455e-01	2.790910882806461532e-02	5.355029017751763293e-02	2.067177524184683757e-02	3.641552836983916880e-02	8.434654256379343906e-02	2.495022618015926841e-02	4.349129291980044498e-02	1.916683704744879743e-02	1.659535846125035144e-02	4.631298715934514809e-02
4.100000000000000000e+01	1.122500578417629457e-04	5.461087076025791104e-02	1.417754848932200468e-02	6.168482847230395000e-02	2.954622250429443306e-02	4.703599052625231230e-02	1.584271772763458722e-02	1.777419431614792392e-02	2.481604437536449881e-02	2.817903578934131611e-02	2.406185898162975165e-02	1.848548277156377914e-02	8.429345607615516475e-03	1.212802700483876263e-02	1.192124649342336286e-02
