      Step     Time          Energy         fmax
BFGS:    0 21:36:51    -1005.073063       38.6830
BFGS:    1 21:36:52    -1015.042350       31.5390
BFGS:    2 21:36:52    -1019.926724       26.8037
BFGS:    3 21:36:53    -1026.442831       26.1580
BFGS:    4 21:36:53    -1031.966428       22.6828
BFGS:    5 21:36:54    -1036.589419       20.3473
BFGS:    6 21:36:54    -1040.262717       18.6402
BFGS:    7 21:36:55    -1043.425751       17.4126
BFGS:    8 21:36:55    -1046.642252       15.4495
BFGS:    9 21:36:56    -1049.729506       14.4004
BFGS:   10 21:36:56    -1052.845111       13.1590
BFGS:   11 21:36:57    -1055.681308       11.2920
BFGS:   12 21:36:57    -1057.917023       10.9164
BFGS:   13 21:36:58    -1060.044406        9.6676
BFGS:   14 21:36:58    -1062.052970        9.1288
BFGS:   15 21:36:59    -1064.162481        8.2848
BFGS:   16 21:36:59    -1066.267288        7.7795
BFGS:   17 21:37:00    -1068.128165        7.0078
BFGS:   18 21:37:01    -1069.903821        6.4549
BFGS:   19 21:37:01    -1071.656660        5.7284
BFGS:   20 21:37:02    -1073.306261        5.3493
BFGS:   21 21:37:02    -1074.798355        5.0599
BFGS:   22 21:37:03    -1076.192219        4.8348
BFGS:   23 21:37:03    -1077.448227        4.6418
BFGS:   24 21:37:04    -1078.621124        4.4512
BFGS:   25 21:37:04    -1079.647454        4.2737
BFGS:   26 21:37:05    -1080.620437        4.0671
BFGS:   27 21:37:05    -1081.479261        3.9039
BFGS:   28 21:37:06    -1082.291842        3.7357
BFGS:   29 21:37:06    -1083.053928        3.8991
BFGS:   30 21:37:07    -1083.770074        4.3652
BFGS:   31 21:37:07    -1084.447924        4.9236
BFGS:   32 21:37:08    -1085.091714        5.4858
BFGS:   33 21:37:08    -1085.692880        5.8637
BFGS:   34 21:37:09    -1086.244080        5.9533
BFGS:   35 21:37:09    -1086.742253        5.7609
BFGS:   36 21:37:10    -1087.193059        5.3706
BFGS:   37 21:37:10    -1087.599257        4.8479
BFGS:   38 21:37:11    -1087.962826        4.2509
BFGS:   39 21:37:11    -1088.281532        3.6038
BFGS:   40 21:37:12    -1088.553704        3.1324
BFGS:   41 21:37:12    -1088.779346        2.9031
BFGS:   42 21:37:13    -1088.969452        2.5697
BFGS:   43 21:37:13    -1089.115193        2.3791
BFGS:   44 21:37:14    -1089.326011        1.8990
BFGS:   45 21:37:14    -1089.475584        1.6634
BFGS:   46 21:37:15    -1089.602058        1.6176
BFGS:   47 21:37:15    -1089.686462        1.4430
BFGS:   48 21:37:16    -1089.731876        1.1693
BFGS:   49 21:37:16    -1089.786563        0.8970
BFGS:   50 21:37:17    -1089.815028        0.7572
BFGS:   51 21:37:17    -1089.839466        0.7629
BFGS:   52 21:37:18    -1089.866799        0.6659
BFGS:   53 21:37:18    -1089.894364        0.6174
BFGS:   54 21:37:19    -1089.915111        0.4067
BFGS:   55 21:37:19    -1089.926734        0.2945
BFGS:   56 21:37:20    -1089.933342        0.2784
BFGS:   57 21:37:20    -1089.939844        0.3201
BFGS:   58 21:37:21    -1089.946001        0.2576
BFGS:   59 21:37:21    -1089.949834        0.1431
BFGS:   60 21:37:22    -1089.951674        0.1028
BFGS:   61 21:37:22    -1089.952606        0.0807
