      Step     Time          Energy         fmax
BFGS:    0 21:39:49     -992.470004       46.3373
BFGS:    1 21:39:49    -1004.478453       35.8296
BFGS:    2 21:39:50    -1012.506519       35.5767
BFGS:    3 21:39:50    -1018.127547       31.0762
BFGS:    4 21:39:51    -1023.064150       29.9616
BFGS:    5 21:39:51    -1028.553534       26.8740
BFGS:    6 21:39:52    -1033.984536       24.9132
BFGS:    7 21:39:52    -1039.169112       23.4380
BFGS:    8 21:39:53    -1043.420648       21.0776
BFGS:    9 21:39:53    -1046.928534       19.5563
BFGS:   10 21:39:54    -1049.921302       18.2312
BFGS:   11 21:39:54    -1052.593356       16.9944
BFGS:   12 21:39:55    -1055.065724       15.3922
BFGS:   13 21:39:55    -1057.395234       14.9314
BFGS:   14 21:39:56    -1059.715142       13.2764
BFGS:   15 21:39:56    -1061.850407       12.6459
BFGS:   16 21:39:57    -1063.709012       12.1156
BFGS:   17 21:39:57    -1065.479969       11.5080
BFGS:   18 21:39:58    -1067.243072       12.0149
BFGS:   19 21:39:58    -1068.961115       12.6696
BFGS:   20 21:39:59    -1070.585608       12.9156
BFGS:   21 21:39:59    -1072.104937       12.7444
BFGS:   22 21:40:00    -1073.546238       12.2218
BFGS:   23 21:40:00    -1074.935864       11.4802
BFGS:   24 21:40:01    -1076.288018       10.5976
BFGS:   25 21:40:01    -1077.606980        9.6657
BFGS:   26 21:40:02    -1078.875348        8.7468
BFGS:   27 21:40:02    -1080.100532        7.7482
BFGS:   28 21:40:03    -1081.259129        6.9371
BFGS:   29 21:40:03    -1082.391366        5.8609
BFGS:   30 21:40:04    -1083.424246        5.3479
BFGS:   31 21:40:04    -1084.310243        4.7628
BFGS:   32 21:40:05    -1085.117948        4.1103
BFGS:   33 21:40:05    -1085.821701        3.4842
BFGS:   34 21:40:06    -1086.431940        2.9509
BFGS:   35 21:40:07    -1086.954218        2.4770
BFGS:   36 21:40:07    -1087.401301        2.0816
BFGS:   37 21:40:08    -1087.763700        1.7383
BFGS:   38 21:40:08    -1088.029666        1.5487
BFGS:   39 21:40:09    -1088.231803        1.4997
BFGS:   40 21:40:09    -1088.473095       10.9315
BFGS:   41 21:40:10    -1088.641578       10.4316
BFGS:   42 21:40:10    -1088.854722        9.5705
BFGS:   43 21:40:11    -1089.089621        8.7909
BFGS:   44 21:40:11    -1089.338334        8.0789
BFGS:   45 21:40:12    -1089.588889        7.4963
BFGS:   46 21:40:12    -1089.838453        7.0602
BFGS:   47 21:40:13    -1090.084732        6.7990
BFGS:   48 21:40:13    -1090.329334        6.7164
BFGS:   49 21:40:14    -1090.580836        6.7450
BFGS:   50 21:40:14    -1090.839507        6.7484
BFGS:   51 21:40:15    -1091.104963        6.6280
BFGS:   52 21:40:15    -1091.379795        6.3814
BFGS:   53 21:40:16    -1091.666165        6.0376
BFGS:   54 21:40:16    -1091.958351        5.6333
BFGS:   55 21:40:17    -1092.213570        5.2677
BFGS:   56 21:40:17    -1092.448631        4.9428
BFGS:   57 21:40:18    -1092.672120        4.6522
BFGS:   58 21:40:18    -1092.888004        4.3897
BFGS:   59 21:40:19    -1093.098020        4.1509
BFGS:   60 21:40:19    -1093.302887        3.9332
BFGS:   61 21:40:20    -1093.501980        3.7355
BFGS:   62 21:40:20    -1093.695706        3.5523
BFGS:   63 21:40:21    -1093.890489        3.3746
BFGS:   64 21:40:21    -1094.068798        3.2295
BFGS:   65 21:40:22    -1094.238541        3.1393
BFGS:   66 21:40:22    -1094.412222        3.1116
BFGS:   67 21:40:23    -1094.582064        3.1872
BFGS:   68 21:40:24    -1094.714546        3.3622
BFGS:   69 21:40:24    -1094.816475        3.6046
BFGS:   70 21:40:25    -1094.888184        3.7405
BFGS:   71 21:40:25    -1094.947197        3.6960
BFGS:   72 21:40:26    -1094.997210        3.3943
BFGS:   73 21:40:26    -1095.027801        3.1210
BFGS:   74 21:40:27    -1095.062161        2.5545
BFGS:   75 21:40:27    -1095.092308        2.1540
BFGS:   76 21:40:28    -1095.121272        1.7306
BFGS:   77 21:40:28    -1095.158283        1.3775
BFGS:   78 21:40:29    -1095.207196        1.0127
BFGS:   79 21:40:29    -1095.259359        0.8660
BFGS:   80 21:40:30    -1095.301918        0.7777
BFGS:   81 21:40:30    -1095.331663        0.7636
BFGS:   82 21:40:31    -1095.353959        0.5807
BFGS:   83 21:40:31    -1095.376152        0.6216
BFGS:   84 21:40:32    -1095.399156        0.6787
BFGS:   85 21:40:32    -1095.416702        0.5838
BFGS:   86 21:40:33    -1095.427607        0.4276
BFGS:   87 21:40:33    -1095.434986        0.3116
BFGS:   88 21:40:34    -1095.440249        0.1922
BFGS:   89 21:40:34    -1095.443258        0.1355
BFGS:   90 21:40:35    -1095.445226        0.1518
BFGS:   91 21:40:35    -1095.446698        0.1518
BFGS:   92 21:40:36    -1095.447581        0.0983
