1.510000000000000000e+02	1.118000000000000000e+03	-1.134470996123231856e+02
1.230000000000000000e+02	9.810000000000000000e+02	-1.134465127936615403e+02
9.600000000000000000e+01	1.133000000000000000e+03	-1.134471067658234489e+02
3.100000000000000000e+01	8.520000000000000000e+02	-1.134413853839622988e+02
1.250000000000000000e+02	6.860000000000000000e+02	-1.134431046153406015e+02
1.470000000000000000e+02	1.083000000000000000e+03	-1.134466808888517733e+02
9.100000000000000000e+01	7.270000000000000000e+02	-1.134453447107063369e+02
8.700000000000000000e+01	1.057000000000000000e+03	-1.134443839070076621e+02
1.830000000000000000e+02	1.372000000000000000e+03	-1.134464355115293728e+02
1.050000000000000000e+02	2.014000000000000000e+03	-1.134470813937632983e+02
1.780000000000000000e+02	1.390000000000000000e+03	-1.134465628443610399e+02
5.700000000000000000e+01	9.870000000000000000e+02	-1.134458748063767786e+02
1.180000000000000000e+02	1.119000000000000000e+03	-1.134464530046862194e+02
7.800000000000000000e+01	1.313000000000000000e+03	-1.134467582590597488e+02
9.900000000000000000e+01	1.784000000000000000e+03	-1.134464339304916507e+02
3.000000000000000000e+01	7.630000000000000000e+02	-1.134310838306713407e+02
1.600000000000000000e+01	8.000000000000000000e+02	-1.134257385965814393e+02
6.300000000000000000e+01	8.130000000000000000e+02	-1.134312565036860434e+02
8.900000000000000000e+01	1.299000000000000000e+03	-1.134317319716961521e+02
4.500000000000000000e+01	1.104000000000000000e+03	-1.134457581352544224e+02
1.570000000000000000e+02	1.162000000000000000e+03	-1.134466833133211310e+02
1.640000000000000000e+02	1.252000000000000000e+03	-1.134469146045096011e+02
1.390000000000000000e+02	1.288000000000000000e+03	-1.134467854717570248e+02
1.750000000000000000e+02	1.369000000000000000e+03	-1.134471232633317754e+02
9.000000000000000000e+01	1.227000000000000000e+03	-1.134464798125928695e+02
1.670000000000000000e+02	1.245000000000000000e+03	-1.134465870007353629e+02
1.860000000000000000e+02	1.113000000000000000e+03	-1.134379314557891831e+02
3.000000000000000000e+01	7.570000000000000000e+02	-1.134349982775530918e+02
1.400000000000000000e+01	6.590000000000000000e+02	-1.134339327649506970e+02
5.200000000000000000e+01	1.351000000000000000e+03	-1.134468257862170333e+02
4.900000000000000000e+01	1.339000000000000000e+03	-1.134472655679097244e+02
9.000000000000000000e+01	9.990000000000000000e+02	-1.134453180785212680e+02
9.000000000000000000e+01	1.662000000000000000e+03	-1.134467768386066240e+02
1.750000000000000000e+02	1.354000000000000000e+03	-1.134458238199758142e+02
1.430000000000000000e+02	1.101000000000000000e+03	-1.134448881365871671e+02
1.800000000000000000e+01	3.460000000000000000e+02	-1.134418187739777437e+02
1.000000000000000000e+02	1.056000000000000000e+03	-1.134459491612010282e+02
1.480000000000000000e+02	1.248000000000000000e+03	-1.134450335661399976e+02
1.600000000000000000e+01	4.890000000000000000e+02	-1.134396399352061877e+02
3.900000000000000000e+01	9.600000000000000000e+02	-1.134467269916979006e+02
4.300000000000000000e+01	9.100000000000000000e+02	-1.134457880576415931e+02
1.880000000000000000e+02	1.384000000000000000e+03	-1.134468778792232655e+02
7.100000000000000000e+01	5.520000000000000000e+02	-1.134453484847383891e+02
4.300000000000000000e+01	6.720000000000000000e+02	-1.134463001019928186e+02
1.820000000000000000e+02	1.941000000000000000e+03	-1.134467436658871975e+02
2.300000000000000000e+01	1.279000000000000000e+03	-1.134472655679088007e+02
1.990000000000000000e+02	1.428000000000000000e+03	-1.134428613292641188e+02
1.990000000000000000e+02	1.228000000000000000e+03	-1.134467920295227970e+02
1.240000000000000000e+02	9.500000000000000000e+02	-1.134467627314887608e+02
1.980000000000000000e+02	1.342000000000000000e+03	-1.134468652613633992e+02
1.100000000000000000e+01	9.180000000000000000e+02	-1.134472655679080759e+02
1.130000000000000000e+02	1.060000000000000000e+03	-1.134433242082114788e+02
1.230000000000000000e+02	1.856000000000000000e+03	-1.134470788937006347e+02
8.900000000000000000e+01	1.409000000000000000e+03	-1.134440295133204586e+02
9.900000000000000000e+01	8.840000000000000000e+02	-1.134445821424592111e+02
1.610000000000000000e+02	1.733000000000000000e+03	-1.134457702379780670e+02
2.200000000000000000e+01	7.920000000000000000e+02	-1.134358360931075680e+02
1.950000000000000000e+02	1.171000000000000000e+03	-1.134464867431411648e+02
5.000000000000000000e+00	5.340000000000000000e+02	-1.134456863772681885e+02
7.000000000000000000e+01	1.529000000000000000e+03	-1.134462067604564197e+02
