         82330516 function calls (76560663 primitive calls) in 439.952 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1037    0.001    0.000    0.059    0.000 formats.py:199(get_ioformat)
        1    0.000    0.000    0.058    0.058 lgmres.py:4(<module>)
     1037    0.002    0.000    0.057    0.000 formats.py:172(initialize)
     5160    0.036    0.000    0.057    0.000 posixpath.py:73(join)
    14598    0.057    0.000    0.057    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.057    0.028 function_base.py:1(<module>)
        1    0.000    0.000    0.056    0.056 cobyla.py:11(<module>)
        1    0.000    0.000    0.056    0.056 slsqp.py:14(<module>)
        1    0.000    0.000    0.056    0.056 tnc.py:33(<module>)
    38130    0.030    0.000    0.056    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.056    0.056 lil.py:2(<module>)
        2    0.000    0.000    0.056    0.028 __init__.py:108(import_module)
        2    0.000    0.000    0.056    0.028 <frozen importlib._bootstrap>:982(_gcd_import)
        1    0.000    0.000    0.055    0.055 signals.py:1(<module>)
      335    0.001    0.000    0.055    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
        1    0.000    0.000    0.055    0.055 dos.py:1(<module>)
        1    0.000    0.000    0.055    0.055 _numdiff.py:1(<module>)
   154399    0.055    0.000    0.055    0.000 atoms.py:1781(_get_atomic_numbers)
   178226    0.055    0.000    0.055    0.000 atoms.py:1797(_get_pbc)
        1    0.000    0.000    0.054    0.054 tokenize.py:21(<module>)
    31630    0.029    0.000    0.054    0.000 atoms.py:621(set_initial_charges)
        1    0.000    0.000    0.054    0.054 bisect.py:1(<module>)
        1    0.000    0.000    0.054    0.054 lzma.py:9(<module>)
        1    0.000    0.000    0.053    0.053 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.053    0.053 trf.py:95(<module>)
        1    0.000    0.000    0.052    0.052 quadpack.py:3(<module>)
        1    0.000    0.000    0.052    0.052 linesearch.py:13(<module>)
      335    0.052    0.000    0.052    0.000 {built-in method marshal.loads}
    38130    0.052    0.000    0.052    0.000 linalg.py:101(get_linalg_error_extobj)
        1    0.000    0.000    0.051    0.051 _plotutils.py:1(<module>)
        1    0.000    0.000    0.051    0.051 _ccallback.py:1(<module>)
        2    0.000    0.000    0.051    0.025 _version.py:7(<module>)
        1    0.000    0.000    0.051    0.051 lbfgs.py:2(<module>)
        1    0.000    0.000    0.051    0.051 odepack.py:2(<module>)
     1037    0.006    0.000    0.050    0.000 formats.py:241(open_with_compression)
    15074    0.043    0.000    0.050    0.000 ulm.py:116(__init__)
        1    0.000    0.000    0.050    0.050 code.py:3(<module>)
        1    0.000    0.000    0.050    0.050 mdmin.py:1(<module>)
   122986    0.048    0.000    0.048    0.000 ulm.py:197(_write_header)
     2602    0.010    0.000    0.047    0.000 numeric.py:2365(identity)
        1    0.000    0.000    0.047    0.047 opcode.py:5(<module>)
        1    0.000    0.000    0.047    0.047 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.047    0.047 numerictypes.py:82(<module>)
        1    0.000    0.000    0.046    0.046 _linprog_ip.py:3(<module>)
        1    0.000    0.000    0.046    0.046 arpack.py:7(<module>)
        1    0.000    0.000    0.045    0.045 socket.py:47(<module>)
        1    0.000    0.000    0.045    0.045 lapack.py:437(<module>)
        1    0.000    0.000    0.045    0.045 bundletrajectory.py:1(<module>)
        1    0.000    0.000    0.045    0.045 nnls.py:1(<module>)
     1888    0.015    0.000    0.045    0.000 ulm.py:472(__init__)
        1    0.000    0.000    0.044    0.044 flinalg.py:5(<module>)
        1    0.000    0.000    0.044    0.044 scanner.py:2(<module>)
        1    0.000    0.000    0.043    0.043 zeros.py:1(<module>)
        1    0.000    0.000    0.043    0.043 blas.py:184(<module>)
   154627    0.042    0.000    0.042    0.000 atoms.py:1790(_get_cell)
        1    0.000    0.000    0.042    0.042 trf_linear.py:2(<module>)
   120885    0.041    0.000    0.041    0.000 atoms.py:277(_get_constraints)
     1468    0.027    0.000    0.040    0.000 function_base.py:4689(delete)
        1    0.000    0.000    0.040    0.040 datetime.py:5(<module>)
     9124    0.009    0.000    0.040    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.040    0.040 defmatrix.py:1(<module>)
   126294    0.039    0.000    0.039    0.000 shape_base.py:897(<genexpr>)
   158150    0.037    0.000    0.037    0.000 atoms.py:1908(default)
    38131    0.036    0.000    0.036    0.000 linalg.py:198(_assertRankAtLeast2)
    14481    0.035    0.000    0.035    0.000 {method 'copy' of 'numpy.flatiter' objects}
    40645    0.035    0.000    0.035    0.000 {built-in method builtins.max}
      100    0.003    0.000    0.034    0.000 globalOptim_ase3d.py:497(<listcomp>)
     2721    0.017    0.000    0.033    0.000 twodim_base.py:139(eye)
    14132    0.014    0.000    0.032    0.000 iso8859_15.py:11(encode)
  603/595    0.020    0.000    0.031    0.000 {built-in method builtins.__build_class__}
     8000    0.029    0.000    0.031    0.000 _methods.py:43(_count_reduce_items)
     9124    0.005    0.000    0.031    0.000 _methods.py:37(_any)
    11352    0.028    0.000    0.028    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
    74937    0.028    0.000    0.028    0.000 atoms.py:449(has)
    54210    0.028    0.000    0.028    0.000 {built-in method math.sqrt}
     1135    0.008    0.000    0.027    0.000 calculator.py:256(__init__)
    10000    0.009    0.000    0.027    0.000 fromnumeric.py:458(swapaxes)
     1468    0.018    0.000    0.026    0.000 atoms.py:1587(get_distances)
    56254    0.026    0.000    0.026    0.000 {method 'lower' of 'str' objects}
     2074    0.008    0.000    0.025    0.000 formats.py:205(get_compression)
      949    0.002    0.000    0.025    0.000 ulm.py:108(readints)
    57700    0.024    0.000    0.024    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    28151    0.023    0.000    0.023    0.000 {method 'write' of '_io.BufferedWriter' objects}
    14804    0.013    0.000    0.023    0.000 atoms.py:461(get_atomic_numbers)
    26881    0.023    0.000    0.023    0.000 {method 'split' of 'str' objects}
      600    0.019    0.000    0.022    0.000 {method 'permutation' of 'mtrand.RandomState' objects}
    38429    0.022    0.000    0.022    0.000 {built-in method builtins.min}
     3111    0.008    0.000    0.021    0.000 posixpath.py:119(splitext)
    55114    0.021    0.000    0.021    0.000 distance.py:125(_args_to_kwargs_xdist)
    63261    0.021    0.000    0.021    0.000 {method 'values' of 'dict' objects}
     1032    0.013    0.000    0.019    0.000 dftb.py:242(read_energy)
    25391    0.019    0.000    0.019    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      162    0.001    0.000    0.019    0.000 re.py:286(_compile)
    11352    0.019    0.000    0.019    0.000 atoms.py:1754(_set_positions)
    18008    0.017    0.000    0.018    0.000 {method 'encode' of 'str' objects}
       32    0.000    0.000    0.018    0.001 sre_compile.py:557(compile)
       30    0.000    0.000    0.018    0.001 re.py:231(compile)
      408    0.004    0.000    0.017    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
     4488    0.007    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
       22    0.001    0.000    0.017    0.001 __init__.py:357(namedtuple)
     4348    0.008    0.000    0.017    0.000 _bootlocale.py:23(getpreferredencoding)
    43344    0.016    0.000    0.016    0.000 {method 'count' of 'str' objects}
     1037    0.004    0.000    0.016    0.000 genericpath.py:39(isdir)
    11452    0.016    0.000    0.016    0.000 {method 'rand' of 'mtrand.RandomState' objects}
    45791    0.016    0.000    0.016    0.000 {method 'rstrip' of 'str' objects}
     7250    0.009    0.000    0.015    0.000 posixpath.py:39(_get_sep)
    14481    0.015    0.000    0.015    0.000 optimize.py:212(dump)
     1032    0.003    0.000    0.013    0.000 atoms.py:465(get_chemical_symbols)
      114    0.000    0.000    0.013    0.000 ulm.py:75(open)
      106    0.013    0.000    0.013    0.000 utilities.py:12(closest_distances_generator)
    49547    0.013    0.000    0.013    0.000 jsonio.py:29(object_hook)
      105    0.001    0.000    0.013    0.000 trajectory.py:18(Trajectory)
     2064    0.013    0.000    0.013    0.000 {built-in method posix.close}
     2064    0.012    0.000    0.012    0.000 {built-in method builtins.sorted}
      109    0.001    0.000    0.012    0.000 trajectory.py:54(__init__)
    29930    0.012    0.000    0.012    0.000 atoms.py:1814(_images_)
      109    0.001    0.000    0.011    0.000 trajectory.py:96(_open)
    29731    0.011    0.000    0.011    0.000 {method 'endswith' of 'str' objects}
     3111    0.009    0.000    0.011    0.000 genericpath.py:117(_splitext)
    12881    0.011    0.000    0.011    0.000 {method 'pop' of 'list' objects}
    14448    0.011    0.000    0.011    0.000 {method 'rsplit' of 'str' objects}
      670    0.004    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
     1051    0.006    0.000    0.010    0.000 posixpath.py:152(dirname)
     1032    0.010    0.000    0.010    0.000 atoms.py:467(<listcomp>)
       32    0.000    0.000    0.010    0.000 sre_compile.py:542(_code)
     4068    0.010    0.000    0.010    0.000 {built-in method numpy.core.multiarray.arange}
       38    0.004    0.000    0.009    0.000 startgenerator.py:22(random_pos_elliptic)
      738    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:403(cached)
     2752    0.009    0.000    0.009    0.000 {method 'random_sample' of 'mtrand.RandomState' objects}
     1032    0.003    0.000    0.009    0.000 os.py:794(fsencode)
    20000    0.009    0.000    0.009    0.000 numerictypes.py:951(<listcomp>)
   129/32    0.001    0.000    0.009    0.000 sre_compile.py:64(_compile)
     4348    0.009    0.000    0.009    0.000 {built-in method _locale.nl_langinfo}
     4488    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
      119    0.001    0.000    0.009    0.000 bfgs.py:12(__init__)
     2827    0.008    0.000    0.008    0.000 {method 'seek' of '_io.BufferedReader' objects}
      403    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
      119    0.001    0.000    0.008    0.000 optimize.py:113(__init__)
    20770    0.007    0.000    0.008    0.000 {method 'join' of 'str' objects}
      335    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      443    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:147(__enter__)
    14518    0.008    0.000    0.008    0.000 {method 'upper' of 'str' objects}
     1101    0.001    0.000    0.007    0.000 enum.py:265(__call__)
       32    0.000    0.000    0.007    0.000 sre_parse.py:844(parse)
     8952    0.007    0.000    0.007    0.000 constraints.py:377(todict)
      335    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
     5126    0.007    0.000    0.007    0.000 numerictypes.py:1015(<listcomp>)
      403    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
      119    0.001    0.000    0.007    0.000 optimize.py:18(__init__)
        7    0.000    0.000    0.007    0.001 enum.py:602(_convert)
    14965    0.007    0.000    0.007    0.000 atoms.py:247(get_calculator)
     9325    0.004    0.000    0.006    0.000 trajectory.py:325(<genexpr>)
      100    0.001    0.000    0.006    0.000 function_base.py:146(logspace)
     1032    0.003    0.000    0.006    0.000 subprocess.py:1348(_handle_exitstatus)
     1032    0.005    0.000    0.006    0.000 subprocess.py:746(__exit__)
    10000    0.006    0.000    0.006    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
    13506    0.006    0.000    0.006    0.000 {built-in method posix.fspath}
     3877    0.006    0.000    0.006    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     9760    0.006    0.000    0.006    0.000 {method 'startswith' of 'str' objects}
      100    0.005    0.000    0.006    0.000 krr_ase.py:175(<listcomp>)
    63/32    0.000    0.000    0.006    0.000 sre_parse.py:407(_parse_sub)
      712    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      949    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
    71/32    0.002    0.000    0.005    0.000 sre_parse.py:470(_parse)
      100    0.003    0.000    0.005    0.000 function_base.py:25(linspace)
     1032    0.004    0.000    0.004    0.000 {built-in method posix.pipe}
        7    0.000    0.000    0.004    0.001 enum.py:364(_create_)
      403    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
     1032    0.003    0.000    0.004    0.000 subprocess.py:758(__del__)
      335    0.004    0.000    0.004    0.000 {method 'read' of '_io.FileIO' objects}
       64    0.000    0.000    0.004    0.000 sre_compile.py:223(_compile_charset)
    14965    0.004    0.000    0.004    0.000 {method 'flush' of '_io.BufferedWriter' objects}
    22820    0.004    0.000    0.004    0.000 {built-in method builtins.globals}
      100    0.000    0.000    0.004    0.000 custom_calculators.py:13(__init__)
        1    0.000    0.000    0.004    0.004 string.py:15(<module>)
        5    0.000    0.000    0.004    0.001 trajectory.py:207(__init__)
        5    0.000    0.000    0.004    0.001 trajectory.py:219(_open)
     9340    0.004    0.000    0.004    0.000 ulm.py:409(__contains__)
        1    0.000    0.000    0.004    0.004 string.py:65(__init__)
     1037    0.002    0.000    0.004    0.000 posixpath.py:142(basename)
      954    0.004    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
       64    0.003    0.000    0.004    0.000 sre_compile.py:250(_optimize_charset)
      485    0.001    0.000    0.004    0.000 enum.py:801(__and__)
     1037    0.003    0.000    0.004    0.000 posixpath.py:230(expanduser)
     6193    0.004    0.000    0.004    0.000 {method 'find' of 'str' objects}
      408    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
     2111    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
      269    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        8    0.002    0.000    0.003    0.000 enum.py:124(__new__)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
     2064    0.003    0.000    0.003    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
      712    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
      109    0.000    0.000    0.003    0.000 genericpath.py:27(isfile)
      238    0.001    0.000    0.003    0.000 optimize.py:78(attach)
        1    0.000    0.000    0.003    0.003 nonlin.py:106(<module>)
       47    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
     7279    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
       11    0.000    0.000    0.003    0.000 decorator.py:201(create)
     1200    0.003    0.000    0.003    0.000 _internal.py:241(__init__)
     4780    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      712    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
      283    0.001    0.000    0.003    0.000 function_base.py:4519(add_newdoc)
      443    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
      252    0.001    0.000    0.003    0.000 linalg.py:2014(norm)
        9    0.000    0.000    0.002    0.000 decorator.py:224(decorate)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        7    0.000    0.000    0.002    0.000 nonlin.py:1492(_nonlin_wrapper)
     1878    0.002    0.000    0.002    0.000 ulm.py:487(__len__)
     5126    0.002    0.000    0.002    0.000 numerictypes.py:1016(<listcomp>)
     1032    0.002    0.000    0.002    0.000 subprocess.py:203(_cleanup)
     2284    0.002    0.000    0.002    0.000 codecs.py:185(__init__)
        1    0.000    0.000    0.002    0.002 version.py:27(<module>)
        7    0.001    0.000    0.002    0.000 enum.py:623(<listcomp>)
     3492    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.002    0.000 _threadsafety.py:54(decorator)
     1094    0.001    0.000    0.002    0.000 enum.py:515(__new__)
        6    0.000    0.000    0.002    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.002    0.002 decorator.py:33(<module>)
     3612    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
        4    0.000    0.000    0.002    0.000 warnings.py:119(filterwarnings)
     1032    0.002    0.000    0.002    0.000 {built-in method posix.WIFSIGNALED}
       47    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        5    0.000    0.000    0.002    0.000 globalOptim_ase3d.py:512(<listcomp>)
      882    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(parent)
     1135    0.001    0.000    0.002    0.000 calculator.py:387(set)
      670    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
      994    0.001    0.000    0.002    0.000 iso8859_15.py:14(decode)
     1032    0.002    0.000    0.002    0.000 subprocess.py:1154(_get_handles)
       19    0.000    0.000    0.002    0.000 abc.py:132(__new__)
     1032    0.001    0.000    0.001    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.001    0.001 utils.py:1(<module>)
      439    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
     1032    0.001    0.000    0.001    0.000 calculator.py:652(write_input)
      167    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       11    0.000    0.000    0.001    0.000 decorator.py:168(make)
      439    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
      120    0.000    0.000    0.001    0.000 re.py:169(match)
     1883    0.001    0.000    0.001    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
     1282    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
       11    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
      100    0.001    0.000    0.001    0.000 krr_ase.py:90(add_data)
     1915    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
       17    0.000    0.000    0.001    0.000 inspect.py:2173(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
      670    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       62    0.000    0.000    0.001    0.000 enum.py:795(__or__)
       12    0.000    0.000    0.001    0.000 _version.py:55(__init__)
     3764    0.001    0.000    0.001    0.000 {method 'end' of '_sre.SRE_Match' objects}
      121    0.001    0.000    0.001    0.000 enum.py:70(__setitem__)
       32    0.000    0.000    0.001    0.000 sre_compile.py:482(_compile_info)
      948    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       10    0.000    0.000    0.001    0.000 inspect.py:1079(getfullargspec)
      688    0.000    0.000    0.001    0.000 sre_parse.py:253(get)
     1135    0.001    0.000    0.001    0.000 calculator.py:311(set_label)
      727    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       17    0.000    0.000    0.001    0.000 inspect.py:2092(_signature_from_function)
     1468    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
       43    0.000    0.000    0.001    0.000 core.py:143(get_object_signature)
       11    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
     1384    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     1282    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:843(__enter__)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
      431    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
      335    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
      336    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
      119    0.000    0.000    0.001    0.000 bfgs.py:48(todict)
  209/112    0.001    0.000    0.001    0.000 sre_parse.py:173(getwidth)
       50    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6493(__init__)
      875    0.001    0.000    0.001    0.000 sre_parse.py:232(__next)
     1032    0.001    0.000    0.001    0.000 subprocess.py:1366(_internal_poll)
       26    0.000    0.000    0.001    0.000 core.py:6498(getdoc)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        7    0.000    0.000    0.001    0.000 _util.py:269(getargspec_no_self)
      601    0.001    0.000    0.001    0.000 gaussComparator.py:12(set_args)
        6    0.000    0.000    0.001    0.000 atoms.py:866(__add__)
      426    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
      335    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2091    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     2433    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      408    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
        7    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
       32    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.001    0.001 _numpy_compat.py:3(<module>)
        7    0.000    0.000    0.001    0.000 enum.py:765(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
     2433    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
     1468    0.001    0.000    0.001    0.000 {method 'item' of 'numpy.ndarray' objects}
      443    0.000    0.000    0.001    0.000 sre_parse.py:163(__getitem__)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
      670    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(_held_figure)
     1032    0.001    0.000    0.001    0.000 {method 'rstrip' of 'bytes' objects}
        7    0.000    0.000    0.001    0.000 enum.py:837(_decompose)
     1036    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISDIR}
      100    0.001    0.000    0.001    0.000 function_base.py:13(_index_deprecate)
        1    0.000    0.000    0.001    0.001 version.py:267(LooseVersion)
        6    0.000    0.000    0.001    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.001    0.001 matlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 netcdftrajectory.py:22(<module>)
     1032    0.001    0.000    0.001    0.000 subprocess.py:743(__enter__)
      335    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:800(__init__)
     1632    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        5    0.000    0.000    0.001    0.000 trajectory.py:232(_read_header)
     1032    0.001    0.000    0.001    0.000 {built-in method posix.WIFEXITED}
      156    0.000    0.000    0.001    0.000 enum.py:351(__setattr__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3031(signature)
        7    0.000    0.000    0.000    0.000 inspect.py:2779(from_callable)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
     1200    0.000    0.000    0.000    0.000 _internal.py:266(get_data)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        6    0.000    0.000    0.000    0.000 random.py:260(shuffle)
      206    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
     1032    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
      408    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
      443    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       19    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
       33    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        7    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
     1425    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 globalOptim_ase3d.py:340(__init__)
      430    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
       27    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
       51    0.000    0.000    0.000    0.000 _internal.py:703(_ufunc_doc_signature_formatter)
        2    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
        5    0.000    0.000    0.000    0.000 ulm.py:326(read_header)
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
       14    0.000    0.000    0.000    0.000 getlimits.py:376(__new__)
      102    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
       27    0.000    0.000    0.000    0.000 core.py:940(__init__)
      426    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1419    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        7    0.000    0.000    0.000    0.000 abc.py:151(register)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
      335    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       18    0.000    0.000    0.000    0.000 core.py:1021(__init__)
      138    0.000    0.000    0.000    0.000 random.py:222(_randbelow)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
      115    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
      338    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      336    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      337    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       19    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
     12/7    0.000    0.000    0.000    0.000 abc.py:194(__subclasscheck__)
       19    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
      119    0.000    0.000    0.000    0.000 optimize.py:154(todict)
        1    0.000    0.000    0.000    0.000 kpoints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
       82    0.000    0.000    0.000    0.000 inspect.py:2431(__init__)
      119    0.000    0.000    0.000    0.000 relax_attaches.py:18(__init__)
       17    0.000    0.000    0.000    0.000 inspect.py:2710(__init__)
      344    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
       19    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:409(_init)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
      278    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
      119    0.000    0.000    0.000    0.000 trajectory.py:93(set_description)
        1    0.000    0.000    0.000    0.000 ulm.py:55(<module>)
        1    0.000    0.000    0.000    0.000 dftb.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
