      Step     Time          Energy         fmax
BFGS:    0 10:17:06    -1049.238936       61.0942
BFGS:    1 10:17:06    -1056.138160       38.9218
BFGS:    2 10:17:06    -1059.754927       39.1058
BFGS:    3 10:17:06    -1063.370953       25.3587
BFGS:    4 10:17:06    -1065.804546       20.8454
BFGS:    5 10:17:06    -1067.296137       17.0417
BFGS:    6 10:17:06    -1068.354880       14.4582
BFGS:    7 10:17:06    -1069.270967       11.9953
BFGS:    8 10:17:06    -1070.145181        9.3406
BFGS:    9 10:17:06    -1071.085936        6.0056
BFGS:   10 10:17:07    -1071.762558        4.0100
BFGS:   11 10:17:07    -1072.290315        3.2995
BFGS:   12 10:17:07    -1072.742905        3.0477
BFGS:   13 10:17:07    -1073.130444        3.1204
BFGS:   14 10:17:07    -1073.479631        2.9881
BFGS:   15 10:17:07    -1073.806383        2.8615
BFGS:   16 10:17:07    -1074.129949        3.4774
BFGS:   17 10:17:07    -1074.471305        4.1739
BFGS:   18 10:17:07    -1074.802587        4.7750
BFGS:   19 10:17:07    -1075.120710        5.0845
BFGS:   20 10:17:07    -1075.427793        4.9617
BFGS:   21 10:17:07    -1075.728312        4.3544
BFGS:   22 10:17:07    -1076.011277        4.4515
BFGS:   23 10:17:07    -1076.271378        4.7412
BFGS:   24 10:17:07    -1076.531520        4.9705
BFGS:   25 10:17:07    -1076.827428        5.0850
BFGS:   26 10:17:07    -1077.059403        5.4488
BFGS:   27 10:17:07    -1077.667453        5.5049
BFGS:   28 10:17:07    -1078.197154        5.3299
BFGS:   29 10:17:07    -1078.659301        4.6757
BFGS:   30 10:17:07    -1079.028672        4.4298
BFGS:   31 10:17:07    -1079.336137        4.0645
BFGS:   32 10:17:07    -1079.644465        4.5337
BFGS:   33 10:17:07    -1079.973241        4.4107
BFGS:   34 10:17:07    -1080.292769        3.3494
BFGS:   35 10:17:07    -1080.550299        2.3650
BFGS:   36 10:17:07    -1080.745281        2.0112
BFGS:   37 10:17:07    -1080.920527        2.5832
BFGS:   38 10:17:07    -1081.075374        3.0071
BFGS:   39 10:17:07    -1081.221195        2.7308
BFGS:   40 10:17:07    -1081.356538        2.4040
BFGS:   41 10:17:07    -1081.478730        1.7908
BFGS:   42 10:17:07    -1081.558393        1.4756
BFGS:   43 10:17:07    -1081.603856        1.0432
BFGS:   44 10:17:07    -1081.639198        0.9690
BFGS:   45 10:17:07    -1081.668646        1.1225
BFGS:   46 10:17:07    -1081.727335        1.3108
BFGS:   47 10:17:07    -1081.778396        1.2318
BFGS:   48 10:17:07    -1081.830631        0.8357
BFGS:   49 10:17:07    -1081.887055        0.8352
BFGS:   50 10:17:07    -1081.948653        0.8106
BFGS:   51 10:17:07    -1082.016331        0.7575
BFGS:   52 10:17:08    -1082.093386        1.0801
BFGS:   53 10:17:08    -1082.183370        1.4682
BFGS:   54 10:17:08    -1082.275802        1.7636
BFGS:   55 10:17:08    -1082.366317        1.8333
BFGS:   56 10:17:08    -1082.449762        1.9073
BFGS:   57 10:17:08    -1082.544005        1.9603
BFGS:   58 10:17:08    -1082.677676        1.7672
BFGS:   59 10:17:08    -1082.859514        1.6505
BFGS:   60 10:17:08    -1083.011091        1.7666
BFGS:   61 10:17:08    -1083.116369        1.6022
BFGS:   62 10:17:08    -1083.198254        1.1729
BFGS:   63 10:17:08    -1083.261954        0.8855
BFGS:   64 10:17:08    -1083.319691        0.7693
BFGS:   65 10:17:08    -1083.374167        0.6250
BFGS:   66 10:17:08    -1083.404978        0.5912
BFGS:   67 10:17:08    -1083.443312        0.6581
BFGS:   68 10:17:08    -1083.480891        0.7591
BFGS:   69 10:17:08    -1083.510322        0.8104
BFGS:   70 10:17:08    -1083.531858        0.7134
BFGS:   71 10:17:08    -1083.552640        0.6315
BFGS:   72 10:17:08    -1083.566253        0.4785
BFGS:   73 10:17:08    -1083.575398        0.3451
BFGS:   74 10:17:08    -1083.583197        0.2661
BFGS:   75 10:17:08    -1083.588969        0.2314
BFGS:   76 10:17:08    -1083.593276        0.2710
BFGS:   77 10:17:08    -1083.596355        0.2648
BFGS:   78 10:17:08    -1083.598101        0.2143
BFGS:   79 10:17:08    -1083.599175        0.1718
BFGS:   80 10:17:08    -1083.600297        0.1207
BFGS:   81 10:17:08    -1083.601472        0.0838
