      Step     Time          Energy         fmax
BFGS:    0 10:17:01    -1041.773618       61.8746
BFGS:    1 10:17:01    -1049.706560       30.5722
BFGS:    2 10:17:01    -1053.422766       31.8259
BFGS:    3 10:17:01    -1057.159954       27.5575
BFGS:    4 10:17:01    -1060.153325       23.9276
BFGS:    5 10:17:01    -1063.073850       21.0334
BFGS:    6 10:17:01    -1065.664033       16.2071
BFGS:    7 10:17:01    -1067.850984       13.4689
BFGS:    8 10:17:01    -1069.827655       11.4310
BFGS:    9 10:17:01    -1071.394917        9.6877
BFGS:   10 10:17:01    -1072.638052        6.9235
BFGS:   11 10:17:01    -1073.802817        5.1561
BFGS:   12 10:17:01    -1074.606266        5.1042
BFGS:   13 10:17:01    -1075.100124        3.6743
BFGS:   14 10:17:01    -1075.576057        4.6323
BFGS:   15 10:17:01    -1076.035854        4.1959
BFGS:   16 10:17:01    -1076.446719        3.9379
BFGS:   17 10:17:01    -1076.820813        2.8579
BFGS:   18 10:17:01    -1077.126699        2.1579
BFGS:   19 10:17:01    -1077.422702        1.8843
BFGS:   20 10:17:01    -1077.703352        2.0352
BFGS:   21 10:17:01    -1077.994041        2.6678
BFGS:   22 10:17:01    -1078.255498        3.3264
BFGS:   23 10:17:01    -1078.500652        3.4797
BFGS:   24 10:17:01    -1078.778146        3.9658
BFGS:   25 10:17:01    -1079.047456        4.2196
BFGS:   26 10:17:01    -1079.332818        4.8372
BFGS:   27 10:17:01    -1079.708125        5.6798
BFGS:   28 10:17:01    -1080.158865        6.1539
BFGS:   29 10:17:01    -1080.721444        5.9275
BFGS:   30 10:17:01    -1081.168974        5.1247
BFGS:   31 10:17:02    -1081.714553        5.2379
BFGS:   32 10:17:02    -1082.252737        6.0508
BFGS:   33 10:17:02    -1082.712879        6.4665
BFGS:   34 10:17:02    -1083.128308        6.4921
BFGS:   35 10:17:02    -1083.518721        6.3221
BFGS:   36 10:17:02    -1083.886310        6.1671
BFGS:   37 10:17:02    -1084.234941        6.1337
BFGS:   38 10:17:02    -1084.580274        6.3516
BFGS:   39 10:17:02    -1084.923971        6.7331
BFGS:   40 10:17:02    -1085.246495        6.6841
BFGS:   41 10:17:02    -1085.674260        7.7274
BFGS:   42 10:17:02    -1086.143525        8.2388
BFGS:   43 10:17:02    -1086.574161        7.0902
BFGS:   44 10:17:02    -1086.930026        5.6143
BFGS:   45 10:17:02    -1087.283372        4.7836
BFGS:   46 10:17:02    -1087.643467        3.8994
BFGS:   47 10:17:02    -1087.978478        3.1028
BFGS:   48 10:17:02    -1088.223651        2.8341
BFGS:   49 10:17:02    -1088.461378        2.7310
BFGS:   50 10:17:02    -1088.681331        3.1983
BFGS:   51 10:17:02    -1088.901026        3.8868
BFGS:   52 10:17:02    -1089.135268        4.4277
BFGS:   53 10:17:02    -1089.352443        4.5993
BFGS:   54 10:17:02    -1089.538407        4.3442
BFGS:   55 10:17:02    -1089.708426        3.6709
BFGS:   56 10:17:02    -1089.880298        3.6857
BFGS:   57 10:17:02    -1090.061590        3.6928
BFGS:   58 10:17:02    -1090.247704        3.6556
BFGS:   59 10:17:02    -1090.461579        3.4377
BFGS:   60 10:17:02    -1090.713429        2.8831
BFGS:   61 10:17:02    -1090.950960        2.3209
BFGS:   62 10:17:02    -1091.138654        1.8197
BFGS:   63 10:17:02    -1091.281044        1.5321
BFGS:   64 10:17:02    -1091.390258        1.3150
BFGS:   65 10:17:02    -1091.503440        1.2360
BFGS:   66 10:17:02    -1091.600415        1.4903
BFGS:   67 10:17:02    -1091.697983        1.5458
BFGS:   68 10:17:02    -1091.791905        2.0342
BFGS:   69 10:17:02    -1091.901555        1.8535
BFGS:   70 10:17:02    -1091.988640        1.3448
BFGS:   71 10:17:02    -1092.046053        1.1903
BFGS:   72 10:17:02    -1092.072961        1.0280
BFGS:   73 10:17:03    -1092.098210        0.7912
BFGS:   74 10:17:03    -1092.122892        0.7457
BFGS:   75 10:17:03    -1092.133771        0.6356
BFGS:   76 10:17:03    -1092.150249        0.4879
BFGS:   77 10:17:03    -1092.169341        0.5984
BFGS:   78 10:17:03    -1092.199762        1.2662
BFGS:   79 10:17:03    -1092.225059        2.1669
BFGS:   80 10:17:03    -1092.261432        2.8652
BFGS:   81 10:17:03    -1092.332125        2.8209
BFGS:   82 10:17:03    -1092.438866        2.8877
BFGS:   83 10:17:03    -1092.562000        2.7715
BFGS:   84 10:17:03    -1092.656815        2.4784
BFGS:   85 10:17:03    -1092.773888        1.7775
BFGS:   86 10:17:03    -1092.864426        1.6847
BFGS:   87 10:17:03    -1092.998555        1.6266
BFGS:   88 10:17:03    -1093.153951        2.1792
BFGS:   89 10:17:03    -1093.273339        2.9767
BFGS:   90 10:17:03    -1093.348864        2.2930
BFGS:   91 10:17:03    -1093.464272        2.1424
BFGS:   92 10:17:03    -1093.551861        2.4628
BFGS:   93 10:17:03    -1093.626924        2.2542
BFGS:   94 10:17:03    -1093.721379        1.6492
BFGS:   95 10:17:03    -1093.783429        1.1519
BFGS:   96 10:17:03    -1093.818584        0.9936
BFGS:   97 10:17:03    -1093.835028        0.5805
BFGS:   98 10:17:03    -1093.847433        0.5664
BFGS:   99 10:17:03    -1093.853761        0.4154
BFGS:  100 10:17:03    -1093.858889        0.4618
BFGS:  101 10:17:03    -1093.862743        0.4127
BFGS:  102 10:17:03    -1093.864755        0.3965
BFGS:  103 10:17:03    -1093.865957        0.2869
BFGS:  104 10:17:03    -1093.866841        0.2981
BFGS:  105 10:17:03    -1093.868173        0.2981
BFGS:  106 10:17:03    -1093.869439        0.2570
BFGS:  107 10:17:03    -1093.870604        0.2246
BFGS:  108 10:17:03    -1093.871361        0.1631
BFGS:  109 10:17:03    -1093.871852        0.1367
BFGS:  110 10:17:03    -1093.872234        0.1062
BFGS:  111 10:17:03    -1093.872563        0.0800
