nan	nan	nan	-1.107772007322573415e+02	2.859236305975914001e+04	1.577277501749992371e+04	1.280763000011444092e+04
nan	nan	nan	-1.107774016638799992e+02	2.861834838843345642e+04	1.596754895329475403e+04	1.263867192983627319e+04
1.850000000000000000e+02	6.020000000000000000e+02	-1.134468092301140842e+02	-1.134468092301140842e+02	2.927724229669570923e+04	1.657333849525451660e+04	1.269186452674865723e+04
2.720000000000000000e+02	6.870000000000000000e+02	-1.134462991311434052e+02	-1.134462991311434052e+02	2.866358812165260315e+04	1.612181251263618469e+04	1.253086884999275208e+04
1.480000000000000000e+02	5.950000000000000000e+02	-1.134468550986185704e+02	-1.134468550986185704e+02	2.953397631502151489e+04	1.651456381177902222e+04	1.300560729813575745e+04
2.140000000000000000e+02	7.080000000000000000e+02	-1.134470888211541535e+02	-1.134470888211541535e+02	2.856692970633506775e+04	1.559326220273971558e+04	1.296072022962570190e+04
nan	nan	nan	-1.107773477762561640e+02	2.884798101019859314e+04	1.630634081387519836e+04	1.252978459215164185e+04
1.490000000000000000e+02	5.370000000000000000e+02	-1.134468205320655159e+02	-1.134468205320655159e+02	2.920724525380134583e+04	1.645163492059707642e+04	1.274312555646896362e+04
nan	nan	nan	-1.107771125097280276e+02	2.844552330636978149e+04	1.596878738212585449e+04	1.246489791560173035e+04
7.900000000000000000e+01	3.460000000000000000e+02	-1.134466670394116363e+02	-1.134466670394116363e+02	2.845265219449996948e+04	1.563439985728263855e+04	1.280665739059448242e+04
7.900000000000000000e+01	4.100000000000000000e+02	-1.134467099806755357e+02	-1.134472411610943539e+02	2.832829802131652832e+04	1.577335049414634705e+04	1.254236966729164124e+04
nan	nan	nan	-1.107771945880421498e+02	2.815278179454803467e+04	1.558339170718193054e+04	1.255773871350288391e+04
nan	nan	nan	-1.107774092832523252e+02	2.865007245826721191e+04	1.608302866697311401e+04	1.255465597605705261e+04
1.110000000000000000e+02	4.210000000000000000e+02	-1.134460674503739455e+02	-1.134471931640378983e+02	2.863866407299041748e+04	1.602333997297286987e+04	1.260339206600189209e+04
nan	nan	nan	-1.107769786341858520e+02	2.864941562938690186e+04	1.610115722274780273e+04	1.253583598995208740e+04
nan	nan	nan	-1.107765733410098932e+02	2.892952015900611877e+04	1.615026231336593628e+04	1.276685052680969238e+04
nan	nan	nan	-1.107773575663704406e+02	2.955479468917846680e+04	1.646002602171897888e+04	1.308129516768455505e+04
nan	nan	nan	-1.107770146290683471e+02	2.855315833330154419e+04	1.597670835328102112e+04	1.256411861753463745e+04
3.080000000000000000e+02	9.090000000000000000e+02	-1.134462744910087224e+02	-1.134462744910087224e+02	2.920279414319992065e+04	1.609963826441764832e+04	1.308997459220886230e+04
nan	nan	nan	-1.107774260626099618e+02	2.830479758667945862e+04	1.579849043416976929e+04	1.249425757217407227e+04
3.450000000000000000e+02	9.120000000000000000e+02	-1.134464895201767263e+02	-1.134464895201767263e+02	2.846666830134391785e+04	1.575053309273719788e+04	1.270422904300689697e+04
1.760000000000000000e+02	6.110000000000000000e+02	-1.134472041840640344e+02	-1.134472041840640344e+02	2.879063422179222107e+04	1.595672188687324524e+04	1.282108959627151489e+04
1.700000000000000000e+02	6.180000000000000000e+02	-1.134470117451922135e+02	-1.134470117451922135e+02	2.990329119229316711e+04	1.649469724559783936e+04	1.339525740742683411e+04
nan	nan	nan	-1.107772441220691348e+02	2.872646618533134460e+04	1.625363317632675171e+04	1.246054260849952698e+04
nan	nan	nan	-1.107772093721303293e+02	2.869775666952133179e+04	1.597029105114936829e+04	1.271575524997711182e+04
3.700000000000000000e+01	2.690000000000000000e+02	-1.134319641444803750e+02	-1.134468539994245617e+02	2.894051488447189331e+04	1.630697153425216675e+04	1.262120847153663635e+04
1.110000000000000000e+02	3.600000000000000000e+02	-1.134463692143128384e+02	-1.134472585963357574e+02	2.787054347968101501e+04	1.550819710707664490e+04	1.235189198565483093e+04
8.900000000000000000e+01	3.390000000000000000e+02	-1.134447272887346969e+02	-1.134472610297112141e+02	2.827213653087615967e+04	1.613481850719451904e+04	1.212618641567230225e+04
nan	nan	nan	-1.107773903046216759e+02	2.865965654087066650e+04	1.613434841418266296e+04	1.251326200056076050e+04
nan	nan	nan	-1.107753265435830912e+02	2.833794763565063477e+04	1.605329140710830688e+04	1.227345479083061218e+04
nan	nan	nan	-1.107773493612097155e+02	2.800230856299400330e+04	1.567924244284629822e+04	1.231144556164741516e+04
3.630000000000000000e+02	9.620000000000000000e+02	-1.134467052848350761e+02	-1.134467052848350761e+02	2.937731672096252441e+04	1.648886401104927063e+04	1.287588233256340027e+04
nan	nan	nan	-1.107772540280963653e+02	2.821367776656150818e+04	1.602940949153900146e+04	1.217303999090194702e+04
3.900000000000000000e+02	9.970000000000000000e+02	-1.134471457413701501e+02	-1.134471457413701501e+02	2.957987141275405884e+04	1.658893846821784973e+04	1.297860306000709534e+04
9.500000000000000000e+01	3.630000000000000000e+02	-1.134406889156494742e+02	-1.134406889156494742e+02	2.801988713669776917e+04	1.556149067544937134e+04	1.244742313671112061e+04
nan	nan	nan	-1.107761815296923089e+02	2.822481681203842163e+04	1.607350583386421204e+04	1.214058232021331787e+04
4.100000000000000000e+01	3.250000000000000000e+02	-1.134449351316433194e+02	-1.134469367273912042e+02	2.941798087143898010e+04	1.636873781919479370e+04	1.303665934205055237e+04
1.020000000000000000e+02	4.440000000000000000e+02	-1.134458889464911948e+02	-1.134458889464911948e+02	2.900389041233062744e+04	1.623019251847267151e+04	1.276145739912986755e+04
2.510000000000000000e+02	7.170000000000000000e+02	-1.134469602253551130e+02	-1.134469602253551130e+02	2.797406022500991821e+04	1.569474369382858276e+04	1.226749766874313354e+04
7.000000000000000000e+01	3.270000000000000000e+02	-1.134358750576334245e+02	-1.134358750576334245e+02	2.894606762361526489e+04	1.626336359000205994e+04	1.267114460110664368e+04
3.280000000000000000e+02	9.780000000000000000e+02	-1.134469386227599585e+02	-1.134469386227599585e+02	2.956661124777793884e+04	1.638948862528800964e+04	1.316350196313858032e+04
nan	nan	nan	-1.107773965078408764e+02	2.829703993225097656e+04	1.581696738123893738e+04	1.246881694078445435e+04
7.000000000000000000e+01	3.580000000000000000e+02	-1.134460614539478911e+02	-1.134460614539478911e+02	2.826779328656196594e+04	1.572100457954406738e+04	1.253483587050437927e+04
nan	nan	nan	-1.107771797016485351e+02	2.857296726942062378e+04	1.586825214052200317e+04	1.269239605808258057e+04
nan	nan	nan	-1.107771804915312401e+02	2.839621113753318787e+04	1.574034713554382324e+04	1.264390166616439819e+04
nan	nan	nan	-1.107773937778829207e+02	2.929756161832809448e+04	1.660151818680763245e+04	1.268355226254463196e+04
nan	nan	nan	-1.107772282184961057e+02	2.962592867326736450e+04	1.655876063442230225e+04	1.305511628961563110e+04
8.300000000000000000e+01	3.900000000000000000e+02	-1.134442635764501404e+02	-1.134453306883032440e+02	2.885686962080001831e+04	1.626447765088081360e+04	1.258017101693153381e+04
9.500000000000000000e+01	4.100000000000000000e+02	-1.134444618276864105e+02	-1.134459554646703623e+02	2.829466419982910156e+04	1.584917691612243652e+04	1.243353076696395874e+04
nan	nan	nan	-1.107769645911319429e+02	2.907432810521125793e+04	1.649216514086723328e+04	1.257014294123649597e+04
nan	nan	nan	-1.107772781993222253e+02	2.957254809427261353e+04	1.663100422954559326e+04	1.292900558853149414e+04
nan	nan	nan	-1.107773754002217572e+02	2.797511061239242554e+04	1.585404155898094177e+04	1.211015613865852356e+04
nan	nan	nan	-1.107774486910441425e+02	2.855405543422698975e+04	1.617761873459815979e+04	1.236546080946922302e+04
3.870000000000000000e+02	1.014000000000000000e+03	-1.134458630459585180e+02	-1.134458630459585180e+02	2.851794420146942139e+04	1.604076836299896240e+04	1.246517558789253235e+04
2.040000000000000000e+02	6.810000000000000000e+02	-1.134465127619941711e+02	-1.134465127619941711e+02	2.923594508862495422e+04	1.632235401892662048e+04	1.290065387964248657e+04
2.070000000000000000e+02	6.320000000000000000e+02	-1.134458546296559689e+02	-1.134458546296559689e+02	2.783797315382957458e+04	1.546157927489280701e+04	1.236460562491416931e+04
nan	nan	nan	-1.107773573866828087e+02	2.875473196768760681e+04	1.588287682914733887e+04	1.285825880789756775e+04
7.200000000000000000e+01	3.520000000000000000e+02	-1.134450783823814248e+02	-1.134451673040955626e+02	2.846387347769737244e+04	1.597515750646591187e+04	1.247682916426658630e+04
nan	nan	nan	-1.107773227299218064e+02	2.883049463510513306e+04	1.625038861298561096e+04	1.256827534246444702e+04
nan	nan	nan	-1.107773584863041236e+02	2.869459243297576904e+04	1.590039096236228943e+04	1.278190814018249512e+04
nan	nan	nan	-1.107773937180192689e+02	2.810859918689727783e+04	1.552689826750755310e+04	1.256999453997612000e+04
2.430000000000000000e+02	7.580000000000000000e+02	-1.134468826025482144e+02	-1.134469898302712068e+02	2.914744341444969177e+04	1.608189500236511230e+04	1.305262888240814209e+04
2.060000000000000000e+02	7.080000000000000000e+02	-1.134461620517977991e+02	-1.134461620517977991e+02	2.907889558243751526e+04	1.601615869784355164e+04	1.304939833879470825e+04
2.760000000000000000e+02	7.620000000000000000e+02	-1.134455973030055276e+02	-1.134458498343042692e+02	2.927428777074813843e+04	1.616523736333847046e+04	1.309712219691276550e+04
1.380000000000000000e+02	4.800000000000000000e+02	-1.134396702930430365e+02	-1.134471533061718702e+02	2.837465437269210815e+04	1.588876495313644409e+04	1.247434650063514709e+04
