1.000000000000000000e+01	8.705339533374165453e-03	1.102914792243895992e+00	1.363977083754401631e+00	2.957421208668396861e+00	1.106585216081061446e-01	7.113558966952548523e+00	1.723996079210761811e+00	9.866496002190414671e+00	6.579957936376653604e-01	1.055811484866313044e-01	2.484029101992876853e+00	2.158185320359368387e+00	1.299918351451794463e+00	1.259032811726703649e+01	8.166414599380209083e+00
1.100000000000000000e+01	3.601314713281846339e-03	2.287015599844224589e-01	5.798416653033395401e-02	8.297440530658635183e-01	2.682719008408267561e-02	2.592758559132725682e-01	8.258397413707193602e-01	3.291021098302750886e-02	2.580872997770479182e-01	5.188471543243838163e-02	3.811298619565007262e-01	1.662259867557833504e+00	1.866190368027255964e-01	2.556950291794229724e+00	3.974023802278767281e+00
1.300000000000000000e+01	1.160696039210672810e-03	3.039287515004583273e+00	2.198406579308558317e-01	1.654092726750190367e-01	1.523985656234102537e-01	2.513480630808846872e+00	2.107606936148603005e-01	8.493983417656929269e-02	8.849472906356832536e-02	1.036254938146692894e-01	2.388001785591793880e+00	1.651916149106356535e+00	1.685877067375295857e+00	2.461258020018373127e-01	2.164768890131252010e-01
1.600000000000000000e+01	4.953347741179678050e-04	4.686630791297943105e-02	2.481467496423657090e-02	1.127538925634938814e-02	7.283300329190712380e-03	1.401677065044304171e-01	1.503746099199685382e-01	2.558252195925883252e-02	6.603067511590000882e-02	9.442422740220756880e-03	8.261614446098634879e-02	2.080510638771764995e-02	7.539461596169626245e-02	6.306160098568230898e-02	1.520221252004231027e-01
1.800000000000000000e+01	7.506264960337657175e-04	1.636095194885042181e-01	5.576539706733171092e-02	2.362656579030364065e-02	2.440188860989078723e-02	2.787349036354566656e-01	3.996422212034679844e-01	4.110826266412407476e-02	1.346627245515413240e-01	1.321288722052524865e-02	1.798619977080379850e-01	2.740636180909626282e-02	4.653116277642069254e-01	1.925288878788382896e-01	7.437347124984165780e-02
2.200000000000000000e+01	9.308183172571328143e-03	5.774219023827461550e-01	1.049790571939566375e+00	4.033690187773857794e+00	4.713926916378461840e+00	1.416336730760107132e+00	1.053041275685267397e+00	8.156314708503987987e+00	2.848490005524471513e+00	1.162287604932962931e-01	5.998415444611296943e-01	3.454938018837964697e-01	3.578747063014016683e-01	3.155964871213289502e+00	1.881391803788427852e+00
2.500000000000000000e+01	1.414480525301275819e-02	6.505171878731272894e-01	9.464378754575144548e-01	9.329035896116039339e+01	1.101441008058028359e+01	3.380129795645314683e-01	7.402654686483874924e-01	7.140248055019142726e+00	3.391301178558029150e+00	5.156332444738837006e-02	1.962931384957204151e-01	3.105675038928129794e+00	4.842290120275376530e-01	2.640336161620311373e+00	3.591987801270771552e+00
3.000000000000000000e+01	1.094378420323813272e-02	4.937292082555580497e-01	2.416405485838621081e-01	3.132434864501211447e+00	8.274615242517825431e-01	4.744314623797719066e-01	2.909915393265787298e+00	7.223186567946257242e+00	2.781413079157298629e+00	7.406198129509838912e-02	3.069691920125112716e-01	1.358658241036987846e+00	6.339278956127579745e-01	2.791350535546918810e+00	1.225661991570292431e+00
3.500000000000000000e+01	8.977334102391569190e-03	3.659528279830404074e-01	5.779882912301608222e-01	2.514246283081665201e+00	7.448406796103085314e-01	1.852768820963520413e-01	1.607494155811734160e+00	3.729631123348166710e+00	1.971262788849116987e+00	4.309973499948283049e-02	4.482438474565499931e-01	3.921249896731311413e-01	2.420934808404799077e-01	5.701910721019229022e+00	1.011054169545838377e+00
4.100000000000000000e+01	9.698894656426482186e-03	2.720633657382958703e-01	2.656968270980655800e-01	4.369546746404005866e+00	7.432868928742356607e-01	6.539262900984619264e-01	2.448234621247902254e-01	5.837446845530512185e+00	7.357535761045025602e+00	1.255364567022306532e-01	2.528485461451119298e-01	3.902091042487487726e-01	2.500139482670686308e-01	2.371929219075424200e+00	6.305683263894539259e+00
