1.200000000000000000e+01	1.427704496788209099e-01	1.119344321668283015e+00	-2.438525495971828150e+01	-2.326591063805014414e+01	7.916227693922679443e+00
1.600000000000000000e+01	4.615151151217034453e+00	3.089937530590276538e-01	-2.210819831763799925e+01	-2.241719207069702691e+01	8.698672932449991180e+00
2.600000000000000000e+01	5.164099064122648741e+00	8.074065406954602508e-01	-1.902785809079257717e+01	-1.822045155009802642e+01	6.686194690422273545e+00
3.500000000000000000e+01	5.176879624580660533e+00	3.088404901490306997e-01	-1.104207461183077754e+01	-1.135091510197980824e+01	9.118271132296472459e+00
5.300000000000000000e+01	5.424687304878968774e+00	8.184626462220947474e-01	-1.867701633769973668e+01	-1.785855369147764193e+01	1.405884168210852181e+01
8.100000000000000000e+01	6.003007982747245563e+00	3.790791983762371586e-01	-1.545391303272351635e+01	-1.583299223109998088e+01	6.605782898785341750e+00
1.180000000000000000e+02	3.127554135224134058e+00	2.227514698655248537e-01	-1.831041461821930838e+01	-1.853316608808858490e+01	9.732763330629792264e+00
1.790000000000000000e+02	3.281898632464539389e-01	3.077023726543437476e-01	-1.594083385104970674e+01	-1.624853622372363304e+01	2.806706162303500118e+00
2.710000000000000000e+02	4.503394442833162259e+00	6.907818918688057863e-02	-1.263891573995015705e+01	-1.216203166655497192e+01	5.923281300108702574e+00
4.050000000000000000e+02	9.699143082882631717e+00	3.963209694875864386e-01	-1.974825014743747431e+01	-2.014457111693961266e+01	9.002592670595335633e+00
6.130000000000000000e+02	1.377670369224563984e+00	8.968295767343228420e-01	-2.002220870414441478e+01	-1.912537912745223778e+01	1.286411616295651150e+01
9.230000000000000000e+02	2.455380103080436527e+00	1.039600593045566512e-01	-1.391841051244194105e+01	-1.402237057185821634e+01	4.733554784412229210e+00
1.392000000000000000e+03	7.282816282294810151e+00	1.522675808353604054e-01	-1.678706185770880310e+01	-1.663479427704517732e+01	8.789628841055195707e+00
2.099000000000000000e+03	3.265532527078271130e+00	9.696492056595928943e-02	-1.834643901895676521e+01	-1.824947409849413660e+01	5.365456362774520649e+00
3.163000000000000000e+03	3.566795281197578049e+00	5.044106564798056525e-02	-1.821504595283314032e+01	-1.826548701851022471e+01	4.336371551684145231e+00
