1.000000000000000000e+01	1.923175308796229332e+00
1.500000000000000000e+01	1.104742798543633553e+00
2.200000000000000000e+01	1.126615505773591153e+00
3.400000000000000000e+01	8.936982025200533863e-01
5.100000000000000000e+01	6.974911535275764018e-01
7.800000000000000000e+01	6.750226086837951556e-01
1.170000000000000000e+02	5.516647120398238124e-01
1.770000000000000000e+02	4.036157563670254578e-01
2.680000000000000000e+02	3.316564768456355394e-01
4.040000000000000000e+02	2.794023592217552143e-01
6.100000000000000000e+02	2.294109480946631974e-01
9.210000000000000000e+02	1.803208001038811570e-01
1.389000000000000000e+03	1.468517833046306953e-01
2.096000000000000000e+03	1.181466174458720569e-01
3.162000000000000000e+03	9.830363128023140995e-02
