1.000000000000000000e+01	1.988124249860918269e+02	2.370188946105684025e+01	8.653648050369412204e+01	1.871544878357992658e+01	1.143963336951994023e+02	7.975509321801764884e+01	8.937403639480987749e+01	1.105998601059122848e+02	1.526380906279156022e+02	2.339575528005260878e+02	8.798100885458121923e+01	7.772036782691156986e+02	5.429607954365676648e+01	9.928052064652563047e+01
1.200000000000000000e+01	5.295461882691416804e+02	3.610446651626851633e+01	6.426876784082620588e+02	4.970038932369443074e+01	1.005781892354396973e+03	2.148117271125512389e+02	2.342898626304510117e+02	2.287771413528573703e+02	7.364528666358970668e+02	1.289679501081163380e+03	2.676830493183281305e+02	1.246026742912965346e+03	1.195910180086405944e+03	1.166867445586831082e+03
1.600000000000000000e+01	1.376276644299207135e+02	3.802770786272910897e+01	3.763633070727174186e+02	1.141417706089705320e+02	1.718166930833578760e+02	9.472083905318804398e+01	3.862300607178216438e+01	1.520495232865836215e+02	4.763173647379576181e+01	2.551279954210201879e+02	1.434842598966938851e+02	3.609976082070616599e+02	2.597690784867138518e+02	1.021124923263813145e+02
2.100000000000000000e+01	8.629090123459067172e+02	6.120664661223676148e+02	5.307935249485926761e+02	1.818145750931496423e+02	4.855280099485678988e+02	9.813515781398333502e+02	2.698042338870799085e+03	6.291898891623245618e+02	7.741979409571664519e+02	5.230195248787829769e+03	1.428994787277936666e+03	4.465007892732623986e+02	1.270604685315837514e+03	2.024371528615531815e+03
2.700000000000000000e+01	7.976992989220398158e+02	2.352441470707678661e+02	2.602020317310688824e+03	5.618554465213826461e+02	6.056169497758484113e+02	5.466674411965585705e+02	3.457101637138700312e+02	2.494695529920963111e+02	6.176663887490129810e+02	2.345145565715673911e+03	4.261918595946312394e+02	1.224532878315384778e+03	5.606365130069457337e+02	6.122412650106706451e+02
3.500000000000000000e+01	2.558802086865250658e+03	2.416186046063399715e+02	6.590936565184399569e+02	2.414725929506547288e+02	6.219565474438417141e+02	1.336550132142279153e+03	2.409537236214709992e+02	5.005444963526111337e+02	8.205302249061692237e+02	2.650310591144741920e+03	6.506709033815806151e+02	9.926175589452856229e+02	1.953007424246320397e+03	2.468020906757147259e+03
4.600000000000000000e+01	2.728440468797404250e+01	1.234120225403992599e+01	5.126476913513084988e+00	6.771951229345646084e+00	1.204317783094080418e+01	6.853842978559949017e+01	1.404221890568160092e+01	6.380254917656065317e+01	2.638037893773518761e+01	8.231289538121053795e+01	3.149407205383261044e+01	2.089111623217718616e+01	4.780062097493287609e+01	5.883552385403893936e+01
5.900000000000000000e+01	1.453050778051338057e+02	2.076500846774756326e+02	2.179950419646745274e+02	6.273501654681473383e+01	8.428291828668132268e+01	1.199504745124097553e+02	1.795982471989370595e+02	9.415151229487598528e+01	2.196747356454153248e+02	3.450595038296314669e+02	2.646782135134271812e+02	2.284848980605939914e+02	3.136346938960516013e+02	1.856863999666300060e+02
7.700000000000000000e+01	3.826963341099408211e+01	5.564300259279701066e+01	3.197310875430003207e+01	3.008734914327724752e+01	3.301685294969393425e+01	9.751327052851945609e+01	4.786689286003596067e+01	6.524055712889000347e+01	9.963008632272040188e+01	1.281161856918833735e+02	1.168912153394515059e+02	7.518963261996309200e+01	1.317973163060543413e+02	2.596653167213222559e+02
1.000000000000000000e+02	1.753652457814862586e+01	2.613069007441352554e+01	2.649181338960553944e+01	2.872613388047047422e+01	1.504832777740725192e+01	4.962779059058350839e+01	3.311199485478051230e+01	4.730074416253383873e+01	3.567410869652827188e+01	6.779673189781453857e+01	3.946952232320712994e+01	4.841754375122615528e+01	3.549347935679408295e+01	3.518017408947136460e+01
