1.000000000000000000e+01	1.624396271411286286e+00
1.500000000000000000e+01	1.241133918472377973e+00
2.200000000000000000e+01	1.144680593204240093e+00
3.400000000000000000e+01	8.778366650488059753e-01
5.100000000000000000e+01	6.960738649868450922e-01
7.800000000000000000e+01	6.780881797144712175e-01
1.170000000000000000e+02	5.144959910471570419e-01
1.770000000000000000e+02	4.217080611891879660e-01
2.680000000000000000e+02	3.345070948485742712e-01
4.040000000000000000e+02	2.862791183373050719e-01
6.100000000000000000e+02	2.310051992030102419e-01
9.210000000000000000e+02	1.834356257035506810e-01
1.389000000000000000e+03	1.770179299138154028e-01
2.096000000000000000e+03	1.734891768567647097e-01
3.162000000000000000e+03	1.784869480262840646e-01
