nan {'sigma': 20, 'reg': 1e-07}
1.20813068607e-05 {'sigma': 20, 'reg': 1e-07}
0.115438867602 {'sigma': 20, 'reg': 1e-07}
0.231848657599 {'sigma': 20, 'reg': 1e-07}
0.13493760004 {'sigma': 20, 'reg': 1e-07}
0.00139605039124 {'sigma': 20, 'reg': 1e-07}
         9406140 function calls (9306530 primitive calls) in 16.929 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      405    0.001    0.000    0.005    0.000 artist.py:1116(get_valid_values)
       13    0.001    0.000    0.005    0.000 patches.py:1179(__init__)
      122    0.003    0.000    0.005    0.000 function_base.py:25(linspace)
       63    0.000    0.000    0.005    0.000 _base.py:1949(update_datalim)
       27    0.000    0.000    0.005    0.000 transforms.py:529(inverse_transformed)
     1041    0.004    0.000    0.005    0.000 backend_pdf.py:2234(fillcolor_cmd)
        1    0.000    0.000    0.005    0.005 __init__.py:24(<module>)
5864/3800    0.004    0.000    0.005    0.000 transforms.py:2353(_get_is_affine)
      919    0.002    0.000    0.005    0.000 enum.py:801(__and__)
      104    0.000    0.000    0.005    0.000 transforms.py:1569(__eq__)
     3018    0.002    0.000    0.005    0.000 font_manager.py:1084(get_default_size)
      145    0.001    0.000    0.005    0.000 _base.py:1987(_process_unit_info)
      366    0.002    0.000    0.005    0.000 core.py:3209(__getitem__)
        1    0.000    0.000    0.005    0.005 __init__.py:41(<module>)
        1    0.000    0.000    0.005    0.005 main.py:1(<module>)
     1624    0.002    0.000    0.005    0.000 transforms.py:2372(transform_non_affine)
        2    0.000    0.000    0.005    0.002 __init__.py:660(_get_configdir)
     1174    0.005    0.000    0.005    0.000 {method 'format' of 'str' objects}
      104    0.000    0.000    0.005    0.000 transforms.py:2233(__eq__)
      605    0.003    0.000    0.005    0.000 inspect.py:2710(__init__)
       13    0.000    0.000    0.005    0.000 enum.py:364(_create_)
        1    0.000    0.000    0.005    0.005 calculator.py:1(<module>)
      308    0.002    0.000    0.005    0.000 offsetbox.py:57(_get_packed_offsets)
      611    0.001    0.000    0.005    0.000 backend_pdf.py:1932(encode_string)
    30621    0.005    0.000    0.005    0.000 {method 'isdigit' of 'str' objects}
       12    0.000    0.000    0.005    0.000 backend_pdf.py:505(newPage)
      558    0.000    0.000    0.005    0.000 transforms.py:2743(get_affine)
      390    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      228    0.003    0.000    0.005    0.000 sre_compile.py:250(_optimize_charset)
       11    0.000    0.000    0.005    0.000 artist.py:1069(__init__)
       12    0.000    0.000    0.005    0.000 backend_bases.py:129(get_registered_canvas_class)
      556    0.002    0.000    0.005    0.000 numeric.py:2667(seterr)
      154    0.000    0.000    0.005    0.000 {method 'view' of 'numpy.ndarray' objects}
      208    0.000    0.000    0.005    0.000 rcsetup.py:359(validate_color_for_prop_cycle)
       11    0.001    0.000    0.005    0.000 artist.py:1087(get_aliases)
    58/10    0.000    0.000    0.005    0.000 pyparsing.py:3266(leaveWhitespace)
        1    0.000    0.000    0.005    0.005 __init__.py:108(import_module)
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:964(_gcd_import)
       40    0.000    0.000    0.005    0.000 offsetbox.py:585(__init__)
    15316    0.005    0.000    0.005    0.000 markers.py:289(_set_nothing)
     8229    0.005    0.000    0.005    0.000 cycler.py:227(<genexpr>)
     1604    0.001    0.000    0.005    0.000 {built-in method builtins.next}
       69    0.000    0.000    0.005    0.000 path.py:473(transformed)
    10409    0.004    0.000    0.004    0.000 transforms.py:1853(get_matrix)
     3477    0.003    0.000    0.004    0.000 artist.py:353(get_transform)
       50    0.000    0.000    0.004    0.000 pyparsing.py:3981(parseImpl)
      480    0.003    0.000    0.004    0.000 __init__.py:1351(_register)
       76    0.000    0.000    0.004    0.000 rcsetup.py:98(<listcomp>)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:781(matplotlib_fname)
      196    0.000    0.000    0.004    0.000 transforms.py:1770(transform_point)
       12    0.000    0.000    0.004    0.000 collections.py:1805(__init__)
       27    0.001    0.000    0.004    0.000 krr_ase.py:117(__fit)
   121/59    0.000    0.000    0.004    0.000 pyparsing.py:3341(copy)
       12    0.000    0.000    0.004    0.000 legend.py:722(_auto_legend_data)
       36    0.000    0.000    0.004    0.000 core.py:6438(min)
      313    0.004    0.000    0.004    0.000 transforms.py:2747(nonsingular)
       47    0.001    0.000    0.004    0.000 {built-in method builtins.eval}
      414    0.000    0.000    0.004    0.000 axis.py:271(set_label1)
      104    0.001    0.000    0.004    0.000 _base.py:215(_xy_from_xy)
7525/7521    0.003    0.000    0.004    0.000 {method 'join' of 'str' objects}
     1188    0.003    0.000    0.004    0.000 cbook.py:2199(is_math_text)
       50    0.000    0.000    0.004    0.000 pyparsing.py:3837(parseImpl)
      377    0.004    0.000    0.004    0.000 cbook.py:1302(__setitem__)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
      219    0.004    0.000    0.004    0.000 {built-in method posix.getcwd}
      354    0.002    0.000    0.004    0.000 collections.py:699(_set_edgecolor)
      114    0.000    0.000    0.004    0.000 transforms.py:1700(transform_path_affine)
    10207    0.004    0.000    0.004    0.000 atoms.py:261(set_constraint)
      504    0.002    0.000    0.004    0.000 axis.py:1475(set_units)
      948    0.001    0.000    0.004    0.000 transforms.py:2249(get_matrix)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
     2578    0.003    0.000    0.004    0.000 artist.py:52(after)
        1    0.000    0.000    0.004    0.004 index_tricks.py:1(<module>)
       37    0.000    0.000    0.004    0.000 _base.py:3066(set_ybound)
      414    0.000    0.000    0.004    0.000 axis.py:282(set_label2)
      684    0.001    0.000    0.004    0.000 axis.py:1512(set_major_formatter)
     3566    0.004    0.000    0.004    0.000 {built-in method builtins.min}
    10934    0.004    0.000    0.004    0.000 {method 'extend' of 'list' objects}
      787    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:159(_get_module_lock)
        1    0.000    0.000    0.004    0.004 krr_ase.py:1(<module>)
      165    0.002    0.000    0.004    0.000 collections.py:240(_prepare_points)
        6    0.000    0.000    0.004    0.001 patches.py:1811(_pprint_styles)
       84    0.000    0.000    0.004    0.000 backend_tkagg.py:860(createToolTip)
      205    0.000    0.000    0.004    0.000 cbook.py:1131(dedent)
      455    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        1    0.000    0.000    0.004    0.004 subprocess.py:14(<module>)
     1190    0.001    0.000    0.004    0.000 backend_pdf.py:1128(alphaState)
     2760    0.004    0.000    0.004    0.000 core.py:3418(__setattr__)
        1    0.000    0.000    0.004    0.004 texmanager.py:35(<module>)
       36    0.000    0.000    0.004    0.000 core.py:6450(max)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
     2578    0.003    0.000    0.004    0.000 artist.py:45(before)
      168    0.000    0.000    0.004    0.000 offsetbox.py:149(__init__)
        1    0.000    0.000    0.004    0.004 texmanager.py:89(TexManager)
       24    0.000    0.000    0.004    0.000 pyplot.py:1423(title)
       60    0.000    0.000    0.004    0.000 core.py:7708(asarray)
       81    0.001    0.000    0.004    0.000 core.py:4480(ravel)
      672    0.001    0.000    0.004    0.000 axis.py:1545(set_minor_locator)
        1    0.000    0.000    0.004    0.004 Image.py:27(<module>)
       54    0.000    0.000    0.004    0.000 figure.py:1371(sca)
      600    0.001    0.000    0.004    0.000 backend_pdf.py:2214(hatch_cmd)
     1500    0.004    0.000    0.004    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.004    0.004 basic.py:7(<module>)
        1    0.000    0.000    0.004    0.004 ticker.py:167(<module>)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:56(<module>)
        1    0.000    0.000    0.004    0.004 util.py:5(<module>)
      177    0.000    0.000    0.004    0.000 transforms.py:1601(frozen)
     7808    0.004    0.000    0.004    0.000 {method 'update' of 'dict' objects}
    12212    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.004    0.004 linecache.py:6(<module>)
      756    0.001    0.000    0.003    0.000 backend_pdf.py:2329(copy_properties)
   121/59    0.000    0.000    0.003    0.000 pyparsing.py:3343(<listcomp>)
       48    0.000    0.000    0.003    0.000 core.py:5678(max)
       12    0.000    0.000    0.003    0.000 collections.py:1836(convert_mesh_to_paths)
     3074    0.001    0.000    0.003    0.000 sre_parse.py:253(get)
      201    0.001    0.000    0.003    0.000 cm.py:183(__init__)
       24    0.000    0.000    0.003    0.000 _axes.py:138(set_title)
       21    0.000    0.000    0.003    0.000 pyparsing.py:1227(setParseAction)
        1    0.000    0.000    0.003    0.003 backend_pdf.py:6(<module>)
       69    0.000    0.000    0.003    0.000 linecache.py:15(getline)
       48    0.000    0.000    0.003    0.000 pyparsing.py:3917(parseImpl)
        6    0.000    0.000    0.003    0.001 lines.py:1305(_draw_dotted)
        1    0.000    0.000    0.003    0.003 csr.py:1(<module>)
       23    0.000    0.000    0.003    0.000 pyparsing.py:1016(_trim_arity)
       48    0.000    0.000    0.003    0.000 core.py:5557(min)
     1096    0.003    0.000    0.003    0.000 cbook.py:349(__init__)
      252    0.001    0.000    0.003    0.000 __init__.py:1309(_options)
      672    0.001    0.000    0.003    0.000 axis.py:1523(set_minor_formatter)
       58    0.000    0.000    0.003    0.000 pyparsing.py:3270(<listcomp>)
       69    0.000    0.000    0.003    0.000 linecache.py:37(getlines)
       46    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
      252    0.001    0.000    0.003    0.000 axis.py:809(_translate_tick_kw)
       54    0.001    0.000    0.003    0.000 gridspec.py:260(get_subplot_params)
        1    0.000    0.000    0.003    0.003 wannier.py:1(<module>)
       14    0.000    0.000    0.003    0.000 rcsetup.py:736(cycler)
      217    0.000    0.000    0.003    0.000 transforms.py:409(_get_extents)
     3072    0.002    0.000    0.003    0.000 backend_pdf.py:870(decode_char)
        4    0.000    0.000    0.003    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.003    0.003 subprocess.py:42(<module>)
      438    0.003    0.000    0.003    0.000 ticker.py:751(pprint_val)
       12    0.000    0.000    0.003    0.000 collections.py:1860(<listcomp>)
      779    0.002    0.000    0.003    0.000 genericpath.py:117(_splitext)
       22    0.000    0.000    0.003    0.000 pyparsing.py:1024(extract_stack)
      110    0.002    0.000    0.003    0.000 cbook.py:2570(normalize_kwargs)
       21    0.000    0.000    0.003    0.000 krr_ase.py:272(__get_FVU_energy)
      278    0.000    0.000    0.003    0.000 numeric.py:3064(__enter__)
       84    0.000    0.000    0.003    0.000 backend_bases.py:2324(mpl_connect)
      754    0.001    0.000    0.003    0.000 transforms.py:2626(get_matrix)
       22    0.000    0.000    0.003    0.000 traceback.py:196(extract_stack)
     1625    0.003    0.000    0.003    0.000 inspect.py:2431(__init__)
       11    0.000    0.000    0.003    0.000 pyparsing.py:2631(__init__)
      271    0.001    0.000    0.003    0.000 patches.py:392(set_linestyle)
    11741    0.003    0.000    0.003    0.000 backend_pdf.py:283(pdfRepr)
      263    0.000    0.000    0.003    0.000 axis.py:702(get_transform)
       96    0.000    0.000    0.003    0.000 {method 'view' of 'numpy.generic' objects}
      406    0.003    0.000    0.003    0.000 {built-in method zlib.compressobj}
      161    0.000    0.000    0.003    0.000 docstring.py:94(dedent)
        1    0.000    0.000    0.003    0.003 _base.py:1(<module>)
       66    0.000    0.000    0.003    0.000 transforms.py:497(fully_overlaps)
       60    0.001    0.000    0.003    0.000 ticker.py:648(_compute_offset)
      177    0.001    0.000    0.003    0.000 collections.py:528(set_linestyle)
      870    0.002    0.000    0.003    0.000 lines.py:926(_get_markerfacecolor)
       22    0.000    0.000    0.003    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
      215    0.002    0.000    0.003    0.000 _base.py:3733(get_children)
        1    0.000    0.000    0.003    0.003 polynomial.py:4(<module>)
        1    0.000    0.000    0.003    0.003 pdb.py:66(<module>)
      108    0.000    0.000    0.003    0.000 shape_base.py:182(vstack)
      414    0.001    0.000    0.003    0.000 artist.py:900(set_label)
       12    0.000    0.000    0.003    0.000 __init__.py:2061(readprofile)
      635    0.000    0.000    0.003    0.000 contextlib.py:79(__enter__)
      567    0.001    0.000    0.003    0.000 backend_bases.py:365(_iter_collection_raw_paths)
      102    0.000    0.000    0.003    0.000 transforms.py:278(frozen)
      354    0.001    0.000    0.003    0.000 collections.py:579(_bcast_lwls)
       75    0.000    0.000    0.003    0.000 fromnumeric.py:2806(mean)
      177    0.000    0.000    0.003    0.000 collections.py:627(set_antialiased)
      481    0.001    0.000    0.003    0.000 patches.py:370(set_linewidth)
       96    0.001    0.000    0.003    0.000 _base.py:2492(grid)
      114    0.001    0.000    0.003    0.000 sre_compile.py:482(_compile_info)
      488    0.003    0.000    0.003    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
    12412    0.003    0.000    0.003    0.000 {built-in method builtins.abs}
      177    0.001    0.000    0.003    0.000 collections.py:500(set_linewidth)
     5385    0.003    0.000    0.003    0.000 backend_pdf.py:269(pdfRepr)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
      299    0.001    0.000    0.003    0.000 cbook.py:2554(safe_first_element)
     6047    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:208(_verbose_message)
      263    0.000    0.000    0.003    0.000 scale.py:79(get_transform)
        1    0.000    0.000    0.003    0.003 string.py:15(<module>)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
      120    0.000    0.000    0.003    0.000 __init__.py:2119(pack_configure)
       27    0.001    0.000    0.003    0.000 cbook.py:1806(delete_masked_points)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
     1565    0.003    0.000    0.003    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      996    0.001    0.000    0.003    0.000 transforms.py:2145(transform_non_affine)
      130    0.001    0.000    0.003    0.000 transforms.py:988(_set_intervalx)
      108    0.000    0.000    0.003    0.000 colors.py:886(autoscale_None)
        1    0.000    0.000    0.003    0.003 spawn.py:7(<module>)
        1    0.001    0.001    0.003    0.003 pyplot.py:2197(_setup_pyplot_info_docstrings)
      461    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:304(__exit__)
       80    0.000    0.000    0.003    0.000 offsetbox.py:620(get_transform)
      483    0.003    0.000    0.003    0.000 {method 'get_glyph_name' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.003    0.003 runner.py:1(<module>)
      787    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:77(acquire)
       12    0.000    0.000    0.003    0.000 colorbar.py:355(config_axis)
       39    0.000    0.000    0.003    0.000 inspect.py:3031(signature)
        1    0.000    0.000    0.003    0.003 legend.py:23(<module>)
      635    0.001    0.000    0.003    0.000 contextlib.py:157(helper)
        1    0.000    0.000    0.003    0.003 cbook.py:7(<module>)
       39    0.000    0.000    0.003    0.000 inspect.py:2779(from_callable)
     5314    0.003    0.000    0.003    0.000 lines.py:558(set_markevery)
       75    0.001    0.000    0.003    0.000 _methods.py:53(_mean)
       82    0.000    0.000    0.003    0.000 docstring.py:113(dedent_interpd)
     3831    0.003    0.000    0.003    0.000 sre_parse.py:232(__next)
       27    0.000    0.000    0.003    0.000 transforms.py:519(transformed)
     1183    0.002    0.000    0.003    0.000 backend_pdf.py:2169(fill)
        1    0.000    0.000    0.003    0.003 string.py:65(__init__)
        4    0.002    0.001    0.003    0.001 {method 'readlines' of '_io._IOBase' objects}
      549    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:153(__exit__)
      456    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        1    0.000    0.000    0.003    0.003 message.py:5(<module>)
      787    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:102(release)
      635    0.001    0.000    0.003    0.000 contextlib.py:85(__exit__)
     1350    0.001    0.000    0.003    0.000 backend_bases.py:940(set_alpha)
       95    0.001    0.000    0.003    0.000 _base.py:2285(<listcomp>)
      217    0.000    0.000    0.003    0.000 patches.py:230(get_patch_transform)
      565    0.001    0.000    0.003    0.000 text.py:1103(set_size)
        1    0.000    0.000    0.003    0.003 mlab.py:163(<module>)
      177    0.000    0.000    0.003    0.000 collections.py:727(set_edgecolor)
     1527    0.002    0.000    0.003    0.000 artist.py:775(_set_gc_clip)
      208    0.000    0.000    0.002    0.000 transforms.py:1199(_iter_break_from_left_to_right)
     2042    0.002    0.000    0.002    0.000 enum.py:515(__new__)
       27    0.000    0.000    0.002    0.000 path.py:978(get_path_collection_extents)
        1    0.000    0.000    0.002    0.002 _plotutils.py:1(<module>)
      278    0.001    0.000    0.002    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
       37    0.000    0.000    0.002    0.000 patches.py:1004(set_xy)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
        6    0.000    0.000    0.002    0.000 collections.py:916(__init__)
       47    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
      441    0.000    0.000    0.002    0.000 collections.py:413(set_hatch)
       24    0.000    0.000    0.002    0.000 backend_bases.py:1694(__init__)
      483    0.001    0.000    0.002    0.000 copy.py:268(_reconstruct)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
      398    0.002    0.000    0.002    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
      204    0.000    0.000    0.002    0.000 fromnumeric.py:1380(ravel)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
      828    0.001    0.000    0.002    0.000 transforms.py:2130(_get_is_affine)
      498    0.001    0.000    0.002    0.000 ticker.py:537(fix_minus)
      173    0.002    0.000    0.002    0.000 _base.py:2266(<listcomp>)
    11567    0.002    0.000    0.002    0.000 artist.py:930(sticky_edges)
       11    0.001    0.000    0.002    0.000 artist.py:1099(<listcomp>)
        1    0.000    0.000    0.002    0.002 context.py:1(<module>)
      191    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.update_path_extents}
      168    0.000    0.000    0.002    0.000 spines.py:138(get_patch_transform)
      322    0.001    0.000    0.002    0.000 backend_pdf.py:2249(pop)
      198    0.001    0.000    0.002    0.000 core.py:1460(getmaskarray)
      177    0.000    0.000    0.002    0.000 collections.py:181(_get_bool)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
       66    0.000    0.000    0.002    0.000 traceback.py:279(line)
      548    0.001    0.000    0.002    0.000 cbook.py:371(add_destroy_callback)
      238    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:178(_lock_unlock_module)
        1    0.000    0.000    0.002    0.002 lapack.py:410(<module>)
       12    0.000    0.000    0.002    0.000 colorbar.py:824(_mesh)
     4411    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      108    0.000    0.000    0.002    0.000 shape_base.py:237(<listcomp>)
       40    0.000    0.000    0.002    0.000 legend_handler.py:147(get_xdata)
       24    0.000    0.000    0.002    0.000 pyplot.py:1608(ylim)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
    28/16    0.000    0.000    0.002    0.000 pyparsing.py:3525(parseImpl)
      275    0.001    0.000    0.002    0.000 function_base.py:4519(add_newdoc)
       12    0.001    0.000    0.002    0.000 backend_pdf.py:1462(writeXref)
  762/385    0.002    0.000    0.002    0.000 sre_parse.py:173(getwidth)
    10114    0.002    0.000    0.002    0.000 font_manager.py:790(get_size_in_points)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:71(__init__)
     4213    0.002    0.000    0.002    0.000 transforms.py:1018(get_points)
       46    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
        1    0.000    0.000    0.002    0.002 fancy_getopt.py:9(<module>)
       12    0.000    0.000    0.002    0.000 legend.py:437(_findoffset_loc)
      308    0.001    0.000    0.002    0.000 offsetbox.py:107(_get_aligned_offsets)
        1    0.000    0.000    0.002    0.002 font_manager.py:960(pickle_load)
        1    0.000    0.000    0.002    0.002 tz.py:9(<module>)
       12    0.000    0.000    0.002    0.000 patches.py:2460(__init__)
      416    0.001    0.000    0.002    0.000 cbook.py:2215(_check_1d)
       84    0.000    0.000    0.002    0.000 transforms.py:1550(__init__)
        1    0.000    0.000    0.002    0.002 atom.py:1(<module>)
      384    0.000    0.000    0.002    0.000 axis.py:814(_bool)
     1176    0.001    0.000    0.002    0.000 axis.py:903(_set_artist_props)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4853(_makeTags)
      522    0.001    0.000    0.002    0.000 {built-in method builtins.sorted}
      217    0.001    0.000    0.002    0.000 posixpath.py:73(join)
        1    0.000    0.000    0.002    0.002 scanner.py:2(<module>)
      114    0.001    0.000    0.002    0.000 figure.py:195(update)
       79    0.000    0.000    0.002    0.000 transforms.py:993(_set_intervaly)
     7113    0.002    0.000    0.002    0.000 path.py:221(vertices)
      586    0.001    0.000    0.002    0.000 backend_pdf.py:1455(recordXref)
       12    0.000    0.000    0.002    0.000 contour.py:1523(_check_xyz)
     9865    0.002    0.000    0.002    0.000 font_manager.py:793(get_file)
    11144    0.002    0.000    0.002    0.000 {method 'isupper' of 'str' objects}
      556    0.002    0.000    0.002    0.000 numeric.py:2767(geterr)
       28    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
        1    0.002    0.002    0.002    0.002 {built-in method _pickle.load}
      281    0.001    0.000    0.002    0.000 enum.py:70(__setitem__)
     1284    0.001    0.000    0.002    0.000 text.py:1168(set_y)
        1    0.000    0.000    0.002    0.002 distance.py:73(<module>)
     9734    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
       12    0.000    0.000    0.002    0.000 _base.py:3302(set_yticklabels)
      324    0.001    0.000    0.002    0.000 shape_base.py:63(atleast_2d)
      144    0.000    0.000    0.002    0.000 core.py:2850(<listcomp>)
    10239    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
      852    0.001    0.000    0.002    0.000 transforms.py:2659(get_matrix)
      756    0.002    0.000    0.002    0.000 backend_bases.py:806(copy_properties)
        1    0.000    0.000    0.002    0.002 arrayprint.py:5(<module>)
     3105    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.002    0.002 table.py:21(<module>)
       12    0.000    0.000    0.002    0.000 backend_pdf.py:1485(writeInfoDict)
      192    0.001    0.000    0.002    0.000 axis.py:1364(grid)
       12    0.000    0.000    0.002    0.000 axis.py:1564(set_ticklabels)
       54    0.000    0.000    0.002    0.000 figure.py:104(bubble)
       76    0.000    0.000    0.002    0.000 offsetbox.py:293(__init__)
      548    0.002    0.000    0.002    0.000 weakref.py:431(__contains__)
       30    0.001    0.000    0.002    0.000 core.py:2353(masked_invalid)
     1152    0.001    0.000    0.002    0.000 text.py:1159(set_x)
       42    0.000    0.000    0.002    0.000 path.py:546(intersects_path)
      132    0.001    0.000    0.002    0.000 backend_pdf.py:791(_get_xobject_symbol_name)
       24    0.001    0.000    0.002    0.000 transforms.py:646(count_contains)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
      402    0.001    0.000    0.002    0.000 cm.py:145(get_cmap)
      635    0.001    0.000    0.002    0.000 contextlib.py:59(__init__)
     7764    0.002    0.000    0.002    0.000 font_manager.py:739(get_family)
     1714    0.001    0.000    0.002    0.000 sre_parse.py:163(__getitem__)
       42    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.path_intersects_path}
       85    0.000    0.000    0.002    0.000 _base.py:1801(_add_text)
2155/2104    0.001    0.000    0.002    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.002    0.002 version.py:27(<module>)
      218    0.000    0.000    0.002    0.000 artist.py:657(set_clip_box)
       12    0.000    0.000    0.002    0.000 axis.py:2224(set_ticks_position)
       54    0.000    0.000    0.002    0.000 backend_tkagg.py:551(notify_axes_change)
       66    0.001    0.000    0.002    0.000 backend_tkagg.py:838(update)
      439    0.001    0.000    0.002    0.000 patches.py:456(set_capstyle)
       40    0.000    0.000    0.002    0.000 offsetbox.py:804(set_offset)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4741(srange)
     2615    0.002    0.000    0.002    0.000 colors.py:203(<genexpr>)
       48    0.000    0.000    0.002    0.000 __init__.py:1042(_open_file_or_url)
     1054    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:402(parent)
     5607    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 afm.py:35(<module>)
      598    0.001    0.000    0.002    0.000 markers.py:211(__bool__)
       25    0.000    0.000    0.002    0.000 abc.py:132(__new__)
       84    0.000    0.000    0.002    0.000 transforms.py:2090(__init__)
        1    0.000    0.000    0.002    0.002 colors.py:57(<module>)
      502    0.001    0.000    0.002    0.000 pyplot.py:579(gcf)
     2376    0.002    0.000    0.002    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
     1386    0.001    0.000    0.002    0.000 path.py:373(__len__)
      865    0.002    0.000    0.002    0.000 {method 'astype' of 'numpy.ndarray' objects}
      306    0.000    0.000    0.002    0.000 re.py:184(sub)
        4    0.000    0.000    0.002    0.000 tempfile.py:571(TemporaryFile)
        1    0.000    0.000    0.002    0.002 calculators.py:1(<module>)
       66    0.000    0.000    0.002    0.000 pyparsing.py:1799(__add__)
    10207    0.002    0.000    0.002    0.000 {method 'islower' of 'str' objects}
       36    0.000    0.000    0.002    0.000 figure.py:686(set_size_inches)
     1710    0.002    0.000    0.002    0.000 axis.py:175(get_tick_padding)
       12    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
      611    0.001    0.000    0.002    0.000 backend_pdf.py:1579(<listcomp>)
      586    0.001    0.000    0.002    0.000 backend_pdf.py:1444(reserveObject)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
      542    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:57(__init__)
        1    0.000    0.000    0.002    0.002 decorator.py:33(<module>)
      611    0.001    0.000    0.002    0.000 cp1252.py:11(encode)
       63    0.001    0.000    0.002    0.000 _base.py:51(_process_plot_format)
       12    0.000    0.000    0.002    0.000 backend_bases.py:2311(switch_backends)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:6(<module>)
       40    0.000    0.000    0.002    0.000 offsetbox.py:633(set_offset)
      136    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.get_path_extents}
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
      372    0.001    0.000    0.001    0.000 __init__.py:93(_cnfmerge)
       12    0.000    0.000    0.001    0.000 __init__.py:2389(__init__)
     7764    0.001    0.000    0.001    0.000 font_manager.py:752(get_style)
      579    0.001    0.000    0.001    0.000 transforms.py:367(_get_intervalx)
     2724    0.001    0.000    0.001    0.000 ticker.py:232(set_axis)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3152(ArrowStyle)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
       13    0.000    0.000    0.001    0.000 function_base.py:4554(meshgrid)
      450    0.001    0.000    0.001    0.000 backend_pdf.py:2226(rgb_cmd)
      834    0.001    0.000    0.001    0.000 cycler.py:225(__iter__)
     5156    0.001    0.000    0.001    0.000 artist.py:785(get_rasterized)
     1266    0.001    0.000    0.001    0.000 core.py:1396(getmask)
     7764    0.001    0.000    0.001    0.000 font_manager.py:767(get_weight)
