                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:54:40      -23.706018       36.8780
BFGSLineSearch:    1[  2] 11:54:40      -31.761306       15.2615
BFGSLineSearch:    2[  4] 11:54:40      -35.442983        9.2976
BFGSLineSearch:    3[  6] 11:54:40      -37.493001       11.6608
BFGSLineSearch:    4[  8] 11:54:40      -38.269302       11.4788
BFGSLineSearch:    5[ 11] 11:54:40      -41.003635       12.0920
BFGSLineSearch:    6[ 13] 11:54:40      -41.897672       14.5134
BFGSLineSearch:    7[ 15] 11:54:40      -42.693496       18.9876
BFGSLineSearch:    8[ 18] 11:54:40      -44.906943       16.9021
BFGSLineSearch:    9[ 20] 11:54:40      -45.944416       18.0524
BFGSLineSearch:   10[ 22] 11:54:40      -47.427828       16.0099
BFGSLineSearch:   11[ 24] 11:54:40      -49.502761       18.3735
BFGSLineSearch:   12[ 26] 11:54:40      -51.719078       17.7997
BFGSLineSearch:   13[ 29] 11:54:41      -52.419430       17.1005
BFGSLineSearch:   14[ 31] 11:54:41      -53.978320       13.7766
BFGSLineSearch:   15[ 33] 11:54:41      -56.210448        9.2233
BFGSLineSearch:   16[ 35] 11:54:41      -57.590527        9.2583
BFGSLineSearch:   17[ 37] 11:54:41      -59.355802        9.9232
BFGSLineSearch:   18[ 39] 11:54:41      -60.451483       10.5226
BFGSLineSearch:   19[ 41] 11:54:41      -60.987255       11.4287
BFGSLineSearch:   20[ 43] 11:54:41      -61.527855        7.4742
BFGSLineSearch:   21[ 47] 11:54:41      -63.475407       11.3813
BFGSLineSearch:   22[ 50] 11:54:41      -63.670522        8.6157
BFGSLineSearch:   23[ 52] 11:54:41      -64.062872        6.9290
BFGSLineSearch:   24[ 54] 11:54:41      -64.377357        5.6902
BFGSLineSearch:   25[ 56] 11:54:41      -64.829990        4.5488
BFGSLineSearch:   26[ 58] 11:54:41      -64.951602        5.1595
BFGSLineSearch:   27[ 62] 11:54:42      -65.453297       12.5123
BFGSLineSearch:   28[ 65] 11:54:42      -65.616950       13.5559
BFGSLineSearch:   29[ 68] 11:54:42      -68.325805       22.2895
BFGSLineSearch:   30[ 71] 11:54:42      -68.530044       22.7018
BFGSLineSearch:   31[ 73] 11:54:42      -70.725313       18.2387
BFGSLineSearch:   32[ 75] 11:54:42      -71.593849       15.9291
BFGSLineSearch:   33[ 77] 11:54:42      -72.906662       16.0976
BFGSLineSearch:   34[ 79] 11:54:42      -73.727797       13.0442
BFGSLineSearch:   35[ 81] 11:54:42      -74.694078        6.2111
BFGSLineSearch:   36[ 83] 11:54:42      -75.075756        3.2457
BFGSLineSearch:   37[ 84] 11:54:42      -75.372099        2.1704
BFGSLineSearch:   38[ 85] 11:54:42      -75.507094        3.1028
BFGSLineSearch:   39[ 90] 11:54:42      -77.296161       14.6612
BFGSLineSearch:   40[ 93] 11:54:43      -77.329341       15.6357
BFGSLineSearch:   41[ 94] 11:54:43      -78.391160       15.5937
BFGSLineSearch:   42[ 97] 11:54:43      -81.173630       12.7826
BFGSLineSearch:   43[ 99] 11:54:43      -82.580212        8.3704
BFGSLineSearch:   44[101] 11:54:43      -82.870880        4.6247
BFGSLineSearch:   45[103] 11:54:43      -83.061058        2.1642
BFGSLineSearch:   46[104] 11:54:43      -83.130575        2.5111
BFGSLineSearch:   47[105] 11:54:43      -83.205485        1.6386
BFGSLineSearch:   48[106] 11:54:43      -83.328357        1.8089
BFGSLineSearch:   49[108] 11:54:43      -83.553634        3.7175
BFGSLineSearch:   50[113] 11:54:43      -86.799153       14.1980
BFGSLineSearch:   51[116] 11:54:43      -86.817667       13.2743
BFGSLineSearch:   52[118] 11:54:43      -87.693266       16.5153
BFGSLineSearch:   53[120] 11:54:43      -88.377824       12.0064
BFGSLineSearch:   54[121] 11:54:43      -90.196593        8.0367
BFGSLineSearch:   55[123] 11:54:44      -90.754406        4.9876
BFGSLineSearch:   56[124] 11:54:44      -90.995381        2.6226
BFGSLineSearch:   57[125] 11:54:44      -91.127252        2.1709
BFGSLineSearch:   58[129] 11:54:44      -91.823987       10.4608
BFGSLineSearch:   59[131] 11:54:44      -91.923492       11.3029
BFGSLineSearch:   60[134] 11:54:44      -93.938859       19.1260
BFGSLineSearch:   61[138] 11:54:44      -95.205079       22.7694
BFGSLineSearch:   62[140] 11:54:44      -97.305619       20.7238
BFGSLineSearch:   63[142] 11:54:44      -98.616873       15.9324
BFGSLineSearch:   64[144] 11:54:44      -99.954478        8.6186
BFGSLineSearch:   65[145] 11:54:44     -100.611673        4.6688
BFGSLineSearch:   66[146] 11:54:44     -100.978813        3.2058
BFGSLineSearch:   67[147] 11:54:44     -101.131553        2.5757
BFGSLineSearch:   68[148] 11:54:44     -101.479088        3.4867
BFGSLineSearch:   69[151] 11:54:44     -101.513150        3.6160
BFGSLineSearch:   70[152] 11:54:44     -101.648028        2.3777
BFGSLineSearch:   71[153] 11:54:44     -101.711955        1.2282
BFGSLineSearch:   72[154] 11:54:44     -101.733804        0.5276
BFGSLineSearch:   73[155] 11:54:45     -101.738178        0.4101
BFGSLineSearch:   74[156] 11:54:45     -101.739234        0.2335
BFGSLineSearch:   75[157] 11:54:45     -101.739935        0.0954
