                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:57:06      -54.951408       21.8456
BFGSLineSearch:    1[  2] 11:57:06      -63.018625       21.6301
BFGSLineSearch:    2[  4] 11:57:06      -68.122531       12.7789
BFGSLineSearch:    3[  7] 11:57:07      -72.994537       29.1288
BFGSLineSearch:    4[  9] 11:57:07      -75.002029       24.9224
BFGSLineSearch:    5[ 11] 11:57:07      -76.108598       26.6015
BFGSLineSearch:    6[ 13] 11:57:07      -77.928396       22.7159
BFGSLineSearch:    7[ 15] 11:57:07      -79.998437       21.1953
BFGSLineSearch:    8[ 17] 11:57:07      -81.988155       19.9321
BFGSLineSearch:    9[ 19] 11:57:07      -84.868380       16.5342
BFGSLineSearch:   10[ 21] 11:57:07      -86.453109       19.6127
BFGSLineSearch:   11[ 23] 11:57:07      -87.930753       11.9099
BFGSLineSearch:   12[ 26] 11:57:07      -90.845356       19.2236
BFGSLineSearch:   13[ 28] 11:57:07      -92.342029       27.4461
BFGSLineSearch:   14[ 30] 11:57:07      -93.399059       23.6697
BFGSLineSearch:   15[ 32] 11:57:07      -95.268271       27.4148
BFGSLineSearch:   16[ 34] 11:57:07      -96.742531       22.7654
BFGSLineSearch:   17[ 36] 11:57:07      -98.640394       17.2101
BFGSLineSearch:   18[ 38] 11:57:07     -101.131920       15.4095
BFGSLineSearch:   19[ 41] 11:57:08     -104.271487       20.5936
BFGSLineSearch:   20[ 43] 11:57:08     -104.691792       17.8205
BFGSLineSearch:   21[ 45] 11:57:08     -105.592450       11.9251
BFGSLineSearch:   22[ 47] 11:57:08     -106.494418        9.4992
BFGSLineSearch:   23[ 50] 11:57:08     -106.952518        7.3783
BFGSLineSearch:   24[ 52] 11:57:08     -107.299529        8.7733
BFGSLineSearch:   25[ 54] 11:57:08     -107.456731        5.1620
BFGSLineSearch:   26[ 56] 11:57:08     -107.656884        3.7619
BFGSLineSearch:   27[ 58] 11:57:08     -107.837715        3.6926
BFGSLineSearch:   28[ 61] 11:57:08     -107.895762        1.9609
BFGSLineSearch:   29[ 63] 11:57:08     -107.925061        1.4790
BFGSLineSearch:   30[ 65] 11:57:08     -107.937325        1.1932
BFGSLineSearch:   31[ 67] 11:57:08     -107.950338        1.1478
BFGSLineSearch:   32[ 69] 11:57:08     -107.957608        0.8043
BFGSLineSearch:   33[ 71] 11:57:08     -107.961553        0.4913
BFGSLineSearch:   34[ 73] 11:57:09     -107.964503        0.4854
BFGSLineSearch:   35[ 75] 11:57:09     -107.965476        0.4073
BFGSLineSearch:   36[ 77] 11:57:09     -107.966048        0.2307
BFGSLineSearch:   37[ 79] 11:57:09     -107.966418        0.0822
