                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:57:09      -38.576242       11.1878
BFGSLineSearch:    1[  2] 11:57:09      -44.257061       16.7052
BFGSLineSearch:    2[  4] 11:57:09      -48.222044        9.7439
BFGSLineSearch:    3[  6] 11:57:09      -51.647238       18.5107
BFGSLineSearch:    4[  8] 11:57:09      -53.265576       12.9362
BFGSLineSearch:    5[  9] 11:57:09      -56.883986       18.3145
BFGSLineSearch:    6[ 11] 11:57:09      -58.512444       17.5234
BFGSLineSearch:    7[ 13] 11:57:09      -59.945687       14.8259
BFGSLineSearch:    8[ 15] 11:57:09      -60.807599       13.8261
BFGSLineSearch:    9[ 17] 11:57:09      -61.651282        9.7647
BFGSLineSearch:   10[ 19] 11:57:09      -62.639018        7.2624
BFGSLineSearch:   11[ 21] 11:57:09      -63.608279        9.0170
BFGSLineSearch:   12[ 23] 11:57:09      -65.065531       10.0892
BFGSLineSearch:   13[ 25] 11:57:10      -65.619178        9.3548
BFGSLineSearch:   14[ 27] 11:57:10      -66.242019       10.9043
BFGSLineSearch:   15[ 30] 11:57:10      -67.913638        9.6847
BFGSLineSearch:   16[ 32] 11:57:10      -68.381447        9.9392
BFGSLineSearch:   17[ 35] 11:57:10      -68.762645        9.9753
BFGSLineSearch:   18[ 37] 11:57:10      -69.407507        5.2122
BFGSLineSearch:   19[ 39] 11:57:10      -70.118332        5.3047
BFGSLineSearch:   20[ 41] 11:57:10      -70.523685        8.7340
BFGSLineSearch:   21[ 44] 11:57:10      -71.266077        7.9419
BFGSLineSearch:   22[ 46] 11:57:10      -71.457462        9.0253
BFGSLineSearch:   23[ 48] 11:57:10      -71.776067        9.4261
BFGSLineSearch:   24[ 50] 11:57:10      -72.138488        9.4860
BFGSLineSearch:   25[ 52] 11:57:10      -72.394864        5.8551
BFGSLineSearch:   26[ 54] 11:57:10      -72.785661        3.7634
BFGSLineSearch:   27[ 56] 11:57:10      -72.991103        3.8200
BFGSLineSearch:   28[ 60] 11:57:11      -74.472646        6.6106
BFGSLineSearch:   29[ 63] 11:57:11      -74.571856        7.9310
BFGSLineSearch:   30[ 64] 11:57:11      -75.500624        8.2224
BFGSLineSearch:   31[ 66] 11:57:11      -76.573018        7.8516
BFGSLineSearch:   32[ 69] 11:57:11      -80.233349       12.6022
BFGSLineSearch:   33[ 71] 11:57:11      -81.359398       14.2443
BFGSLineSearch:   34[ 73] 11:57:11      -82.313687       12.2318
BFGSLineSearch:   35[ 75] 11:57:11      -83.300974        8.5309
BFGSLineSearch:   36[ 77] 11:57:11      -83.782437       10.3287
BFGSLineSearch:   37[ 80] 11:57:11      -85.802822       10.7087
BFGSLineSearch:   38[ 82] 11:57:11      -86.287103       15.6118
BFGSLineSearch:   39[ 84] 11:57:11      -87.122509       22.6494
BFGSLineSearch:   40[ 86] 11:57:11      -89.870055       22.3601
BFGSLineSearch:   41[ 88] 11:57:11      -91.671192       15.3962
BFGSLineSearch:   42[ 90] 11:57:12      -92.594479        9.1032
BFGSLineSearch:   43[ 92] 11:57:12      -93.735470        6.0135
BFGSLineSearch:   44[ 94] 11:57:12      -94.230739        2.4212
BFGSLineSearch:   45[ 96] 11:57:12      -94.330416        1.6916
BFGSLineSearch:   46[ 97] 11:57:12      -94.370517        0.7969
BFGSLineSearch:   47[ 98] 11:57:12      -94.379134        1.1218
BFGSLineSearch:   48[ 99] 11:57:12      -94.385715        0.4265
BFGSLineSearch:   49[100] 11:57:12      -94.388251        0.2267
BFGSLineSearch:   50[101] 11:57:12      -94.388839        0.0978
