                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:58:19      -32.637028       24.6347
BFGSLineSearch:    1[  1] 11:58:19      -37.120516       15.5443
BFGSLineSearch:    2[  3] 11:58:19      -40.709535       12.8229
BFGSLineSearch:    3[  5] 11:58:19      -42.672263       10.7638
BFGSLineSearch:    4[  7] 11:58:19      -45.554595       17.6038
BFGSLineSearch:    5[  9] 11:58:19      -46.917848       16.2657
BFGSLineSearch:    6[ 11] 11:58:19      -47.562350       15.7700
BFGSLineSearch:    7[ 13] 11:58:19      -48.853072       12.9287
BFGSLineSearch:    8[ 15] 11:58:19      -50.732621       12.1539
BFGSLineSearch:    9[ 18] 11:58:19      -54.332256       25.7872
BFGSLineSearch:   10[ 20] 11:58:19      -55.074744       19.9491
BFGSLineSearch:   11[ 22] 11:58:19      -56.116966       16.5804
BFGSLineSearch:   12[ 25] 11:58:20      -59.550383       16.3255
BFGSLineSearch:   13[ 27] 11:58:20      -60.882239       19.2513
BFGSLineSearch:   14[ 29] 11:58:20      -62.203273       19.2866
BFGSLineSearch:   15[ 32] 11:58:20      -62.791654        9.8323
BFGSLineSearch:   16[ 34] 11:58:20      -63.107912        7.4094
BFGSLineSearch:   17[ 36] 11:58:20      -63.568987        5.2739
BFGSLineSearch:   18[ 38] 11:58:20      -64.019505        4.3863
BFGSLineSearch:   19[ 41] 11:58:20      -65.441433        8.3988
BFGSLineSearch:   20[ 44] 11:58:20      -65.544804        8.3986
BFGSLineSearch:   21[ 46] 11:58:20      -65.885175        6.9875
BFGSLineSearch:   22[ 48] 11:58:20      -66.271606        5.6197
BFGSLineSearch:   23[ 50] 11:58:20      -66.546781        6.0100
BFGSLineSearch:   24[ 52] 11:58:20      -66.713999        3.4220
BFGSLineSearch:   25[ 54] 11:58:20      -66.870555        4.2090
BFGSLineSearch:   26[ 57] 11:58:21      -69.194920       10.9337
BFGSLineSearch:   27[ 60] 11:58:21      -69.309556       13.3205
BFGSLineSearch:   28[ 63] 11:58:21      -69.694732       15.9473
BFGSLineSearch:   29[ 65] 11:58:21      -70.960794       21.2003
BFGSLineSearch:   30[ 69] 11:58:21      -72.642395       21.0036
BFGSLineSearch:   31[ 72] 11:58:21      -72.969369       20.4896
BFGSLineSearch:   32[ 74] 11:58:21      -74.919699       10.4952
BFGSLineSearch:   33[ 76] 11:58:21      -76.489005       10.7638
BFGSLineSearch:   34[ 78] 11:58:21      -77.071356        5.0893
BFGSLineSearch:   35[ 79] 11:58:21      -77.601947        6.7507
BFGSLineSearch:   36[ 80] 11:58:21      -79.569230        6.8241
BFGSLineSearch:   37[ 83] 11:58:21      -79.654095        7.5875
BFGSLineSearch:   38[ 84] 11:58:21      -81.257428       10.7956
BFGSLineSearch:   39[ 86] 11:58:21      -81.861301       10.5564
BFGSLineSearch:   40[ 88] 11:58:22      -82.519553        3.8730
BFGSLineSearch:   41[ 89] 11:58:22      -83.084706        9.4333
BFGSLineSearch:   42[ 90] 11:58:22      -84.237708       16.3212
BFGSLineSearch:   43[ 92] 11:58:22      -85.216195       22.0028
BFGSLineSearch:   44[ 94] 11:58:22      -85.930207       18.7170
BFGSLineSearch:   45[ 96] 11:58:22      -87.293752       12.1311
BFGSLineSearch:   46[ 98] 11:58:22      -88.204076       13.1305
BFGSLineSearch:   47[100] 11:58:22      -89.355567        9.9654
BFGSLineSearch:   48[102] 11:58:22      -89.786231        5.8972
BFGSLineSearch:   49[104] 11:58:22      -90.292115        6.6433
BFGSLineSearch:   50[106] 11:58:22      -90.631644        4.6883
BFGSLineSearch:   51[107] 11:58:22      -90.770935        3.4841
BFGSLineSearch:   52[108] 11:58:22      -90.867014        1.6639
BFGSLineSearch:   53[109] 11:58:22      -90.882171        1.1419
BFGSLineSearch:   54[110] 11:58:22      -90.892168        0.6009
BFGSLineSearch:   55[111] 11:58:22      -90.896555        0.4047
BFGSLineSearch:   56[113] 11:58:22      -90.905662        0.7274
BFGSLineSearch:   57[114] 11:58:22      -90.913317        0.8022
BFGSLineSearch:   58[115] 11:58:22      -90.925544        0.9473
BFGSLineSearch:   59[120] 11:58:23      -91.541064       16.5639
BFGSLineSearch:   60[122] 11:58:23      -91.542071       16.3279
BFGSLineSearch:   61[124] 11:58:23      -92.051806       13.1867
BFGSLineSearch:   62[125] 11:58:23      -92.914090        5.0552
BFGSLineSearch:   63[129] 11:58:23      -94.281857        8.2526
BFGSLineSearch:   64[132] 11:58:23      -94.346490        9.4786
BFGSLineSearch:   65[133] 11:58:23      -94.655873        7.7455
BFGSLineSearch:   66[134] 11:58:23      -95.072280        3.3253
BFGSLineSearch:   67[135] 11:58:23      -95.321919        2.8971
BFGSLineSearch:   68[139] 11:58:23      -96.451153       10.5730
BFGSLineSearch:   69[142] 11:58:23      -96.511751       10.8137
BFGSLineSearch:   70[144] 11:58:23      -97.033178        4.3748
BFGSLineSearch:   71[146] 11:58:23      -97.343716        3.0380
BFGSLineSearch:   72[147] 11:58:24      -97.421306        1.2964
BFGSLineSearch:   73[148] 11:58:24      -97.455849        1.2834
BFGSLineSearch:   74[149] 11:58:24      -97.481953        0.6476
BFGSLineSearch:   75[150] 11:58:24      -97.500507        0.6945
BFGSLineSearch:   76[151] 11:58:24      -97.509491        0.4349
BFGSLineSearch:   77[152] 11:58:24      -97.514457        0.2935
BFGSLineSearch:   78[153] 11:58:24      -97.516815        0.2259
BFGSLineSearch:   79[154] 11:58:24      -97.518827        0.2606
BFGSLineSearch:   80[160] 11:58:24      -97.817148        8.6350
BFGSLineSearch:   81[162] 11:58:24      -97.818113        8.8138
BFGSLineSearch:   82[167] 11:58:24      -98.615130       11.7803
BFGSLineSearch:   83[169] 11:58:24      -98.949445       10.0866
BFGSLineSearch:   84[171] 11:58:24      -99.676041        4.4861
BFGSLineSearch:   85[172] 11:58:24      -99.943816        4.4591
BFGSLineSearch:   86[173] 11:58:24     -100.193735        3.3015
