                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:58:29      -36.888132       36.5240
BFGSLineSearch:    1[  1] 11:58:29      -44.950156       24.5928
BFGSLineSearch:    2[  3] 11:58:29      -48.472168       10.5145
BFGSLineSearch:    3[  5] 11:58:29      -49.813711        6.8560
BFGSLineSearch:    4[  7] 11:58:29      -51.325086        9.0825
BFGSLineSearch:    5[  9] 11:58:29      -52.149314        9.9483
BFGSLineSearch:    6[ 11] 11:58:29      -53.664519       10.3282
BFGSLineSearch:    7[ 13] 11:58:29      -54.175041       12.4934
BFGSLineSearch:    8[ 15] 11:58:29      -55.326765       13.8455
BFGSLineSearch:    9[ 17] 11:58:29      -55.983290       15.5376
BFGSLineSearch:   10[ 19] 11:58:29      -57.458660       17.3510
BFGSLineSearch:   11[ 20] 11:58:29      -61.053981       16.0254
BFGSLineSearch:   12[ 22] 11:58:30      -62.473232       15.9682
BFGSLineSearch:   13[ 24] 11:58:30      -64.058551       15.8669
BFGSLineSearch:   14[ 26] 11:58:30      -66.484306       14.0569
BFGSLineSearch:   15[ 28] 11:58:30      -68.734335       15.8007
BFGSLineSearch:   16[ 30] 11:58:30      -71.290435       18.2468
BFGSLineSearch:   17[ 32] 11:58:30      -73.016267       20.2195
BFGSLineSearch:   18[ 34] 11:58:30      -75.230715       18.7293
BFGSLineSearch:   19[ 36] 11:58:30      -77.120358       19.9105
BFGSLineSearch:   20[ 38] 11:58:30      -78.930306       18.0308
BFGSLineSearch:   21[ 40] 11:58:30      -80.201769       19.6546
BFGSLineSearch:   22[ 42] 11:58:30      -81.792195       14.1206
BFGSLineSearch:   23[ 44] 11:58:30      -83.407008        9.9122
BFGSLineSearch:   24[ 46] 11:58:30      -84.516117        9.6122
BFGSLineSearch:   25[ 48] 11:58:30      -84.919147        9.6993
BFGSLineSearch:   26[ 50] 11:58:30      -85.378022        8.6830
BFGSLineSearch:   27[ 52] 11:58:30      -85.885823        9.1929
BFGSLineSearch:   28[ 55] 11:58:31      -86.586881       12.6148
BFGSLineSearch:   29[ 57] 11:58:31      -86.880273       11.4489
BFGSLineSearch:   30[ 59] 11:58:31      -87.606449       10.9407
BFGSLineSearch:   31[ 63] 11:58:31      -91.053363       18.3374
BFGSLineSearch:   32[ 66] 11:58:31      -91.291142       20.1279
BFGSLineSearch:   33[ 68] 11:58:31      -92.380721       22.6163
BFGSLineSearch:   34[ 70] 11:58:31      -94.717919       16.9773
BFGSLineSearch:   35[ 72] 11:58:31      -96.371568       13.4417
BFGSLineSearch:   36[ 74] 11:58:31      -97.763165       12.9148
BFGSLineSearch:   37[ 76] 11:58:31      -98.677381       11.4293
BFGSLineSearch:   38[ 78] 11:58:31      -99.563890        9.9943
BFGSLineSearch:   39[ 80] 11:58:31     -100.177243        9.2801
BFGSLineSearch:   40[ 82] 11:58:31     -100.910559       11.1357
BFGSLineSearch:   41[ 85] 11:58:32     -102.465752       15.7232
BFGSLineSearch:   42[ 87] 11:58:32     -103.014933       18.6543
BFGSLineSearch:   43[ 89] 11:58:32     -104.451148        9.5067
BFGSLineSearch:   44[ 91] 11:58:32     -104.896051        4.5200
BFGSLineSearch:   45[ 93] 11:58:32     -105.153457        3.4945
BFGSLineSearch:   46[ 95] 11:58:32     -105.265047        2.7758
BFGSLineSearch:   47[ 97] 11:58:32     -105.306660        1.0526
BFGSLineSearch:   48[ 98] 11:58:32     -105.321899        0.6558
BFGSLineSearch:   49[ 99] 11:58:32     -105.327786        0.5313
BFGSLineSearch:   50[100] 11:58:32     -105.329695        0.2377
BFGSLineSearch:   51[101] 11:58:32     -105.330680        0.1541
BFGSLineSearch:   52[102] 11:58:32     -105.331096        0.0905
