                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:57:35      -28.530626       26.9932
BFGSLineSearch:    1[  2] 11:57:36      -34.729669       12.6320
BFGSLineSearch:    2[  4] 11:57:36      -39.346407       14.7039
BFGSLineSearch:    3[  6] 11:57:36      -42.874373       15.3310
BFGSLineSearch:    4[  8] 11:57:36      -46.187370       15.8989
BFGSLineSearch:    5[ 10] 11:57:36      -48.319893       21.3642
BFGSLineSearch:    6[ 12] 11:57:36      -49.388893       19.7990
BFGSLineSearch:    7[ 14] 11:57:36      -50.951527       22.6220
BFGSLineSearch:    8[ 16] 11:57:36      -52.394555       17.4785
BFGSLineSearch:    9[ 18] 11:57:36      -54.536087       17.0376
BFGSLineSearch:   10[ 20] 11:57:36      -56.075817       18.8571
BFGSLineSearch:   11[ 22] 11:57:36      -58.228054       14.3880
BFGSLineSearch:   12[ 24] 11:57:36      -60.159741       21.1473
BFGSLineSearch:   13[ 26] 11:57:36      -61.110811       14.3158
BFGSLineSearch:   14[ 28] 11:57:36      -61.812964       14.9853
BFGSLineSearch:   15[ 30] 11:57:36      -62.506926       14.4962
BFGSLineSearch:   16[ 32] 11:57:36      -63.536979        9.8335
BFGSLineSearch:   17[ 34] 11:57:37      -64.111598       10.7951
BFGSLineSearch:   18[ 36] 11:57:37      -64.422480        8.8207
BFGSLineSearch:   19[ 38] 11:57:37      -64.755341        5.7816
BFGSLineSearch:   20[ 39] 11:57:37      -66.060336       13.2633
BFGSLineSearch:   21[ 41] 11:57:37      -66.512482       16.6249
BFGSLineSearch:   22[ 43] 11:57:37      -67.079135       20.7836
BFGSLineSearch:   23[ 45] 11:57:37      -67.871145       15.2662
BFGSLineSearch:   24[ 47] 11:57:37      -68.728879       11.3221
BFGSLineSearch:   25[ 48] 11:57:37      -72.030895       20.7788
BFGSLineSearch:   26[ 50] 11:57:37      -72.852775       21.7941
BFGSLineSearch:   27[ 52] 11:57:37      -74.362338       18.0000
BFGSLineSearch:   28[ 54] 11:57:37      -75.696757       13.4984
BFGSLineSearch:   29[ 56] 11:57:37      -77.023430       11.2723
BFGSLineSearch:   30[ 58] 11:57:37      -80.081530       10.6738
BFGSLineSearch:   31[ 60] 11:57:37      -81.090604       12.5892
BFGSLineSearch:   32[ 62] 11:57:37      -81.732126       10.7225
BFGSLineSearch:   33[ 64] 11:57:37      -82.793714        8.2147
BFGSLineSearch:   34[ 66] 11:57:38      -83.009884        4.6265
BFGSLineSearch:   35[ 68] 11:57:38      -83.244422        4.5407
BFGSLineSearch:   36[ 70] 11:57:38      -83.671055        5.4691
BFGSLineSearch:   37[ 72] 11:57:38      -84.518886       10.9358
BFGSLineSearch:   38[ 74] 11:57:38      -84.696929       13.1918
BFGSLineSearch:   39[ 75] 11:57:38      -85.598003        8.7131
BFGSLineSearch:   40[ 76] 11:57:38      -86.904228        9.1557
BFGSLineSearch:   41[ 78] 11:57:38      -87.163324        7.0912
BFGSLineSearch:   42[ 80] 11:57:38      -87.664231        5.6228
BFGSLineSearch:   43[ 81] 11:57:38      -87.979679        4.4754
BFGSLineSearch:   44[ 82] 11:57:38      -88.314149        4.2658
BFGSLineSearch:   45[ 83] 11:57:38      -88.506645        3.1350
BFGSLineSearch:   46[ 84] 11:57:38      -88.640496        2.7527
BFGSLineSearch:   47[ 85] 11:57:38      -88.719318        0.8452
BFGSLineSearch:   48[ 86] 11:57:38      -88.735518        0.6479
BFGSLineSearch:   49[ 87] 11:57:38      -88.739701        0.2129
BFGSLineSearch:   50[ 88] 11:57:38      -88.740426        0.1018
BFGSLineSearch:   51[ 89] 11:57:38      -88.740557        0.0843
