                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 12:00:13      -28.204703       19.5419
BFGSLineSearch:    1[  2] 12:00:13      -35.795603       14.3501
BFGSLineSearch:    2[  4] 12:00:13      -39.278754       17.5573
BFGSLineSearch:    3[  6] 12:00:13      -42.669768       23.9102
BFGSLineSearch:    4[  8] 12:00:14      -45.950291       23.6607
BFGSLineSearch:    5[ 10] 12:00:14      -47.485351       29.0869
BFGSLineSearch:    6[ 12] 12:00:14      -49.506430       25.7499
BFGSLineSearch:    7[ 14] 12:00:14      -50.761905       18.1316
BFGSLineSearch:    8[ 16] 12:00:14      -52.863115       19.3946
BFGSLineSearch:    9[ 19] 12:00:14      -55.775610       19.7322
BFGSLineSearch:   10[ 21] 12:00:14      -56.402948       33.2016
BFGSLineSearch:   11[ 23] 12:00:14      -58.306463       26.7015
BFGSLineSearch:   12[ 24] 12:00:14      -60.168527       16.9211
BFGSLineSearch:   13[ 26] 12:00:14      -61.940452       12.1813
BFGSLineSearch:   14[ 28] 12:00:14      -62.866073       14.9390
BFGSLineSearch:   15[ 30] 12:00:14      -63.473569       11.9086
BFGSLineSearch:   16[ 32] 12:00:14      -64.662940       12.5832
BFGSLineSearch:   17[ 34] 12:00:14      -65.046198       12.6112
BFGSLineSearch:   18[ 36] 12:00:14      -66.105276       11.6893
BFGSLineSearch:   19[ 38] 12:00:14      -67.464678        7.6197
BFGSLineSearch:   20[ 39] 12:00:14      -69.655361       10.3670
BFGSLineSearch:   21[ 41] 12:00:15      -70.204328       10.8927
BFGSLineSearch:   22[ 43] 12:00:15      -70.820648       12.7890
BFGSLineSearch:   23[ 46] 12:00:15      -73.128936       21.0745
BFGSLineSearch:   24[ 49] 12:00:15      -73.504868       19.5241
BFGSLineSearch:   25[ 51] 12:00:15      -75.093948       11.5063
BFGSLineSearch:   26[ 53] 12:00:15      -76.049750       13.3978
BFGSLineSearch:   27[ 55] 12:00:15      -76.802542        9.4803
BFGSLineSearch:   28[ 57] 12:00:15      -77.469064        4.9958
BFGSLineSearch:   29[ 59] 12:00:15      -77.607185        4.1324
BFGSLineSearch:   30[ 61] 12:00:15      -77.714849        2.8850
BFGSLineSearch:   31[ 63] 12:00:15      -77.790654        2.1605
BFGSLineSearch:   32[ 65] 12:00:15      -77.816009        2.2044
BFGSLineSearch:   33[ 67] 12:00:15      -77.865086        1.1922
BFGSLineSearch:   34[ 68] 12:00:15      -77.918068        1.6528
BFGSLineSearch:   35[ 72] 12:00:16      -79.248179       11.6617
BFGSLineSearch:   36[ 75] 12:00:16      -79.251384       11.2516
BFGSLineSearch:   37[ 77] 12:00:16      -79.696087        6.5079
BFGSLineSearch:   38[ 78] 12:00:16      -80.217385        3.6514
BFGSLineSearch:   39[ 80] 12:00:16      -80.425370        3.0370
BFGSLineSearch:   40[ 81] 12:00:16      -80.514249        1.0593
BFGSLineSearch:   41[ 82] 12:00:16      -80.530049        0.4196
BFGSLineSearch:   42[ 83] 12:00:16      -80.534766        0.4892
BFGSLineSearch:   43[ 89] 12:00:16      -81.444153       14.6015
BFGSLineSearch:   44[ 91] 12:00:16      -81.444975       14.6282
BFGSLineSearch:   45[ 94] 12:00:16      -82.440228        6.1466
BFGSLineSearch:   46[ 95] 12:00:16      -82.975908        3.8378
BFGSLineSearch:   47[ 96] 12:00:16      -83.119291        3.8556
BFGSLineSearch:   48[ 97] 12:00:16      -83.196401        2.3582
BFGSLineSearch:   49[ 98] 12:00:16      -83.250671        1.1861
BFGSLineSearch:   50[100] 12:00:17      -83.290735        1.2611
BFGSLineSearch:   51[102] 12:00:17      -83.364108        2.5848
BFGSLineSearch:   52[106] 12:00:17      -85.783179        8.5916
BFGSLineSearch:   53[109] 12:00:17      -85.785118        8.6826
BFGSLineSearch:   54[113] 12:00:17      -87.851332        6.1913
BFGSLineSearch:   55[117] 12:00:17      -90.174824       16.8524
BFGSLineSearch:   56[120] 12:00:17      -90.438769       21.2997
BFGSLineSearch:   57[122] 12:00:17      -92.529015       19.2485
BFGSLineSearch:   58[125] 12:00:17      -92.953225       17.2528
BFGSLineSearch:   59[127] 12:00:17      -94.499082       12.7592
BFGSLineSearch:   60[128] 12:00:17      -95.805698       15.1335
BFGSLineSearch:   61[129] 12:00:17      -96.887388        5.7322
BFGSLineSearch:   62[130] 12:00:17      -97.275824        2.5287
BFGSLineSearch:   63[135] 12:00:18      -99.802254        6.2264
BFGSLineSearch:   64[138] 12:00:18      -99.829590        6.5025
BFGSLineSearch:   65[141] 12:00:18     -100.617444        8.1884
BFGSLineSearch:   66[142] 12:00:18     -101.131010        6.2467
BFGSLineSearch:   67[144] 12:00:18     -101.388807        5.1963
BFGSLineSearch:   68[145] 12:00:18     -101.582228        2.0959
BFGSLineSearch:   69[148] 12:00:18     -101.769893        6.8534
BFGSLineSearch:   70[151] 12:00:18     -101.992766       12.3720
BFGSLineSearch:   71[154] 12:00:18     -102.065584       14.3872
BFGSLineSearch:   72[156] 12:00:18     -102.947106        5.5455
BFGSLineSearch:   73[157] 12:00:18     -103.294135        3.4866
BFGSLineSearch:   74[160] 12:00:18     -103.583665        4.9598
BFGSLineSearch:   75[162] 12:00:18     -103.696308        4.4174
BFGSLineSearch:   76[163] 12:00:19     -103.860278        2.9484
BFGSLineSearch:   77[164] 12:00:19     -103.933478        1.7978
BFGSLineSearch:   78[165] 12:00:19     -103.976881        0.6541
BFGSLineSearch:   79[166] 12:00:19     -103.981823        0.2835
BFGSLineSearch:   80[168] 12:00:19     -103.984452        0.3924
BFGSLineSearch:   81[173] 12:00:19     -104.399305        6.6414
BFGSLineSearch:   82[176] 12:00:19     -104.400071        6.6592
BFGSLineSearch:   83[179] 12:00:19     -104.932146       12.6590
BFGSLineSearch:   84[182] 12:00:19     -106.780606       17.5025
BFGSLineSearch:   85[184] 12:00:19     -107.974098       15.9713
BFGSLineSearch:   86[185] 12:00:19     -109.504637       12.4347
BFGSLineSearch:   87[186] 12:00:19     -110.477251        3.1133
BFGSLineSearch:   88[187] 12:00:19     -110.598451        3.5113
BFGSLineSearch:   89[188] 12:00:19     -110.651798        0.9479
BFGSLineSearch:   90[189] 12:00:19     -110.660963        0.9819
BFGSLineSearch:   91[190] 12:00:19     -110.665326        0.1867
BFGSLineSearch:   92[191] 12:00:19     -110.665667        0.0840
