                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:59:04      -27.874290       17.8535
BFGSLineSearch:    1[  2] 11:59:04      -37.677584       13.3533
BFGSLineSearch:    2[  4] 11:59:04      -42.722786       13.3587
BFGSLineSearch:    3[  6] 11:59:04      -45.792016       13.9923
BFGSLineSearch:    4[  8] 11:59:05      -47.614359       12.8422
BFGSLineSearch:    5[ 10] 11:59:05      -48.214978       12.2963
BFGSLineSearch:    6[ 12] 11:59:05      -49.721991       15.5393
BFGSLineSearch:    7[ 14] 11:59:05      -51.590840       26.1139
BFGSLineSearch:    8[ 16] 11:59:05      -53.969217       35.3068
BFGSLineSearch:    9[ 18] 11:59:05      -55.130775       26.9886
BFGSLineSearch:   10[ 20] 11:59:05      -55.912717       22.4015
BFGSLineSearch:   11[ 22] 11:59:05      -57.140490       17.4236
BFGSLineSearch:   12[ 24] 11:59:05      -59.371544       17.0354
BFGSLineSearch:   13[ 26] 11:59:05      -61.168046       16.3808
BFGSLineSearch:   14[ 28] 11:59:05      -63.369801       14.9779
BFGSLineSearch:   15[ 30] 11:59:05      -64.538901       19.4712
BFGSLineSearch:   16[ 32] 11:59:05      -66.775403       17.6934
BFGSLineSearch:   17[ 35] 11:59:05      -67.838549       19.1440
BFGSLineSearch:   18[ 37] 11:59:05      -69.219774       18.6115
BFGSLineSearch:   19[ 39] 11:59:05      -71.707141       17.3182
BFGSLineSearch:   20[ 41] 11:59:06      -75.213841       17.5058
BFGSLineSearch:   21[ 43] 11:59:06      -77.691194       19.6740
BFGSLineSearch:   22[ 45] 11:59:06      -79.398231       23.0623
BFGSLineSearch:   23[ 47] 11:59:06      -81.255452       18.7877
BFGSLineSearch:   24[ 49] 11:59:06      -82.799997       22.9107
BFGSLineSearch:   25[ 52] 11:59:06      -85.424029       18.1257
BFGSLineSearch:   26[ 54] 11:59:06      -86.492100       16.1404
BFGSLineSearch:   27[ 56] 11:59:06      -88.676924       15.0256
BFGSLineSearch:   28[ 58] 11:59:06      -89.626588       12.8224
BFGSLineSearch:   29[ 60] 11:59:06      -90.565300       11.5423
BFGSLineSearch:   30[ 62] 11:59:06      -91.602817       13.4203
BFGSLineSearch:   31[ 63] 11:59:06      -93.863050       21.6324
BFGSLineSearch:   32[ 65] 11:59:06      -94.637141       23.0386
BFGSLineSearch:   33[ 67] 11:59:06      -96.383296       19.3901
BFGSLineSearch:   34[ 69] 11:59:06      -97.405146       14.4072
BFGSLineSearch:   35[ 71] 11:59:06      -98.249459       10.5025
BFGSLineSearch:   36[ 73] 11:59:07      -99.337241        9.9025
BFGSLineSearch:   37[ 75] 11:59:07      -99.889345        8.6666
BFGSLineSearch:   38[ 77] 11:59:07     -100.129531        7.5132
BFGSLineSearch:   39[ 79] 11:59:07     -100.360340        5.8919
BFGSLineSearch:   40[ 81] 11:59:07     -100.534775        4.7647
BFGSLineSearch:   41[ 83] 11:59:07     -100.699337        4.3180
BFGSLineSearch:   42[ 85] 11:59:07     -100.825270        3.4284
BFGSLineSearch:   43[ 87] 11:59:07     -100.957079        2.5646
BFGSLineSearch:   44[ 89] 11:59:07     -101.083336        2.5381
BFGSLineSearch:   45[ 90] 11:59:07     -101.193171        2.8283
BFGSLineSearch:   46[ 92] 11:59:07     -101.270493        1.4477
BFGSLineSearch:   47[ 93] 11:59:07     -101.312965        1.1801
BFGSLineSearch:   48[ 94] 11:59:07     -101.330304        0.8481
BFGSLineSearch:   49[ 95] 11:59:07     -101.340513        0.4857
BFGSLineSearch:   50[ 96] 11:59:07     -101.343747        0.3498
BFGSLineSearch:   51[ 97] 11:59:07     -101.346179        0.2917
BFGSLineSearch:   52[ 98] 11:59:07     -101.347372        0.1657
BFGSLineSearch:   53[ 99] 11:59:07     -101.347848        0.0982
