                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:55:50      -33.972682       37.6059
BFGSLineSearch:    1[  1] 11:55:50      -41.628294       16.1537
BFGSLineSearch:    2[  3] 11:55:50      -44.017622       14.0022
BFGSLineSearch:    3[  5] 11:55:50      -45.922379       11.4392
BFGSLineSearch:    4[  7] 11:55:50      -49.391625       16.1072
BFGSLineSearch:    5[  9] 11:55:50      -51.469795       19.3519
BFGSLineSearch:    6[ 11] 11:55:50      -53.029163       21.6400
BFGSLineSearch:    7[ 13] 11:55:51      -53.760133       23.7702
BFGSLineSearch:    8[ 15] 11:55:51      -54.902857       18.7850
BFGSLineSearch:    9[ 17] 11:55:51      -57.514642       14.5752
BFGSLineSearch:   10[ 18] 11:55:51      -59.783039       20.0397
BFGSLineSearch:   11[ 21] 11:55:51      -62.677653       17.4417
BFGSLineSearch:   12[ 23] 11:55:51      -64.599033       17.9682
BFGSLineSearch:   13[ 25] 11:55:51      -65.707695       21.6888
BFGSLineSearch:   14[ 27] 11:55:51      -67.589700       18.3256
BFGSLineSearch:   15[ 29] 11:55:51      -70.280107       16.1682
BFGSLineSearch:   16[ 31] 11:55:51      -72.402545       13.6559
BFGSLineSearch:   17[ 33] 11:55:51      -73.824360       16.4804
BFGSLineSearch:   18[ 34] 11:55:51      -76.869938       17.3199
BFGSLineSearch:   19[ 36] 11:55:51      -78.060675       18.0904
BFGSLineSearch:   20[ 37] 11:55:51      -81.288144       31.5994
BFGSLineSearch:   21[ 39] 11:55:51      -83.826995       29.2084
BFGSLineSearch:   22[ 41] 11:55:51      -85.855168       23.1198
BFGSLineSearch:   23[ 43] 11:55:51      -86.922359       15.4788
BFGSLineSearch:   24[ 45] 11:55:52      -88.225955       12.0083
BFGSLineSearch:   25[ 47] 11:55:52      -89.830385       20.4011
BFGSLineSearch:   26[ 49] 11:55:52      -90.605332       23.0616
BFGSLineSearch:   27[ 51] 11:55:52      -91.575362       22.9646
BFGSLineSearch:   28[ 53] 11:55:52      -92.637034       23.1406
BFGSLineSearch:   29[ 55] 11:55:52      -93.600467       14.1623
BFGSLineSearch:   30[ 57] 11:55:52      -94.481801       15.2456
BFGSLineSearch:   31[ 59] 11:55:52      -95.025972       15.5280
BFGSLineSearch:   32[ 61] 11:55:52      -95.581061        9.6833
BFGSLineSearch:   33[ 63] 11:55:52      -96.321930        7.3726
BFGSLineSearch:   34[ 65] 11:55:52      -96.694453        6.8089
BFGSLineSearch:   35[ 67] 11:55:52      -96.975689        5.1582
BFGSLineSearch:   36[ 69] 11:55:52      -97.106723        3.6186
BFGSLineSearch:   37[ 71] 11:55:52      -97.179981        3.5040
BFGSLineSearch:   38[ 73] 11:55:52      -97.273987        2.4895
BFGSLineSearch:   39[ 75] 11:55:52      -97.321347        1.0843
BFGSLineSearch:   40[ 76] 11:55:53      -97.333731        0.8845
BFGSLineSearch:   41[ 78] 11:55:53      -97.338862        0.7653
BFGSLineSearch:   42[ 79] 11:55:53      -97.345967        0.3074
BFGSLineSearch:   43[ 80] 11:55:53      -97.348012        0.4285
BFGSLineSearch:   44[ 81] 11:55:53      -97.349636        0.3205
BFGSLineSearch:   45[ 82] 11:55:53      -97.350211        0.1503
BFGSLineSearch:   46[ 83] 11:55:53      -97.350563        0.1140
BFGSLineSearch:   47[ 84] 11:55:53      -97.350667        0.0825
