                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:56:17      -36.546688       27.0187
BFGSLineSearch:    1[  2] 11:56:17      -42.715151       13.4131
BFGSLineSearch:    2[  4] 11:56:17      -48.535243       13.9604
BFGSLineSearch:    3[  6] 11:56:18      -50.520796       13.3537
BFGSLineSearch:    4[  8] 11:56:18      -53.546421       15.8939
BFGSLineSearch:    5[ 10] 11:56:18      -54.854422       14.2641
BFGSLineSearch:    6[ 11] 11:56:18      -58.972641       17.7511
BFGSLineSearch:    7[ 14] 11:56:18      -61.868335       25.5587
BFGSLineSearch:    8[ 17] 11:56:18      -63.927093       46.1735
BFGSLineSearch:    9[ 19] 11:56:18      -64.573869       56.2871
BFGSLineSearch:   10[ 21] 11:56:18      -66.692999       43.8702
BFGSLineSearch:   11[ 23] 11:56:18      -69.303384       63.3910
BFGSLineSearch:   12[ 25] 11:56:18      -73.038901       50.3019
BFGSLineSearch:   13[ 27] 11:56:18      -75.249776       32.9756
BFGSLineSearch:   14[ 29] 11:56:18      -78.386961       19.3186
BFGSLineSearch:   15[ 31] 11:56:18      -81.751883       21.3063
BFGSLineSearch:   16[ 33] 11:56:18      -83.174072       17.9499
BFGSLineSearch:   17[ 35] 11:56:18      -85.964211       17.9905
BFGSLineSearch:   18[ 37] 11:56:19      -87.147146       20.0755
BFGSLineSearch:   19[ 39] 11:56:19      -88.444276       20.1414
BFGSLineSearch:   20[ 41] 11:56:19      -89.537901       14.7454
BFGSLineSearch:   21[ 43] 11:56:19      -90.983000       13.2055
BFGSLineSearch:   22[ 45] 11:56:19      -92.284889       12.3207
BFGSLineSearch:   23[ 47] 11:56:19      -93.046895       13.2952
BFGSLineSearch:   24[ 49] 11:56:19      -93.530849       12.3442
BFGSLineSearch:   25[ 51] 11:56:19      -94.826016       12.7774
BFGSLineSearch:   26[ 54] 11:56:19      -95.177707       13.1896
BFGSLineSearch:   27[ 56] 11:56:19      -95.620157       12.5627
BFGSLineSearch:   28[ 58] 11:56:19      -95.990268        8.4810
BFGSLineSearch:   29[ 60] 11:56:19      -96.410913        9.3003
BFGSLineSearch:   30[ 62] 11:56:19      -96.831922        9.0846
BFGSLineSearch:   31[ 64] 11:56:19      -97.345245       10.0129
BFGSLineSearch:   32[ 67] 11:56:19     -100.075599       14.5078
BFGSLineSearch:   33[ 69] 11:56:19     -100.275518       15.5148
BFGSLineSearch:   34[ 71] 11:56:20     -101.345840       13.5307
BFGSLineSearch:   35[ 73] 11:56:20     -102.294232        9.7403
BFGSLineSearch:   36[ 75] 11:56:20     -103.438635        8.5730
BFGSLineSearch:   37[ 77] 11:56:20     -103.999401        9.9510
BFGSLineSearch:   38[ 79] 11:56:20     -104.413715        8.4721
BFGSLineSearch:   39[ 81] 11:56:20     -104.856158        5.9126
BFGSLineSearch:   40[ 83] 11:56:20     -105.110577        4.4578
BFGSLineSearch:   41[ 85] 11:56:20     -105.256436        2.3044
BFGSLineSearch:   42[ 87] 11:56:20     -105.299689        1.8025
BFGSLineSearch:   43[ 89] 11:56:20     -105.334548        1.3019
BFGSLineSearch:   44[ 90] 11:56:20     -105.347347        0.7195
BFGSLineSearch:   45[ 91] 11:56:20     -105.352973        0.6155
BFGSLineSearch:   46[ 92] 11:56:20     -105.354246        0.3179
BFGSLineSearch:   47[ 93] 11:56:20     -105.355099        0.2416
BFGSLineSearch:   48[ 94] 11:56:20     -105.355556        0.0847
