                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:58:25      -39.726841       28.6808
BFGSLineSearch:    1[  2] 11:58:25      -51.499515       13.8779
BFGSLineSearch:    2[  4] 11:58:25      -56.220119       14.7650
BFGSLineSearch:    3[  5] 11:58:25      -60.942364       17.0692
BFGSLineSearch:    4[  7] 11:58:26      -62.756512       16.5980
BFGSLineSearch:    5[  9] 11:58:26      -64.970102       17.7836
BFGSLineSearch:    6[ 11] 11:58:26      -66.159748       18.9574
BFGSLineSearch:    7[ 13] 11:58:26      -67.974993       18.0136
BFGSLineSearch:    8[ 15] 11:58:26      -71.140452       21.8093
BFGSLineSearch:    9[ 17] 11:58:26      -72.721740       25.5983
BFGSLineSearch:   10[ 19] 11:58:26      -76.124520       21.6154
BFGSLineSearch:   11[ 21] 11:58:26      -78.492619       18.2219
BFGSLineSearch:   12[ 23] 11:58:26      -79.531442       13.2733
BFGSLineSearch:   13[ 25] 11:58:26      -80.110173       15.5768
BFGSLineSearch:   14[ 27] 11:58:26      -80.994905       12.5792
BFGSLineSearch:   15[ 29] 11:58:26      -81.646582       12.2304
BFGSLineSearch:   16[ 31] 11:58:26      -82.703184        7.3653
BFGSLineSearch:   17[ 33] 11:58:26      -83.231712        7.1983
BFGSLineSearch:   18[ 36] 11:58:26      -84.337082        7.5129
BFGSLineSearch:   19[ 39] 11:58:27      -84.505847        6.4562
BFGSLineSearch:   20[ 41] 11:58:27      -85.056208        6.0001
BFGSLineSearch:   21[ 43] 11:58:27      -85.467795        8.4487
BFGSLineSearch:   22[ 45] 11:58:27      -85.957443        6.7026
BFGSLineSearch:   23[ 47] 11:58:27      -86.082058        7.2941
BFGSLineSearch:   24[ 49] 11:58:27      -86.200113        4.3171
BFGSLineSearch:   25[ 51] 11:58:27      -86.288432        2.5868
BFGSLineSearch:   26[ 53] 11:58:27      -86.357687        1.7327
BFGSLineSearch:   27[ 55] 11:58:27      -86.395750        1.1818
BFGSLineSearch:   28[ 57] 11:58:27      -86.420949        1.3507
BFGSLineSearch:   29[ 59] 11:58:27      -86.437948        1.3203
BFGSLineSearch:   30[ 61] 11:58:27      -86.481413        2.3613
BFGSLineSearch:   31[ 65] 11:58:27      -87.888223       12.5637
BFGSLineSearch:   32[ 67] 11:58:27      -87.899307       12.5584
BFGSLineSearch:   33[ 69] 11:58:28      -91.517934       15.9179
BFGSLineSearch:   34[ 71] 11:58:28      -91.716149       23.4334
BFGSLineSearch:   35[ 73] 11:58:28      -93.629134       30.0664
BFGSLineSearch:   36[ 75] 11:58:28      -96.281608       25.0943
BFGSLineSearch:   37[ 78] 11:58:28      -97.224349       26.1647
BFGSLineSearch:   38[ 80] 11:58:28      -99.767515       15.1421
BFGSLineSearch:   39[ 82] 11:58:28     -101.290214        9.2733
BFGSLineSearch:   40[ 85] 11:58:28     -105.344412       12.6447
BFGSLineSearch:   41[ 88] 11:58:28     -105.809299       10.9885
BFGSLineSearch:   42[ 90] 11:58:28     -106.672254        7.3168
BFGSLineSearch:   43[ 92] 11:58:28     -107.377298        7.0952
BFGSLineSearch:   44[ 94] 11:58:28     -107.868915        3.5991
BFGSLineSearch:   45[ 95] 11:58:28     -108.005082        3.1468
BFGSLineSearch:   46[ 96] 11:58:29     -108.059099        1.7814
BFGSLineSearch:   47[ 98] 11:58:29     -108.078914        0.9300
BFGSLineSearch:   48[100] 11:58:29     -108.087441        0.4194
BFGSLineSearch:   49[101] 11:58:29     -108.088396        0.2035
BFGSLineSearch:   50[102] 11:58:29     -108.088629        0.0544
