                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:57:28      -32.464536       15.9745
BFGSLineSearch:    1[  2] 11:57:28      -39.272233       14.8433
BFGSLineSearch:    2[  3] 11:57:29      -44.526897       27.4400
BFGSLineSearch:    3[  5] 11:57:29      -47.054350       20.8457
BFGSLineSearch:    4[  7] 11:57:29      -49.130982       26.9139
BFGSLineSearch:    5[  9] 11:57:29      -51.511745       30.4321
BFGSLineSearch:    6[ 11] 11:57:29      -54.430124       35.9584
BFGSLineSearch:    7[ 13] 11:57:29      -55.888838       26.6526
BFGSLineSearch:    8[ 15] 11:57:29      -57.184091       26.2652
BFGSLineSearch:    9[ 17] 11:57:29      -60.071705       26.2276
BFGSLineSearch:   10[ 19] 11:57:29      -62.903604       21.5927
BFGSLineSearch:   11[ 21] 11:57:29      -66.458569       16.3581
BFGSLineSearch:   12[ 23] 11:57:29      -70.266103       13.8207
BFGSLineSearch:   13[ 26] 11:57:29      -70.990963       13.7548
BFGSLineSearch:   14[ 28] 11:57:29      -72.229395       13.1100
BFGSLineSearch:   15[ 30] 11:57:29      -74.000152       14.0551
BFGSLineSearch:   16[ 32] 11:57:29      -75.029023       14.0063
BFGSLineSearch:   17[ 34] 11:57:30      -77.010529       12.5398
BFGSLineSearch:   18[ 36] 11:57:30      -78.352618       13.9171
BFGSLineSearch:   19[ 38] 11:57:30      -79.064697       15.7892
BFGSLineSearch:   20[ 40] 11:57:30      -80.025427       15.4082
BFGSLineSearch:   21[ 42] 11:57:30      -81.878295       12.7913
BFGSLineSearch:   22[ 44] 11:57:30      -82.837333       14.7919
BFGSLineSearch:   23[ 46] 11:57:30      -83.845798       15.9781
BFGSLineSearch:   24[ 48] 11:57:30      -84.950983       12.9678
BFGSLineSearch:   25[ 50] 11:57:30      -86.425930        8.8793
BFGSLineSearch:   26[ 52] 11:57:30      -87.260128        7.8825
BFGSLineSearch:   27[ 54] 11:57:30      -88.370136        8.4688
BFGSLineSearch:   28[ 56] 11:57:30      -88.979563        9.0285
BFGSLineSearch:   29[ 59] 11:57:30      -89.399933       10.9719
BFGSLineSearch:   30[ 61] 11:57:30      -90.817774       10.4550
BFGSLineSearch:   31[ 63] 11:57:30      -91.515332       10.0689
BFGSLineSearch:   32[ 65] 11:57:30      -92.404567        9.8592
BFGSLineSearch:   33[ 67] 11:57:31      -93.075291        9.6261
BFGSLineSearch:   34[ 69] 11:57:31      -93.802863       13.4074
BFGSLineSearch:   35[ 71] 11:57:31      -94.981425        5.2281
BFGSLineSearch:   36[ 73] 11:57:31      -95.228120        6.0446
BFGSLineSearch:   37[ 75] 11:57:31      -95.924610        5.6174
BFGSLineSearch:   38[ 77] 11:57:31      -96.153133        6.1037
BFGSLineSearch:   39[ 79] 11:57:31      -96.418096        5.3199
BFGSLineSearch:   40[ 81] 11:57:31      -96.512661        5.1709
BFGSLineSearch:   41[ 83] 11:57:31      -96.724714        2.3547
BFGSLineSearch:   42[ 84] 11:57:31      -96.813939        1.9396
BFGSLineSearch:   43[ 86] 11:57:31      -96.862721        1.3001
BFGSLineSearch:   44[ 87] 11:57:31      -96.881966        0.9041
BFGSLineSearch:   45[ 88] 11:57:31      -96.899830        0.7587
BFGSLineSearch:   46[ 89] 11:57:31      -96.925848        0.6757
BFGSLineSearch:   47[ 90] 11:57:31      -96.941307        0.7399
BFGSLineSearch:   48[ 91] 11:57:31      -96.954296        0.8440
BFGSLineSearch:   49[ 92] 11:57:31      -96.963362        0.7235
BFGSLineSearch:   50[ 93] 11:57:31      -96.966900        0.3971
BFGSLineSearch:   51[ 94] 11:57:31      -96.968157        0.1634
BFGSLineSearch:   52[ 95] 11:57:31      -96.968425        0.0546
