                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 12:00:08      -26.042664       34.4231
BFGSLineSearch:    1[  1] 12:00:08      -32.777729       17.2196
BFGSLineSearch:    2[  3] 12:00:08      -36.441888       15.3405
BFGSLineSearch:    3[  5] 12:00:08      -39.555979       14.8357
BFGSLineSearch:    4[  7] 12:00:08      -41.160338       19.6585
BFGSLineSearch:    5[  9] 12:00:08      -42.308132       17.2952
BFGSLineSearch:    6[ 11] 12:00:08      -44.353992       17.7578
BFGSLineSearch:    7[ 13] 12:00:08      -45.903195       16.5177
BFGSLineSearch:    8[ 15] 12:00:09      -48.261095        8.9248
BFGSLineSearch:    9[ 17] 12:00:09      -49.825440        8.5685
BFGSLineSearch:   10[ 20] 12:00:09      -52.557874       22.9192
BFGSLineSearch:   11[ 22] 12:00:09      -53.255982       26.2817
BFGSLineSearch:   12[ 24] 12:00:09      -54.696664       25.4623
BFGSLineSearch:   13[ 26] 12:00:09      -55.491695       28.3359
BFGSLineSearch:   14[ 28] 12:00:09      -58.276943       16.1713
BFGSLineSearch:   15[ 31] 12:00:09      -59.328404       13.6262
BFGSLineSearch:   16[ 33] 12:00:09      -61.231406        9.4594
BFGSLineSearch:   17[ 35] 12:00:09      -62.347835        7.3216
BFGSLineSearch:   18[ 37] 12:00:09      -63.456472       12.1094
BFGSLineSearch:   19[ 39] 12:00:09      -64.870235       12.8740
BFGSLineSearch:   20[ 41] 12:00:09      -65.327714       16.0907
BFGSLineSearch:   21[ 44] 12:00:09      -67.451109       19.5378
BFGSLineSearch:   22[ 46] 12:00:10      -68.905995       15.5719
BFGSLineSearch:   23[ 48] 12:00:10      -70.250996       21.2470
BFGSLineSearch:   24[ 50] 12:00:10      -72.097547       15.4210
BFGSLineSearch:   25[ 53] 12:00:10      -72.930984       12.9175
BFGSLineSearch:   26[ 55] 12:00:10      -74.047981        9.3168
BFGSLineSearch:   27[ 57] 12:00:10      -74.668957       11.8827
BFGSLineSearch:   28[ 60] 12:00:10      -76.065799       12.0783
BFGSLineSearch:   29[ 62] 12:00:10      -76.804431       17.3087
BFGSLineSearch:   30[ 64] 12:00:10      -77.801898       22.4393
BFGSLineSearch:   31[ 66] 12:00:10      -78.770642       17.1914
BFGSLineSearch:   32[ 68] 12:00:10      -79.851208       10.6383
BFGSLineSearch:   33[ 70] 12:00:10      -80.593148        4.8507
BFGSLineSearch:   34[ 72] 12:00:10      -80.714904        2.6863
BFGSLineSearch:   35[ 74] 12:00:10      -80.759504        1.4302
BFGSLineSearch:   36[ 76] 12:00:11      -80.785842        1.3032
BFGSLineSearch:   37[ 78] 12:00:11      -80.809630        0.7258
BFGSLineSearch:   38[ 80] 12:00:11      -80.819741        0.8084
BFGSLineSearch:   39[ 81] 12:00:11      -80.843955        1.1713
BFGSLineSearch:   40[ 86] 12:00:11      -81.550425       17.2988
BFGSLineSearch:   41[ 88] 12:00:11      -81.559295       16.7704
BFGSLineSearch:   42[ 92] 12:00:11      -83.200169       14.8134
BFGSLineSearch:   43[ 95] 12:00:11      -83.945924       14.1220
BFGSLineSearch:   44[ 96] 12:00:11      -86.679971       33.9177
BFGSLineSearch:   45[ 99] 12:00:11      -88.568691       28.6140
BFGSLineSearch:   46[101] 12:00:11      -92.156639       20.9832
BFGSLineSearch:   47[103] 12:00:11      -94.395093       18.2416
BFGSLineSearch:   48[105] 12:00:11      -95.440060       13.4802
BFGSLineSearch:   49[107] 12:00:12      -97.482949       12.4671
BFGSLineSearch:   50[108] 12:00:12      -99.850992       20.7041
BFGSLineSearch:   51[110] 12:00:12     -100.185224       22.7755
BFGSLineSearch:   52[111] 12:00:12     -102.242139       17.8779
BFGSLineSearch:   53[112] 12:00:12     -103.465342        8.6222
BFGSLineSearch:   54[114] 12:00:12     -104.735541        4.7097
BFGSLineSearch:   55[115] 12:00:12     -105.085652        3.6311
BFGSLineSearch:   56[116] 12:00:12     -105.240571        2.4624
BFGSLineSearch:   57[117] 12:00:12     -105.323277        1.6439
BFGSLineSearch:   58[118] 12:00:12     -105.352964        1.0385
BFGSLineSearch:   59[119] 12:00:12     -105.367490        0.6803
BFGSLineSearch:   60[120] 12:00:12     -105.373392        0.5952
BFGSLineSearch:   61[121] 12:00:12     -105.375246        0.2699
BFGSLineSearch:   62[122] 12:00:12     -105.376026        0.1325
BFGSLineSearch:   63[123] 12:00:12     -105.376340        0.1430
BFGSLineSearch:   64[125] 12:00:12     -105.376858        0.2431
BFGSLineSearch:   65[127] 12:00:12     -105.379277        0.6535
BFGSLineSearch:   66[130] 12:00:12     -105.383355        1.1891
BFGSLineSearch:   67[131] 12:00:12     -105.392214        1.3663
BFGSLineSearch:   68[133] 12:00:12     -105.398650        0.8134
BFGSLineSearch:   69[136] 12:00:12     -105.419250        1.3539
BFGSLineSearch:   70[137] 12:00:13     -105.437036        2.1601
BFGSLineSearch:   71[139] 12:00:13     -105.462751        1.4162
BFGSLineSearch:   72[144] 12:00:13     -107.007554       14.3384
BFGSLineSearch:   73[147] 12:00:13     -107.008570       14.0967
BFGSLineSearch:   74[149] 12:00:13     -108.292382       11.4422
BFGSLineSearch:   75[150] 12:00:13     -109.597254       12.6980
BFGSLineSearch:   76[151] 12:00:13     -110.500876        5.9277
BFGSLineSearch:   77[153] 12:00:13     -110.662176        2.5914
BFGSLineSearch:   78[154] 12:00:13     -110.743404        1.2913
BFGSLineSearch:   79[155] 12:00:13     -110.751166        0.4591
BFGSLineSearch:   80[156] 12:00:13     -110.752773        0.0984
