                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:56:02      -41.026388       32.4865
BFGSLineSearch:    1[  1] 11:56:02      -49.164228       31.3269
BFGSLineSearch:    2[  3] 11:56:02      -54.810477       12.7608
BFGSLineSearch:    3[  5] 11:56:02      -59.289999        8.1434
BFGSLineSearch:    4[  7] 11:56:02      -60.604564        8.9226
BFGSLineSearch:    5[  9] 11:56:02      -63.052751        9.6372
BFGSLineSearch:    6[ 11] 11:56:02      -63.853581       10.0618
BFGSLineSearch:    7[ 13] 11:56:02      -65.209374       13.0107
BFGSLineSearch:    8[ 14] 11:56:02      -67.794400       14.0880
BFGSLineSearch:    9[ 16] 11:56:02      -68.597045       13.7921
BFGSLineSearch:   10[ 18] 11:56:03      -70.149014       14.9645
BFGSLineSearch:   11[ 20] 11:56:03      -71.686278       16.8608
BFGSLineSearch:   12[ 22] 11:56:03      -73.519078        9.5544
BFGSLineSearch:   13[ 24] 11:56:03      -74.516783        9.0342
BFGSLineSearch:   14[ 26] 11:56:03      -77.052629       15.9074
BFGSLineSearch:   15[ 28] 11:56:03      -77.978967       19.0464
BFGSLineSearch:   16[ 30] 11:56:03      -78.719071       17.1965
BFGSLineSearch:   17[ 32] 11:56:03      -79.812698       16.5650
BFGSLineSearch:   18[ 34] 11:56:03      -81.447366       13.6071
BFGSLineSearch:   19[ 36] 11:56:03      -82.544329       14.0164
BFGSLineSearch:   20[ 38] 11:56:03      -83.655511        9.8222
BFGSLineSearch:   21[ 40] 11:56:03      -84.993435       11.4944
BFGSLineSearch:   22[ 42] 11:56:03      -85.776077       14.2741
BFGSLineSearch:   23[ 44] 11:56:03      -87.393145       14.9682
BFGSLineSearch:   24[ 46] 11:56:03      -88.241394       16.2307
BFGSLineSearch:   25[ 49] 11:56:03      -89.878774       19.3064
BFGSLineSearch:   26[ 51] 11:56:04      -90.493812       21.5534
BFGSLineSearch:   27[ 53] 11:56:04      -91.917547       14.2816
BFGSLineSearch:   28[ 55] 11:56:04      -93.970791       17.5519
BFGSLineSearch:   29[ 57] 11:56:04      -96.410057       22.8287
BFGSLineSearch:   30[ 59] 11:56:04      -97.783016       25.6534
BFGSLineSearch:   31[ 61] 11:56:04      -99.784564       25.8754
BFGSLineSearch:   32[ 63] 11:56:04     -101.366482       15.7599
BFGSLineSearch:   33[ 65] 11:56:04     -103.705077       13.5581
BFGSLineSearch:   34[ 67] 11:56:04     -104.735008       14.2650
BFGSLineSearch:   35[ 69] 11:56:04     -106.346081       12.8583
BFGSLineSearch:   36[ 71] 11:56:04     -107.379835        8.0569
BFGSLineSearch:   37[ 73] 11:56:04     -107.665169        5.6712
BFGSLineSearch:   38[ 75] 11:56:04     -107.831060        4.4102
BFGSLineSearch:   39[ 77] 11:56:04     -107.901051        3.0650
BFGSLineSearch:   40[ 79] 11:56:04     -107.943034        2.9952
BFGSLineSearch:   41[ 81] 11:56:04     -107.979213        1.3200
BFGSLineSearch:   42[ 83] 11:56:05     -107.996752        1.4434
BFGSLineSearch:   43[ 85] 11:56:05     -108.007730        1.1576
BFGSLineSearch:   44[ 87] 11:56:05     -108.019871        0.7727
BFGSLineSearch:   45[ 89] 11:56:05     -108.025365        0.2811
BFGSLineSearch:   46[ 90] 11:56:05     -108.026609        0.2256
BFGSLineSearch:   47[ 92] 11:56:05     -108.027224        0.1479
BFGSLineSearch:   48[ 93] 11:56:05     -108.027558        0.1088
BFGSLineSearch:   49[ 94] 11:56:05     -108.027646        0.0409
