                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:55:23      -33.012343       30.0013
BFGSLineSearch:    1[  2] 11:55:23      -38.704308       19.6982
BFGSLineSearch:    2[  3] 11:55:23      -43.976867       24.2820
BFGSLineSearch:    3[  5] 11:55:23      -47.232181       20.5905
BFGSLineSearch:    4[  7] 11:55:23      -49.725240       12.7697
BFGSLineSearch:    5[  9] 11:55:24      -51.253702       13.1701
BFGSLineSearch:    6[ 11] 11:55:24      -52.364588       10.7346
BFGSLineSearch:    7[ 14] 11:55:24      -54.348781        9.8607
BFGSLineSearch:    8[ 16] 11:55:24      -55.220903       16.3069
BFGSLineSearch:    9[ 18] 11:55:24      -56.988820       19.1675
BFGSLineSearch:   10[ 20] 11:55:24      -57.783916       16.0913
BFGSLineSearch:   11[ 23] 11:55:24      -61.626632       15.8572
BFGSLineSearch:   12[ 25] 11:55:24      -63.112422       18.3033
BFGSLineSearch:   13[ 27] 11:55:24      -65.362151       22.7622
BFGSLineSearch:   14[ 29] 11:55:24      -68.662551       21.3157
BFGSLineSearch:   15[ 31] 11:55:24      -71.078467       28.6263
BFGSLineSearch:   16[ 33] 11:55:24      -72.734672       33.1422
BFGSLineSearch:   17[ 35] 11:55:24      -74.413049       19.1850
BFGSLineSearch:   18[ 37] 11:55:24      -76.715269       19.0010
BFGSLineSearch:   19[ 39] 11:55:25      -78.724649       16.5765
BFGSLineSearch:   20[ 41] 11:55:25      -80.839755       18.6388
BFGSLineSearch:   21[ 43] 11:55:25      -82.555628       16.4487
BFGSLineSearch:   22[ 45] 11:55:25      -84.454509       18.0242
BFGSLineSearch:   23[ 47] 11:55:25      -85.407457       14.7577
BFGSLineSearch:   24[ 49] 11:55:25      -86.391745       13.9430
BFGSLineSearch:   25[ 51] 11:55:25      -87.882768       12.6665
BFGSLineSearch:   26[ 53] 11:55:25      -88.595112        9.8672
BFGSLineSearch:   27[ 55] 11:55:25      -89.103277        7.9296
BFGSLineSearch:   28[ 57] 11:55:25      -89.684430        7.3010
BFGSLineSearch:   29[ 59] 11:55:25      -90.105312        6.3957
BFGSLineSearch:   30[ 61] 11:55:25      -90.510578        5.8282
BFGSLineSearch:   31[ 63] 11:55:25      -90.784080        4.4291
BFGSLineSearch:   32[ 65] 11:55:25      -90.989155        7.0088
BFGSLineSearch:   33[ 67] 11:55:25      -91.171937        4.1761
BFGSLineSearch:   34[ 69] 11:55:25      -91.374560        3.9108
BFGSLineSearch:   35[ 71] 11:55:26      -91.571582        3.7525
BFGSLineSearch:   36[ 73] 11:55:26      -91.685099        3.0899
BFGSLineSearch:   37[ 74] 11:55:26      -91.953227        6.2065
BFGSLineSearch:   38[ 79] 11:55:26      -95.749322       15.4499
BFGSLineSearch:   39[ 82] 11:55:26      -95.781654       15.0891
BFGSLineSearch:   40[ 84] 11:55:26      -96.479987       13.4812
BFGSLineSearch:   41[ 86] 11:55:26      -97.110452       14.1961
BFGSLineSearch:   42[ 87] 11:55:26     -100.006562       12.0273
BFGSLineSearch:   43[ 89] 11:55:26     -101.035790       11.0877
BFGSLineSearch:   44[ 91] 11:55:26     -101.778759        8.3596
BFGSLineSearch:   45[ 93] 11:55:26     -102.182231        3.6420
BFGSLineSearch:   46[ 94] 11:55:26     -102.367435        5.0385
BFGSLineSearch:   47[ 95] 11:55:26     -102.529006        3.1951
BFGSLineSearch:   48[ 96] 11:55:26     -102.573755        2.5421
BFGSLineSearch:   49[ 97] 11:55:26     -102.609376        1.2940
BFGSLineSearch:   50[ 98] 11:55:26     -102.620431        0.5799
BFGSLineSearch:   51[ 99] 11:55:26     -102.625376        0.3996
BFGSLineSearch:   52[100] 11:55:26     -102.626895        0.2792
BFGSLineSearch:   53[101] 11:55:26     -102.627886        0.1223
BFGSLineSearch:   54[102] 11:55:26     -102.628188        0.0808
