                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:55:09      -30.112795       22.3329
BFGSLineSearch:    1[  2] 11:55:09      -38.016793       15.3636
BFGSLineSearch:    2[  4] 11:55:10      -42.394156        9.1684
BFGSLineSearch:    3[  6] 11:55:10      -43.433659        8.5914
BFGSLineSearch:    4[  8] 11:55:10      -43.694257        5.9083
BFGSLineSearch:    5[ 11] 11:55:10      -45.356190       10.3951
BFGSLineSearch:    6[ 14] 11:55:10      -45.621024       10.6979
BFGSLineSearch:    7[ 16] 11:55:10      -46.777586        9.8111
BFGSLineSearch:    8[ 18] 11:55:10      -47.457440       12.8839
BFGSLineSearch:    9[ 21] 11:55:10      -48.075444       10.9463
BFGSLineSearch:   10[ 23] 11:55:10      -48.989261       12.6212
BFGSLineSearch:   11[ 26] 11:55:10      -49.570195       12.7362
BFGSLineSearch:   12[ 29] 11:55:10      -52.270057       14.0685
BFGSLineSearch:   13[ 31] 11:55:10      -52.920884       13.3895
BFGSLineSearch:   14[ 32] 11:55:10      -58.521662       14.9090
BFGSLineSearch:   15[ 34] 11:55:11      -59.600220       16.9895
BFGSLineSearch:   16[ 36] 11:55:11      -61.653271       22.1454
BFGSLineSearch:   17[ 38] 11:55:11      -62.891192       16.6946
BFGSLineSearch:   18[ 40] 11:55:11      -64.358335       17.8532
BFGSLineSearch:   19[ 42] 11:55:11      -66.024456       21.5753
BFGSLineSearch:   20[ 45] 11:55:11      -69.718407       38.5175
BFGSLineSearch:   21[ 47] 11:55:11      -70.793254       36.1757
BFGSLineSearch:   22[ 49] 11:55:11      -72.475024       17.8034
BFGSLineSearch:   23[ 51] 11:55:11      -73.884644       16.0717
BFGSLineSearch:   24[ 53] 11:55:11      -76.877028       10.9297
BFGSLineSearch:   25[ 56] 11:55:11      -77.598117       13.2670
BFGSLineSearch:   26[ 58] 11:55:11      -78.429805       13.4354
BFGSLineSearch:   27[ 60] 11:55:11      -79.215132        8.7661
BFGSLineSearch:   28[ 62] 11:55:11      -79.799864        7.1860
BFGSLineSearch:   29[ 64] 11:55:11      -80.002158        6.3278
BFGSLineSearch:   30[ 66] 11:55:11      -80.272618        4.3539
BFGSLineSearch:   31[ 68] 11:55:12      -80.462681        4.1677
BFGSLineSearch:   32[ 70] 11:55:12      -80.534361        3.5189
BFGSLineSearch:   33[ 72] 11:55:12      -80.670761        4.7708
BFGSLineSearch:   34[ 76] 11:55:12      -81.976442       29.0134
BFGSLineSearch:   35[ 79] 11:55:12      -82.004822       30.8926
BFGSLineSearch:   36[ 82] 11:55:12      -83.683433       29.5121
BFGSLineSearch:   37[ 84] 11:55:12      -84.513087       27.2552
BFGSLineSearch:   38[ 86] 11:55:12      -86.379731       14.7020
BFGSLineSearch:   39[ 88] 11:55:12      -87.759354        8.8314
BFGSLineSearch:   40[ 90] 11:55:12      -88.309538        6.7078
BFGSLineSearch:   41[ 92] 11:55:12      -88.739723        3.4015
BFGSLineSearch:   42[ 93] 11:55:12      -88.915095        2.9445
BFGSLineSearch:   43[ 95] 11:55:12      -88.969808        1.9505
BFGSLineSearch:   44[ 96] 11:55:12      -89.017494        1.7284
BFGSLineSearch:   45[ 97] 11:55:12      -89.047669        0.9216
BFGSLineSearch:   46[ 98] 11:55:13      -89.069793        0.9685
BFGSLineSearch:   47[100] 11:55:13      -89.118518        3.2415
BFGSLineSearch:   48[104] 11:55:13      -91.205079       15.4253
BFGSLineSearch:   49[106] 11:55:13      -91.213635       14.8182
BFGSLineSearch:   50[108] 11:55:13      -92.523536        9.9924
BFGSLineSearch:   51[110] 11:55:13      -93.343921        5.6941
BFGSLineSearch:   52[112] 11:55:13      -93.611807        3.3136
BFGSLineSearch:   53[114] 11:55:13      -93.752497        2.3118
BFGSLineSearch:   54[115] 11:55:13      -93.807319        1.3478
BFGSLineSearch:   55[116] 11:55:13      -93.845437        1.6696
BFGSLineSearch:   56[118] 11:55:13      -93.899378        1.6305
BFGSLineSearch:   57[120] 11:55:13      -94.003411        2.0442
BFGSLineSearch:   58[122] 11:55:13      -94.117427        2.6173
BFGSLineSearch:   59[123] 11:55:13      -94.177051        1.4157
BFGSLineSearch:   60[124] 11:55:13      -94.204473        0.4557
BFGSLineSearch:   61[125] 11:55:13      -94.209061        0.2066
BFGSLineSearch:   62[126] 11:55:13      -94.210182        0.1158
BFGSLineSearch:   63[127] 11:55:13      -94.210298        0.0451
