                Step[ FC]     Time          Energy          fmax
BFGSLineSearch:    0[  0] 11:59:56      -18.020312       27.8712
BFGSLineSearch:    1[  1] 11:59:56      -23.937720       11.4846
BFGSLineSearch:    2[  3] 11:59:56      -27.680430       10.1594
BFGSLineSearch:    3[  6] 11:59:57      -31.992881       11.7498
BFGSLineSearch:    4[  8] 11:59:57      -33.599449       10.5913
BFGSLineSearch:    5[ 11] 11:59:57      -37.717308       32.0703
BFGSLineSearch:    6[ 13] 11:59:57      -38.864508       38.6236
BFGSLineSearch:    7[ 15] 11:59:57      -40.889843       25.6624
BFGSLineSearch:    8[ 18] 11:59:57      -45.166701       23.4391
BFGSLineSearch:    9[ 20] 11:59:57      -46.352383       28.9508
BFGSLineSearch:   10[ 22] 11:59:57      -47.372714       34.9474
BFGSLineSearch:   11[ 24] 11:59:57      -48.766803       25.0493
BFGSLineSearch:   12[ 26] 11:59:57      -50.847417       21.9028
BFGSLineSearch:   13[ 28] 11:59:57      -52.038476       18.3105
BFGSLineSearch:   14[ 29] 11:59:57      -54.941370       15.7025
BFGSLineSearch:   15[ 31] 11:59:57      -56.473005       16.8479
BFGSLineSearch:   16[ 33] 11:59:57      -58.749719       14.5079
BFGSLineSearch:   17[ 35] 11:59:57      -59.861534       13.6133
BFGSLineSearch:   18[ 37] 11:59:58      -61.301194       12.5405
BFGSLineSearch:   19[ 39] 11:59:58      -61.941164       10.5385
BFGSLineSearch:   20[ 41] 11:59:58      -62.708027       12.4041
BFGSLineSearch:   21[ 43] 11:59:58      -63.961542       10.0003
BFGSLineSearch:   22[ 46] 11:59:58      -64.322694       10.8351
BFGSLineSearch:   23[ 49] 11:59:58      -65.103840       13.9589
BFGSLineSearch:   24[ 51] 11:59:58      -66.738767       15.6305
BFGSLineSearch:   25[ 53] 11:59:58      -67.534500       14.2049
BFGSLineSearch:   26[ 55] 11:59:58      -68.139107       12.0272
BFGSLineSearch:   27[ 58] 11:59:58      -71.082334        9.6941
BFGSLineSearch:   28[ 61] 11:59:58      -71.395831        9.6440
BFGSLineSearch:   29[ 63] 11:59:58      -71.983318       10.0450
BFGSLineSearch:   30[ 65] 11:59:58      -72.393376        8.1234
BFGSLineSearch:   31[ 67] 11:59:58      -72.810461        6.8268
BFGSLineSearch:   32[ 69] 11:59:59      -73.024262        3.8576
BFGSLineSearch:   33[ 73] 11:59:59      -75.733376        7.3231
BFGSLineSearch:   34[ 75] 11:59:59      -75.867551        8.3045
BFGSLineSearch:   35[ 78] 11:59:59      -76.563783       13.9335
BFGSLineSearch:   36[ 81] 11:59:59      -77.754932       24.2216
BFGSLineSearch:   37[ 84] 11:59:59      -79.558821       21.6774
BFGSLineSearch:   38[ 86] 11:59:59      -81.210261       20.8316
BFGSLineSearch:   39[ 88] 11:59:59      -83.366454       10.9315
BFGSLineSearch:   40[ 90] 11:59:59      -84.830044        7.9124
BFGSLineSearch:   41[ 92] 11:59:59      -85.660907        6.2777
BFGSLineSearch:   42[ 94] 11:59:59      -86.052028        5.2588
BFGSLineSearch:   43[ 95] 11:59:59      -86.452044        5.6446
BFGSLineSearch:   44[ 99] 11:59:59      -87.286126       13.8297
BFGSLineSearch:   45[102] 12:00:00      -87.403212       11.8441
BFGSLineSearch:   46[103] 12:00:00      -88.371161        7.6367
BFGSLineSearch:   47[104] 12:00:00      -88.941029        3.7369
BFGSLineSearch:   48[105] 12:00:00      -89.041134        2.8333
BFGSLineSearch:   49[106] 12:00:00      -89.105261        1.1942
BFGSLineSearch:   50[108] 12:00:00      -89.159273        1.4400
BFGSLineSearch:   51[110] 12:00:00      -89.865893        8.3611
BFGSLineSearch:   52[113] 12:00:00      -89.886607        8.9975
BFGSLineSearch:   53[115] 12:00:00      -90.463313        6.5872
BFGSLineSearch:   54[116] 12:00:00      -91.065627        4.4480
BFGSLineSearch:   55[117] 12:00:00      -91.640284        4.3723
BFGSLineSearch:   56[120] 12:00:00      -92.828244       11.7021
BFGSLineSearch:   57[123] 12:00:00      -92.910881        9.1916
BFGSLineSearch:   58[124] 12:00:00      -93.371421        6.2202
BFGSLineSearch:   59[125] 12:00:00      -93.683709        3.4429
BFGSLineSearch:   60[126] 12:00:00      -93.897246        4.4487
BFGSLineSearch:   61[127] 12:00:00      -94.049843        2.6139
BFGSLineSearch:   62[128] 12:00:00      -94.149960        1.7345
BFGSLineSearch:   63[129] 12:00:00      -94.244642        1.8446
BFGSLineSearch:   64[130] 12:00:00      -94.304159        1.4989
BFGSLineSearch:   65[131] 12:00:00      -94.324988        0.8115
BFGSLineSearch:   66[132] 12:00:01      -94.333557        0.3921
BFGSLineSearch:   67[133] 12:00:01      -94.335638        0.2013
BFGSLineSearch:   68[134] 12:00:01      -94.335997        0.0802
