      Step     Time          Energy         fmax
BFGS:    0 15:05:57       -4.854816        4.4769
BFGS:    1 15:05:57       -5.090532        1.4815
BFGS:    2 15:05:57       -5.127111        0.5965
BFGS:    3 15:05:57       -5.131560        0.2882
BFGS:    4 15:05:57       -5.135814        0.3658
BFGS:    5 15:05:57       -5.147081        0.6164
BFGS:    6 15:05:57       -5.154934        0.5948
BFGS:    7 15:05:57       -5.167856        0.3251
BFGS:    8 15:05:57       -5.173897        0.1206
BFGS:    9 15:05:57       -5.176520        0.1403
BFGS:   10 15:05:57       -5.177959        0.0416
