1.000000000000000000e+01	1.502442629340161248e-03	1.471685652960718904e-01	1.035807456076240918e-01	6.665897198864560724e-02	4.958416887899428499e-02	6.179084928945274835e-02	6.535011619226313573e-02	2.456858271449607611e-01	1.231419024168072807e-01	1.033416260271182163e-01	7.405044391460161024e-02	6.086496572489730195e-02	1.204133384938634449e-01	1.247795015145768266e-01	9.549837911582009786e-01
1.100000000000000000e+01	1.020684484162055717e-03	5.511421353505394777e-02	3.727729765525965994e-02	6.884700674490319694e-02	3.970147175786585547e-02	3.561601486570942915e-02	1.536931092997861903e-01	1.114114424056966701e-01	5.881136370918967765e-02	4.073351696472290312e-02	8.679864474099675820e-02	4.701627941187097592e-02	4.101339966003113985e-02	6.702397755168773563e-02	1.932754258202550590e-01
1.300000000000000000e+01	1.508408189475240547e-03	6.935716911961260778e-02	6.319972707427710945e-02	6.462914122663269978e-02	3.016753285963937395e-02	4.553155888347274610e-02	6.048736861445765806e-02	6.873145928570127683e-02	8.644927827661519348e-02	6.761892648376212345e-02	4.492381526013048548e-02	8.373001591767155471e-02	4.564202137966008599e-02	4.492995814433878299e-02	1.065878568075032257e-01
1.600000000000000000e+01	2.459739974697986234e-04	3.154281161731761068e-02	1.708528664302631436e-02	2.425040709364097505e-02	1.249751323226624099e-02	2.903510736604112893e-02	2.805624225094080840e-02	6.868127427469437885e-02	3.509883402363553340e-02	1.943870596189626113e-02	1.931231144485349646e-02	1.054957555036236810e-01	3.517227543770393150e-02	1.798327847300265625e-02	5.355618276174602815e-02
1.800000000000000000e+01	2.521517923562833336e-04	1.283706003871962036e-02	1.138845612376905569e-02	5.568526867875872588e-03	8.222896161634752829e-03	2.231934560248360552e-02	3.433884302678016226e-02	4.230895430730258894e-02	1.906799512556013945e-02	9.246816898896953116e-03	1.173033906654369525e-02	8.055051763453061758e-03	8.096093703088618962e-03	1.781903221159486864e-02	1.694556807262816503e-02
2.200000000000000000e+01	1.448074665101650770e-04	7.992913333904930542e-03	5.915954787445186491e-03	6.301268248975640078e-03	5.900795849885142642e-03	1.339218749240812800e-02	8.732961012574515236e-03	1.015503197573956566e-02	6.286687013238242104e-03	4.676673449871207242e-03	4.614058708123606502e-03	1.377632844680482839e-02	1.271194914309231420e-02	1.198116123367547192e-02	6.953969603566635856e-03
2.500000000000000000e+01	8.725086898694624747e-04	3.929552587835693361e-02	3.973669404900376928e-02	1.356611651032779697e-01	5.005230267444482628e-02	7.126380779284519074e-02	1.556471521571493877e-01	4.697397706070215867e-02	7.872600543491657665e-02	4.285051789820903262e-02	5.014441334481939405e-02	9.854740226925418067e-02	7.141285626591253877e-02	1.470114649528549144e-01	1.243613796382417730e-01
3.000000000000000000e+01	2.207951851875357679e-03	1.336746262046782652e-01	1.449229528010980983e-01	9.219522572024413387e-02	5.262619821720346952e-02	1.010021588979881368e-01	1.649464154716135667e-01	2.903507844850494388e-02	2.505250214712380005e-02	1.641596433047083983e-02	1.723865349782725473e-02	1.727962295183104943e-02	1.881357402354279576e-02	1.586092114631227901e-01	4.777051628666673100e-02
3.500000000000000000e+01	7.759848397558091228e-04	6.720744602360013975e-02	1.200504965352078846e-01	5.597079828991999295e-02	2.742868321143766830e-02	7.974069744903503065e-02	9.082548498815117000e-02	1.969425417504996542e-02	2.010769546773906111e-02	1.998360127587907320e-02	1.388919600598539743e-02	2.270284114247302434e-02	2.961726857724689133e-02	6.615575856606219218e-02	3.688248803727023351e-02
4.100000000000000000e+01	6.480182009220412541e-04	6.924833407129622753e-02	1.086712816690671851e-01	3.149596010772875987e-02	1.343599857892304773e-02	6.677394474804698721e-02	7.644646653925227242e-02	1.850957414390821607e-02	1.374871007190112647e-02	1.263853973169788876e-02	1.140123834684883541e-02	3.401805819066830439e-02	2.124814668792036551e-02	4.316321115696129113e-02	2.906999775829745628e-02
4.800000000000000000e+01	7.489456073186895801e-04	4.929490501565361726e-02	1.099996158337018942e-01	4.971421550568921877e-02	1.870669996724456940e-02	6.154188937039675039e-02	8.391237045676129547e-02	1.421550629704702688e-02	2.128656741264263463e-02	8.358448358317014174e-03	1.121232267163059342e-02	2.145913607924991237e-02	1.619060984098889822e-02	3.641396213710174079e-02	2.984313451212636248e-02
5.700000000000000000e+01	5.301547287074002144e-04	5.183835946417356122e-02	1.040919203778643415e-01	9.862439002192115167e-02	3.086132897391921648e-02	5.551179585213763396e-02	9.644634828887706235e-02	1.799769473421422572e-02	2.575952415186084921e-02	1.697646947123985714e-02	2.080832862771292424e-02	1.278769521489057925e-02	6.725006654078077677e-03	1.128467090017705315e-01	3.001757688737945184e-02
6.700000000000000000e+01	2.327951903818172410e-04	4.809114367042530841e-02	6.372271675487579945e-02	2.531075579742784673e-02	6.818043154792030082e-03	3.789265803643491332e-02	5.491557189821027335e-02	9.382332959640462752e-03	1.358155836224945144e-02	1.302433819525829380e-02	1.362210775141473561e-02	1.519824264892792424e-02	6.734337379889140072e-03	2.748994709071518605e-02	1.152196270268680128e-02
